Event	Gene	Sig. RBPs	Sig. Gene Expression	Sig. Sex	Tissue	Dimorphic
3685	KIF3C	ANKHD1(0.38),CNOT4(0.33),CPEB2(-0.05),CPEB4(-0.25),DAZAP1(0.19),ESRP2(-0.07),FMR1(-0.09),FUS(0.17),HNRNPA1(-0.06),HNRNPA1L2(0.37),HNRNPA2B1(0.1),HNRNPC(-0.03),HNRNPF(0.23),HNRNPL(-0.56),HNRNPU(0.52),IGF2BP2(0.09),KHDRBS3(-0.12),LIN28A(0.04),MATR3(-0.54),MSI1(-0.13),PABPC1(-0.22),PABPC3(-0.05),PABPC5(0.08),PABPN1(-0.15),PCBP2(0.31),PPRC1(-0.14),PTBP1(-0.21),PUM2(0.19),QKI(-0.07),RALY(-0.39),RBFOX1(0.36),RBM38(0.13),RBM4(-0.14),RBM42(-0.15),RBM45(-0.07),RBM46(0.38),RBM6(-0.12),RBM8A(0.18),RBMS1(0.05),RBMS3(0.08),RSF1(0.35),SART3(-0.26),SF1(-0.32),SFPQ(0.19),SNRPA(0.2),SRP54(-0.32),SRSF1(-0.07),SRSF10(-0.47),SRSF2(0.26),SRSF7(-0.14),TIA1(-0.15),U2AF2(0.56),YBX1(-0.29),YBX2(-0.11),ZC3H10(0.17),ZC3H14(-0.38),ZNF638(-0.15)	0.43	0.4	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
14461	HMGXB4	FUS(-1.1),FXR1(-0.72),HNRNPA1L2(0.59),HNRNPF(0.7),HNRNPH2(1.27),HNRNPK(-0.68),HNRNPU(0.85),IGF2BP2(0.18),KHDRBS1(-0.83),MSI1(0.23),PABPC5(-0.28),PABPN1(-0.58),PCBP2(0.74),PTBP1(-0.55),QKI(0.29),RALY(-0.57),RBFOX1(-0.51),RBM28(-0.59),RBM45(-0.1),RBM46(0.75),RBM5(1.46),RBMS1(0.3),RBMS3(-0.2),SAMD4A(-0.3),SFPQ(0.59),TARDBP(-1.17),U2AF2(1.14)	0	0.39	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
15771	EDC3	ANKHD1(0.4),CNOT4(0.54),CPO(0.16),DAZAP1(0.33),ENOX1(-0.34),FXR1(-0.32),HNRNPH2(1.21),KHDRBS2(0.22),KHDRBS3(-0.33),MSI1(-0.45),PABPC5(0.21),RALY(-0.27),RBFOX1(-0.45),RBM28(0.37),RBM42(-0.28),RBM45(-0.13),RBM46(0.4),RBM6(-0.23),RBP1(0.2),SART3(0.58),TARDBP(0.43),U2AF2(0.43)	0	0.22	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
29694	FAM135A	FMR1(0.41),HNRNPA1L2(0.55),HNRNPCL1(-0.8),HNRNPH2(0.76),HNRNPU(1.11),IGF2BP2(0.2),PABPC1(-0.55),PTBP1(-0.44),RBM28(-0.46),RBM4(0.56),RBM46(1.05),SNRNP70(-0.73),SRP54(-0.58),SRSF1(0.37),TUT1(0.48)	-0.46	0.29	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
10036	SNHG14	ANKHD1(0.56),CNOT4(0.71),ENOX1(-0.57),ESRP2(0.13),HNRNPA1L2(0.47),HNRNPC(-0.15),HNRNPM(0.82),HNRNPU(0.9),IGF2BP2(-0.19),IGF2BP3(0.14),KHDRBS1(-0.96),KHDRBS2(0.65),LIN28A(-0.14),PCBP2(0.79),PPRC1(0.48),PTBP1(-0.39),RALY(-0.49),RBM6(-0.37),RBM8A(0.56),SAMD4A(-0.32),SRP54(-0.73),SRSF1(0.25),SRSF9(-0.65),TARDBP(-0.67),TUT1(-0.59),YBX1(-0.48),YBX2(-0.3)	-0.56	0.34	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
13728	AMPD2	ANKHD1(0.5),CPEB4(-0.28),ENOX1(0.41),ESRP2(-0.1),HNRNPA1L2(0.26),HNRNPA2B1(-0.39),HNRNPC(-0.11),HNRNPCL1(-0.35),HNRNPL(0.3),MBNL1(0.38),PABPC3(-0.11),PABPC5(0.27),PABPN1(-0.65),PCBP1(0.31),PUM2(-0.76),QKI(-0.41),RBFOX1(0.72),RBM24(-0.27),RBM38(-0.45),RBM4(-0.23),RBM41(-0.32),RBM46(0.38),RBM5(-0.63),RSF1(0.63),SART3(0.91),SNRNP70(0.35),U2AF2(-0.52),ZC3H14(-0.4),ZCRB1(0.23),ZNF638(-0.36)	0.49	0.27	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
18282	MEF2D	A1CF(0.12),ANKHD1(0.45),CPO(0.19),ESRP2(-0.19),FMR1(-0.18),FUS(-0.46),FXR2(-0.57),G3BP2(-0.94),HNRNPA1(0.17),HNRNPA1L2(0.37),HNRNPA2B1(0.35),HNRNPC(-0.11),HNRNPCL1(0.96),HNRNPH1(0.3),HNRNPH2(0.78),HNRNPM(-0.36),HNRNPU(-0.46),IGF2BP2(0.13),IGF2BP3(0.06),KHDRBS1(-0.31),KHDRBS3(0.44),MATR3(-1.06),MBNL1(-0.23),MSI1(-0.16),PABPC1(-0.35),PABPC4(0.37),PABPC5(0.15),PABPN1(-0.17),PCBP1(0.55),PCBP2(-0.77),PCBP3(0.08),PPRC1(0.25),PTBP1(-0.17),PUM2(0.47),QKI(-0.13),RBFOX1(0.46),RBM38(0.53),RBM45(-0.06),RBM5(-0.63),RBMS1(-0.2),RBMS3(0.14),RBP1(-0.13),RSF1(0.78),SART3(-0.33),SF1(0.76),SNRNP70(0.26),SNRPA(-0.41),SRP54(0.52),SRSF1(-0.45),SRSF2(-0.22),SRSF9(0.49),TARDBP(0.78),TIA1(-0.2),U2AF2(0.49),YBX1(-0.34),YBX2(-0.12),ZC3H10(0.25),ZCRB1(-0.16),ZNF638(-1.02)	0	0.31	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
20520	MTA3	CNOT4(0.19),CPEB4(-0.11),DAZAP1(0.21),ESRP2(-0.08),FMR1(0.28),FXR1(-0.16),G3BP2(0.34),HNRNPA1(0.07),HNRNPC(-0.04),HNRNPCL1(-0.28),HNRNPH1(0.25),HNRNPH2(0.57),HNRNPM(0.31),HNRNPU(0.3),IGF2BP2(0.11),KHDRBS1(-0.31),KHDRBS3(-0.43),MATR3(-0.54),MSI1(-0.18),PABPC4(0.2),PABPC5(0.07),RBM28(-0.1),RBM41(-0.33),RBM42(-0.16),RBM45(-0.11),RBM46(0.49),RBM5(0.32),RBM6(-0.21),RBM8A(0.3),RBMS1(0.07),RBP1(0.15),SART3(0.35),SF1(-0.31),SFPQ(0.18),SNRPA(0.13),SRP54(0.18),SRSF10(-0.36),SRSF9(-0.36),TIA1(-0.31),YBX1(-0.18),YBX2(-0.08),ZC3H14(-0.18)	0.5	0.19	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
23045	TTLL1	A1CF(-0.07),CPO(-0.14),DAZAP1(0.51),FMR1(0.26),FUS(-0.77),FXR1(-0.4),FXR2(-0.27),HNRNPA1(0.17),HNRNPA1L2(-0.43),HNRNPA2B1(-0.41),HNRNPH1(0.26),HNRNPH2(0.86),HNRNPL(0.46),HNRNPU(0.75),IGF2BP2(0.07),IGF2BP3(0.09),KHDRBS1(-0.39),KHDRBS2(0.4),KHDRBS3(-0.43),LIN28A(-0.08),MATR3(-0.35),MBNL1(-0.41),MSI1(-0.17),PABPC3(-0.07),PABPC4(0.24),PABPC5(-0.08),PABPN1(-0.3),PCBP1(-0.69),PCBP2(0.85),PPRC1(-0.41),RALY(0.24),RBFOX1(0.24),RBM24(-0.16),RBM28(-0.22),RBM38(-0.25),RBM4(-0.27),RBM41(-0.46),RBM46(0.75),RBM8A(0.35),SAMD4A(0.13),SF1(-0.42),SFPQ(0.5),SRP54(0.3),SRSF1(0.2),SRSF10(-0.79),SRSF2(0.29),SRSF7(-0.58),TIA1(0.21),TUT1(0.19),U2AF2(0.43),YBX2(-0.33),ZC3H14(0.51),ZCRB1(0.13)	0.46	0.3	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
23248	DNAJB14	ANKHD1(0.65),ESRP2(-0.1),FXR2(-0.41),HNRNPCL1(-0.49),HNRNPH2(0.64),HNRNPK(-0.67),MSI1(-0.21),RALY(-0.51),RBM24(-0.31),RBM28(-0.29),RBM3(-0.24),RBM41(0.34),RBM46(0.93),RBM6(-0.25),RBMS1(0.28),SNRPA(-0.46),SRSF1(0.31),U2AF2(0.76),ZCRB1(0.19),ZNF638(-0.69)	0.78	0.28	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
25056	SMPD4	CPO(0.26),ENOX1(-0.32),FMR1(0.41),FUS(-0.39),G3BP2(0.63),HNRNPA1(0.17),HNRNPA2B1(-0.51),HNRNPC(-0.12),HNRNPH1(0.36),HNRNPM(0.48),IGF2BP2(0.09),KHDRBS3(-0.6),MATR3(-0.74),MBNL1(-0.35),MSI1(-0.35),RBM8A(0.24),RBP1(0.14),SFPQ(0.34),YBX1(-0.31),ZCRB1(0.16),ZNF638(-0.33)	0.71	0.36	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
25648	RASGRP2	CPO(0.24),FXR2(-0.73),HNRNPCL1(-0.66),PCBP3(0.23),RBM24(0.37),RBM3(-0.29),RBM6(-0.41),SRSF1(0.48),SRSF10(0.8),YBX1(-0.51)	0.43	0.31	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
28010	EZH1	A1CF(0.14),ANKHD1(0.48),CNOT4(0.3),CPEB2(0.18),CPO(0.1),DAZAP1(-0.16),ENOX1(0.16),ESRP2(-0.16),FMR1(0.15),FUS(0.38),FXR2(-0.38),HNRNPA1(-0.16),HNRNPC(-0.11),HNRNPCL1(-0.24),HNRNPH2(0.78),HNRNPK(-0.75),HNRNPL(0.43),HNRNPM(0.3),IGF2BP2(0.07),KHDRBS1(0.85),KHDRBS3(-0.32),MATR3(-0.48),PABPC3(-0.12),PABPC4(0.17),PABPC5(0.13),PCBP1(0.32),RALY(-0.23),RBM28(0.47),RBM41(-0.32),RBM42(-0.53),RBM45(-0.05),RBM46(0.55),RBM6(-0.26),RBM8A(0.18),RBMS1(0.16),RBMS3(-0.09),RBP1(0.09),RSF1(-0.47),SAMD4A(-0.29),SF1(-0.58),SFPQ(-0.67),SNRNP70(0.48),SNRPA(-0.21),SRSF10(0.33),ZC3H10(0.21)	0	0.36	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
31431	OCRL	ANKHD1(0.5),CNOT4(0.38),ESRP2(-0.09),FMR1(0.42),FUS(-0.37),HNRNPC(-0.13),HNRNPF(-0.34),HNRNPM(0.47),IGF2BP2(0.16),KHDRBS3(-0.7),PCBP1(0.39),PCBP2(0.53),RBM24(0.19),RBM41(-0.54),RBM45(-0.17),RBMS3(-0.15),RBP1(0.19),RSF1(-0.42),SF1(-0.76),U2AF2(0.78),ZC3H10(0.25)	0.52	0.21	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
32941	SLC25A36	A1CF(-0.12),ANKHD1(0.68),CNOT4(0.49),DAZAP1(0.35),ESRP2(-0.18),FMR1(0.62),FUS(-0.6),FXR2(-0.6),HNRNPC(0.07),HNRNPH1(0.4),MATR3(-0.65),PCBP2(0.52),PCBP3(-0.16),PTBP1(-0.63),QKI(-0.25),RBFOX1(0.63),RBM24(-0.27),RBM28(-0.66),RBM45(-0.13),RBM46(0.84),RBM6(-0.36),RBM8A(0.32),RBP1(0.23),SF1(-0.99),SNRNP70(0.38),U2AF2(0.8),YBX2(-0.21)	0	0.41	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
34171	FRS3	CNOT4(0.32),CPEB2(0.15),ESRP2(-0.12),FUS(-0.26),HNRNPA1L2(0.24),HNRNPC(-0.1),HNRNPCL1(-0.36),HNRNPF(0.2),HNRNPH2(0.81),HNRNPK(-0.33),HNRNPM(0.26),HNRNPU(0.26),IGF2BP2(0.11),KHDRBS1(-0.26),KHDRBS2(0.25),KHDRBS3(-0.26),MATR3(-0.52),PABPC1(-0.38),PABPC3(-0.08),PABPC4(0.36),PABPN1(-0.47),PPRC1(-0.17),RBM24(-0.14),RBM41(-0.34),RBM42(-0.21),RBM45(-0.06),RBM46(0.48),RBM5(0.26),RBM6(-0.24),RBMS1(0.16),RBP1(0.12),RSF1(0.38),SAMD4A(-0.14),SART3(0.3),SNRNP70(0.24),SRSF10(-0.39),SRSF2(0.34)	0.48	0.18	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
34575	AP3B2	ANKHD1(0.25),DAZAP1(-0.18),ESRP2(-0.07),G3BP2(0.41),HNRNPC(-0.11),HNRNPCL1(-0.38),HNRNPH2(0.41),HNRNPM(0.32),HNRNPU(0.37),IGF2BP2(0.12),KHDRBS2(0.21),MATR3(-0.49),MSI1(-0.14),PABPC1(-0.2),PABPC3(-0.08),PABPC4(0.24),PCBP2(0.25),QKI(0.12),RALY(-0.29),RBM24(0.14),RBM28(-0.14),RBM42(-0.18),RBM45(-0.06),RBM46(0.42),RBM6(-0.19),RBP1(0.07),SF1(-0.43),SNRNP70(0.37),SNRPA(-0.18),SRSF1(0.11),SRSF10(-0.24),TUT1(0.24),YBX2(-0.12),ZC3H10(0.1)	0.37	0.26	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
35745	CARS	ANKHD1(0.46),CPEB2(0.16),CPEB4(-0.21),ESRP2(-0.11),FUS(-0.38),G3BP2(-0.43),HNRNPCL1(-0.31),HNRNPH2(0.69),HNRNPK(-0.34),HNRNPU(0.52),KHDRBS2(0.26),PABPC5(0.13),PABPN1(-0.31),PCBP2(0.28),PTBP1(-0.2),RBFOX1(0.31),RBM24(-0.19),RBM3(-0.11),RBM45(-0.07),RBM46(0.58),RBM6(-0.16),RBMS1(0.18),RBP1(0.1),SART3(0.44),SNRPA(-0.25),SRSF9(-0.28),TUT1(0.25),U2AF2(0.71),YBX2(-0.09),ZC3H14(-0.35),ZNF638(-0.43)	0.57	0.28	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
37860	BRMS1L	A1CF(0.07),ANKHD1(0.27),CPEB2(-0.19),CPEB4(-0.16),CPO(0.18),DAZAP1(0.18),ESRP2(-0.1),FMR1(0.18),FXR2(-0.42),HNRNPA1(0.15),HNRNPC(-0.05),HNRNPU(0.23),IGF2BP3(0.07),KHDRBS3(-0.52),LIN28A(-0.04),MATR3(-0.43),PABPC3(0.06),PABPC5(0.16),PTBP1(-0.27),PUM2(0.31),RBM4(0.13),RBM41(-0.33),RBM42(-0.17),RBM45(-0.08),RBM46(0.22),RBM6(-0.33),RSF1(-0.5),SAMD4A(0.12),SNRNP70(0.29),SRSF7(-0.32),SRSF9(0.28),TIA1(-0.21),TUT1(0.22),U2AF2(0.36),YBX2(-0.14),ZC3H14(0.4)	0.64	0.24	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
38922	PRKAR1A	ANKHD1(0.59),CPO(0.26),ENOX1(-0.35),ESRP2(-0.11),FMR1(0.24),FXR2(0.75),HNRNPA1(0.11),HNRNPA1L2(0.31),HNRNPC(-0.05),HNRNPH1(0.49),HNRNPH2(0.59),HNRNPK(-0.55),HNRNPU(0.79),IGF2BP3(0.08),KHDRBS1(-1.07),KHDRBS2(0.63),KHDRBS3(-0.48),LIN28A(-0.14),MATR3(-1.09),MBNL1(0.23),MSI1(-0.39),PABPC3(-0.14),PABPC4(0.26),PABPC5(0.12),PPRC1(-0.18),QKI(0.21),RBFOX1(-0.3),RBM24(-0.37),RBM38(-0.18),RBM45(-0.06),RBM46(0.42),RBM5(-0.48),RBMS1(-0.18),RBMS3(0.32),SAMD4A(-0.33),SART3(0.79),SFPQ(0.2),SNRNP70(-0.52),SNRPA(-0.2),SRP54(-0.35),SRSF1(0.13),SRSF9(-0.44),TIA1(-0.38),YBX1(-0.51),ZC3H14(-0.3),ZCRB1(0.3),ZNF638(-0.31)	0.94	0.18	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
12293	FBXO21	A1CF(-0.09),ANKHD1(0.37),CPO(0.11),ESRP2(-0.07),HNRNPA1(0.15),HNRNPA2B1(-0.55),HNRNPC(-0.04),HNRNPH1(0.37),HNRNPH2(0.31),HNRNPM(-0.53),HNRNPU(0.26),IGF2BP3(0.05),KHDRBS2(-0.32),KHDRBS3(-0.32),MATR3(-0.42),MBNL1(0.29),MSI1(-0.09),PABPN1(-0.4),PCBP1(0.28),RALY(-0.21),RBFOX1(0.41),RBM3(-0.17),RBM38(0.21),RBM4(-0.15),RBM45(-0.06),RBM46(0.52),RBM6(-0.14),RBM8A(0.26),SART3(0.22),SNRNP70(0.21),SNRPA(-0.26),SRP54(-0.45),SRSF2(-0.21),SRSF7(-0.21),SRSF9(-0.25),TIA1(-0.44),U2AF2(0.8),YBX1(-0.25),YBX2(-0.14),ZC3H10(0.24),ZC3H14(-0.39),ZCRB1(0.18)	0.3	0.29	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
11848	WHSC1L1	FMR1(0.25),FXR1(0.3),FXR2(-0.32),G3BP2(1.07),HNRNPA1(0.22),HNRNPC(-0.07),KHDRBS1(-0.51),KHDRBS3(-0.27),LIN28A(0.09),MATR3(-0.69),PABPC3(-0.11),RBM45(-0.17),RBM6(-0.25),RBM8A(0.26),SFPQ(0.39),SNRPA(0.29),SRSF10(-0.41),SRSF2(0.5),TIA1(-0.32),U2AF2(0.56),ZC3H10(0.19)	0	0.33	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
17403	ARIH1	A1CF(-0.12),ANKHD1(0.57),CPEB2(-0.2),CPO(0.23),DAZAP1(0.42),FMR1(0.41),FUS(-0.3),FXR1(-0.29),FXR2(0.39),HNRNPA2B1(-0.27),HNRNPCL1(0.26),HNRNPL(0.36),HNRNPU(0.37),IGF2BP2(0.07),IGF2BP3(0.09),KHDRBS1(-0.33),LIN28A(0.05),MATR3(-0.4),PABPC4(-0.28),PABPN1(-0.37),PCBP1(-0.24),QKI(0.13),RALY(-0.58),RBFOX1(-0.22),RBM28(-0.34),RBM3(-0.24),RBM38(-0.14),RBM45(-0.11),RBM46(0.49),RBM6(-0.28),RBM8A(0.16),RBMS1(0.2),RBP1(0.14),RSF1(-0.56),SFPQ(0.21),SNRNP70(0.17),SRSF2(0.3),SRSF7(-0.28),SRSF9(-0.47),TARDBP(0.34),U2AF2(1.04),YBX2(-0.15),ZC3H10(0.09),ZC3H14(-0.75),ZNF638(-0.48)	0.59	0.32	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
23707	DMTF1	DAZAP1(-0.57),FMR1(0.3),HNRNPA1L2(0.39),HNRNPH2(-0.59),HNRNPK(-0.54),IGF2BP2(0.34),KHDRBS1(-0.83),PABPC5(0.17),PCBP1(0.43),PCBP3(-0.22),QKI(-0.28),RBM4(-0.37),RBM45(-0.12),RBM5(-0.84),RBM6(-0.38),RBMS3(0.29),SAMD4A(-0.23),SART3(0.65),SNRPA(-0.56),SRP54(0.61),U2AF2(0.98)	0.78	0.36	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
3054	TMEM237	ANKHD1(0.52),CNOT4(-0.33),DAZAP1(0.24),HNRNPA1(0.12),HNRNPA2B1(-0.44),HNRNPC(-0.11),HNRNPCL1(-0.38),HNRNPK(-0.38),HNRNPL(-0.38),HNRNPU(0.55),IGF2BP3(0.13),KHDRBS3(-0.4),LIN28A(-0.05),MBNL1(0.32),MSI1(-0.23),PABPC1(-0.28),PABPC5(0.1),PCBP1(-0.37),PCBP2(0.82),PTBP1(-0.35),PUM2(-0.37),QKI(0.15),RALY(-0.48),RBM24(-0.12),RBM38(-0.18),RBM4(-0.22),RBM41(-0.26),RBM45(-0.11),RBMS1(0.24),RBP1(0.17),RSF1(0.33),SF1(-0.39),SNRPA(0.36),SRP54(-0.3),SRSF1(0.24),SRSF10(-0.28),U2AF2(1.24),ZC3H10(0.15),ZCRB1(-0.18)	0.45	0.18	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
32696	PIP5K1B	ANKHD1(0.4),DAZAP1(0.35),ESRP2(-0.07),FMR1(0.32),G3BP2(0.5),HNRNPC(-0.07),HNRNPCL1(-0.38),HNRNPH1(-0.4),HNRNPU(0.49),IGF2BP3(0.13),MATR3(-0.76),PABPC5(0.13),PCBP1(-0.33),PCBP2(0.37),RBM38(-0.21),RBM4(-0.2),RBM45(-0.09),RBM46(0.41),SF1(-0.44),SRSF1(0.35),SRSF10(0.37),YBX1(-0.31),ZC3H14(-0.47)	0.79	0.24	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
34407	SYNGR3	CNOT4(0.36),CPEB4(-0.28),CPO(0.11),ESRP2(-0.05),FMR1(0.14),FXR2(-0.2),G3BP2(0.67),HNRNPA1L2(-0.23),HNRNPA2B1(0.28),HNRNPC(-0.1),HNRNPK(-0.28),HNRNPL(-0.54),HNRNPU(0.52),IGF2BP2(0.18),IGF2BP3(0.04),KHDRBS1(0.23),KHDRBS2(0.18),KHDRBS3(-0.58),LIN28A(0.05),MATR3(-0.4),MBNL1(-0.2),MSI1(-0.11),PABPC5(0.11),PABPN1(0.13),PCBP1(0.27),PCBP2(0.55),PPRC1(0.16),RALY(-0.22),RBFOX1(0.43),RBM41(0.34),RBM42(-0.35),RBM45(-0.14),RBM5(0.57),RBM6(-0.22),RBMS3(-0.12),RBP1(0.15),RSF1(0.32),SAMD4A(-0.15),SART3(-0.34),SF1(-0.52),SNRPA(-0.26),SRP54(-0.3),SRSF1(-0.09),SRSF10(0.34),SRSF2(-0.17),SRSF9(-0.3),TIA1(-0.33),YBX1(-0.32),YBX2(-0.13),ZC3H10(0.09),ZC3H14(-0.24)	0.76	0.17	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
5287	HAP1	A1CF(-0.09),CNOT4(0.42),CPEB2(0.58),CPEB4(0.4),CPO(0.14),ENOX1(-0.96),FUS(-0.52),FXR1(-1.94),G3BP2(1.07),HNRNPA1L2(-0.83),HNRNPA2B1(0.84),HNRNPC(-0.11),HNRNPCL1(0.83),HNRNPF(-0.99),HNRNPH1(1.04),HNRNPH2(-1.15),HNRNPK(0.94),HNRNPL(-0.5),HNRNPM(-0.83),HNRNPU(0.75),IGF2BP3(0.07),KHDRBS1(1.36),KHDRBS3(1.49),LIN28A(-0.13),MATR3(-2.07),MSI1(-0.71),PABPC1(0.32),PABPC4(-0.55),PABPC5(-0.2),PABPN1(0.71),PCBP1(0.46),PCBP2(-0.67),PCBP3(-0.16),PTBP1(-0.27),PUM2(0.5),QKI(0.41),RALY(0.38),RBM24(-0.21),RBM28(1.22),RBM3(-0.18),RBM38(0.59),RBM4(-0.72),RBM42(0.4),RBM45(-0.08),RBM46(0.95),RBMS1(0.18),RBMS3(0.34),RBP1(-0.11),RSF1(-0.51),SFPQ(-0.64),SNRNP70(-1.39),SNRPA(-0.34),SRP54(-0.92),SRSF10(-0.38),SRSF2(-0.55),SRSF7(-1.49),SRSF9(-0.44),TARDBP(1.41),TIA1(-1.1),TUT1(1.04),YBX2(-0.37),ZC3H14(-0.35),ZCRB1(0.78),ZNF638(0.61)	0.41	0.78	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
903	CHCHD4	ESRP2(-0.17),HNRNPCL1(-0.51),RBM45(-0.13),RBP1(0.23),SART3(0.66),TIA1(-0.47),YBX2(-0.22),ZC3H10(0.21)	0	0	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
1203	TUBGCP4	ANKHD1(0.41),CPEB2(-0.2),CPO(0.17),DAZAP1(0.3),ESRP2(-0.12),HNRNPA2B1(-0.69),HNRNPC(-0.09),HNRNPH2(0.63),MSI1(-0.26),PABPN1(-0.43),PTBP1(-0.2),RBM41(-0.42),RBM46(0.67),RBM8A(0.36),RBMS3(0.27),RBP1(0.11),SAMD4A(-0.19),SART3(0.46),SFPQ(0.4),SNRNP70(0.29),U2AF2(0.43),ZCRB1(0.18),ZNF638(-0.57)	0	0.36	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
13349	CAMKK2	ANKHD1(0.15),CNOT4(0.73),CPEB2(0.12),CPEB4(-0.25),DAZAP1(0.11),ENOX1(-0.24),ESRP2(-0.1),FUS(-0.44),FXR1(-0.15),FXR2(-0.37),G3BP2(0.86),HNRNPA1L2(0.29),HNRNPA2B1(-0.25),HNRNPC(-0.08),HNRNPCL1(-0.29),HNRNPH1(0.49),HNRNPH2(0.34),HNRNPK(0.28),HNRNPL(-0.36),HNRNPM(0.29),HNRNPU(0.41),IGF2BP2(0.18),KHDRBS2(0.17),KHDRBS3(-0.18),LIN28A(0.03),MATR3(-1.19),MBNL1(0.15),PABPC3(-0.11),PABPC5(-0.08),PCBP1(-0.14),PCBP3(-0.08),PTBP1(-0.39),PUM2(0.88),QKI(0.07),RBFOX1(-0.4),RBM28(0.13),RBM3(-0.05),RBM41(0.26),RBM42(-0.21),RBM45(-0.05),RBM46(0.14),RBM6(-0.11),RBMS3(-0.05),RBP1(0.13),RSF1(-0.22),SAMD4A(-0.06),SF1(-0.37),SRSF1(0.13),SRSF10(-0.18),SRSF2(-0.22),SRSF7(0.29),TARDBP(-0.34),TUT1(0.15),U2AF2(0.46),YBX1(-0.2),YBX2(-0.07),ZC3H10(0.13),ZNF638(-0.28)	0.78	0.33	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
1668	PBRM1	CPEB4(-0.34),FXR2(0.44),HNRNPH1(0.7),HNRNPL(0.45),HNRNPU(0.54),IGF2BP2(0.25),LIN28A(-0.11),MBNL1(-0.79),QKI(-0.48),RBFOX1(0.53),RBM4(0.27),RBMS3(-0.2),SART3(0.58),SF1(-0.89),SRSF9(-0.53),ZC3H10(0.18),ZCRB1(0.21)	0.48	0.21	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
