ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2373	"ENSG00000075856.11"	"SART3"	chr12	-	108538933	108539089	108538944	108539089	108538064	108538203
2374	"ENSG00000162669.15"	"HFM1"	chr1	-	91379058	91379214	91379062	91379214	91378402	91378480
2375	"ENSG00000105520.10"	"PLPPR2"	chr19	+	11363712	11363835	11363712	11363819	11364160	11364212
2376	"ENSG00000137409.19"	"MTCH1"	chr6	-	36972651	36972796	36972702	36972796	36970646	36970694
2377	"ENSG00000119844.15"	"AFTPH"	chr2	+	64579485	64581273	64579485	64579546	64585421	64585545
2378	"ENSG00000111199.10"	"TRPV4"	chr12	-	109793484	109793600	109793526	109793600	109792651	109792817
2379	"ENSG00000167778.8"	"SPRYD3"	chr12	-	53074648	53075219	53075094	53075219	53073285	53073471
2380	"ENSG00000101745.16"	"ANKRD12"	chr18	+	9208656	9208803	9208656	9208797	9211583	9211784
2381	"ENSG00000063438.16"	"AHRR"	chr5	+	343892	343969	343892	343964	353729	353911
2382	"ENSG00000081059.19"	"TCF7"	chr5	+	134138058	134138237	134138058	134138164	134138950	134139038
2383	"ENSG00000081059.19"	"TCF7"	chr5	+	134115908	134116086	134115908	134116033	134138058	134138164
2384	"ENSG00000205266.9"	"KRT17P5"	chr17	+	18422180	18422813	18422180	18422342	18422949	18423064
2385	"ENSG00000033867.16"	"SLC4A7"	chr3	-	27433915	27434104	27433954	27434104	27431297	27431669
2386	"ENSG00000033867.16"	"SLC4A7"	chr3	-	27484066	27484347	27484078	27484347	27452416	27452498
2387	"ENSG00000111850.10"	"SMIM8"	chr6	+	87330691	87330950	87330691	87330712	87337008	87337166
2388	"ENSG00000111850.10"	"SMIM8"	chr6	+	87391779	87391877	87391779	87391835	87392724	87392842
2389	"ENSG00000122678.15"	"POLM"	chr7	-	44078739	44078811	44078755	44078811	44076508	44076629
2390	"ENSG00000122678.15"	"POLM"	chr7	-	44074130	44074530	44074397	44074530	44073782	44074025
2391	"ENSG00000072195.14"	"SPEG"	chr2	+	219443107	219443637	219443107	219443150	219444652	219444742
2392	"ENSG00000072195.14"	"SPEG"	chr2	+	219443107	219443440	219443107	219443150	219444029	219444059
2393	"ENSG00000072195.14"	"SPEG"	chr2	+	219443107	219443440	219443107	219443150	219444024	219444059
2394	"ENSG00000095564.13"	"BTAF1"	chr10	+	91959064	91959282	91959064	91959154	91959784	91959880
2395	"ENSG00000163636.10"	"PSMD6"	chr3	-	64022642	64022801	64022738	64022801	64022317	64022523
2396	"ENSG00000124006.14"	"OBSL1"	chr2	-	219556453	219556723	219556577	219556723	219556019	219556292
2397	"ENSG00000084733.10"	"RAB10"	chr2	+	26127143	26127278	26127143	26127233	26127849	26127951
2398	"ENSG00000168309.16"	"FAM107A"	chr3	-	58626970	58627610	58627415	58627610	58589205	58589269
2399	"ENSG00000204580.12"	"DDR1"	chr6	+	30888907	30889010	30888907	30888980	30889201	30889430
2400	"ENSG00000168509.19"	"HFE2"	chr1	-	146019174	146019734	146019697	146019734	146017467	146018700
2401	"ENSG00000167524.14"	"SGK494"	chr17	-	28613077	28613146	28613089	28613146	28612617	28612687
2402	"ENSG00000249115.8"	"HAUS5"	chr19	+	35614034	35614231	35614034	35614059	35615041	35615147
2403	"ENSG00000214087.8"	"ARL16"	chr17	-	81682442	81682675	81682490	81682675	81682033	81682149
2404	"ENSG00000131966.13"	"ACTR10"	chr14	+	58211291	58211410	58211291	58211392	58213640	58213698
2405	"ENSG00000091947.9"	"TMEM101"	chr17	-	44014815	44015155	44014983	44015155	44014356	44014537
2406	"ENSG00000123219.12"	"CENPK"	chr5	-	65561462	65561564	65561496	65561564	65554796	65554898
2407	"ENSG00000123219.12"	"CENPK"	chr5	-	65561462	65561564	65561496	65561564	65554796	65554946
2408	"ENSG00000196655.10"	"TRAPPC4"	chr11	+	119019142	119019317	119019142	119019188	119020149	119020253
2409	"ENSG00000196655.10"	"TRAPPC4"	chr11	+	119019142	119019424	119019142	119019188	119020149	119020253
2410	"ENSG00000196655.10"	"TRAPPC4"	chr11	+	119019142	119019424	119019142	119019317	119020149	119020253
2411	"ENSG00000111011.17"	"RSRC2"	chr12	-	122517226	122517430	122517230	122517430	122515104	122515227
2412	"ENSG00000111011.17"	"RSRC2"	chr12	-	122521295	122521428	122521384	122521428	122518838	122519029
2413	"ENSG00000173889.15"	"PHC3"	chr3	-	170171372	170171450	170171389	170171450	170149085	170149244
2414	"ENSG00000173889.15"	"PHC3"	chr3	-	170181686	170181733	170181701	170181733	170178772	170178938
2415	"ENSG00000146556.14"	"WASH2P"	chr2	+	113596380	113596582	113596380	113596578	113596670	113596829
2416	"ENSG00000173193.13"	"PARP14"	chr3	+	122720254	122721653	122720254	122720388	122727811	122727986
2417	"ENSG00000143578.15"	"CREB3L4"	chr1	+	153968521	153968699	153968521	153968639	153968929	153969176
2418	"ENSG00000064666.14"	"CNN2"	chr19	+	1032558	1032669	1032558	1032663	1036129	1036246
2419	"ENSG00000064666.14"	"CNN2"	chr19	+	1032558	1032696	1032558	1032663	1036129	1036246
2420	"ENSG00000064666.14"	"CNN2"	chr19	+	1032558	1032696	1032558	1032669	1036129	1036246
2421	"ENSG00000176754.12"	"LINC00303"	chr1	-	204036968	204037588	204037255	204037588	204033704	204033867
2422	"ENSG00000101871.14"	"MID1"	chrX	-	10566887	10567603	10567001	10567603	10523091	10523187
2423	"ENSG00000204544.5"	"MUC21"	chr6	+	30983717	30984161	30983717	30984019	30986236	30987681
2424	"ENSG00000128833.12"	"MYO5C"	chr15	-	52260861	52261127	52260901	52261127	52256638	52256720
2425	"ENSG00000229972.7"	"IQCF3"	chr3	+	51826882	51827347	51826882	51827314	51828155	51828221
2426	"ENSG00000124678.17"	"TCP11"	chr6	-	35140746	35140884	35140814	35140884	35140019	35140225
2427	"ENSG00000197062.11"	"ZSCAN26"	chr6	+	28271853	28272339	28271853	28272336	28272669	28272787
2428	"ENSG00000197062.11"	"ZSCAN26"	chr6	+	28271853	28272339	28271853	28271934	28272669	28272787
2429	"ENSG00000197062.11"	"ZSCAN26"	chr6	+	28271853	28272336	28271853	28271934	28272669	28272787
2430	"ENSG00000111640.14"	"GAPDH"	chr12	+	6534809	6534991	6534809	6534861	6536493	6536593
2431	"ENSG00000111640.14"	"GAPDH"	chr12	+	6536683	6536817	6536683	6536790	6536919	6537010
2432	"ENSG00000105486.13"	"LIG1"	chr19	-	48120166	48121322	48121169	48121322	48119136	48119190
2433	"ENSG00000164039.14"	"BDH2"	chr4	-	103085698	103086540	103086479	103086540	103085348	103085462
2434	"ENSG00000189180.15"	"ZNF33A"	chr10	+	38016870	38017020	38016870	38017015	38017290	38017386
2435	"ENSG00000283189.1"	"RP11-949J7.8"	chr3	-	49420210	49420342	49420214	49420342	49419709	49419788
2436	"ENSG00000283189.1"	"RP11-949J7.8"	chr3	-	49422981	49424874	49424226	49424874	49422103	49422271
2437	"ENSG00000129219.13"	"PLD2"	chr17	+	4808273	4808451	4808273	4808416	4809099	4809205
2438	"ENSG00000129219.13"	"PLD2"	chr17	+	4819428	4819582	4819428	4819549	4821792	4821907
2439	"ENSG00000106336.12"	"FBXO24"	chr7	+	100590173	100590357	100590173	100590315	100591666	100591902
2440	"ENSG00000106336.12"	"FBXO24"	chr7	+	100592782	100593017	100592782	100592860	100594382	100594541
2441	"ENSG00000162104.9"	"ADCY9"	chr16	-	3993348	3993510	3993405	3993510	3992145	3992363
2442	"ENSG00000105865.10"	"DUS4L"	chr7	+	107573703	107573883	107573703	107573821	107575187	107575310
2443	"ENSG00000158796.16"	"DEDD"	chr1	-	161124132	161124210	161124137	161124210	161123838	161123946
2444	"ENSG00000158796.16"	"DEDD"	chr1	-	161124339	161124526	161124413	161124526	161124137	161124210
2445	"ENSG00000261645.5"	"DISC1FP1"	chr11	+	90844879	90844957	90844879	90844949	90852615	90852707
2446	"ENSG00000110768.11"	"GTF2H1"	chr11	+	18325946	18326153	18325946	18326019	18333059	18333228
2447	"ENSG00000180104.15"	"EXOC3"	chr5	+	462156	462529	462156	462307	464289	465272
2448	"ENSG00000188282.12"	"RUFY4"	chr2	+	218073815	218073945	218073815	218073885	218075092	218075740
2449	"ENSG00000171208.9"	"NETO2"	chr16	-	47122867	47122912	47122888	47122912	47122656	47122784
2450	"ENSG00000168385.17"	"SEPT2"	chr2	+	241316421	241316555	241316421	241316540	241317498	241317599
2451	"ENSG00000168487.17"	"BMP1"	chr8	+	22165323	22165553	22165323	22165549	22173601	22173715
2452	"ENSG00000075785.12"	"RAB7A"	chr3	+	128806371	128806590	128806371	128806449	128807542	128807671
2453	"ENSG00000130775.15"	"THEMIS2"	chr1	+	27881970	27882125	27881970	27882077	27882512	27883043
2454	"ENSG00000151575.14"	"TEX9"	chr15	+	56365446	56365893	56365446	56365670	56373440	56373504
2455	"ENSG00000100372.14"	"SLC25A17"	chr22	-	40797253	40797336	40797283	40797336	40794513	40794580
2456	"ENSG00000234068.6"	"PAGE2"	chrX	+	55090501	55090610	55090501	55090559	55091331	55091457
2457	"ENSG00000152582.13"	"SPEF2"	chr5	+	35694287	35694363	35694287	35694348	35695734	35695796
2458	"ENSG00000251003.7"	"ZFPM2-AS1"	chr8	-	105927641	105927717	105927650	105927717	105798324	105798442
2459	"ENSG00000162946.20"	"DISC1"	chr1	+	232008784	232009049	232008784	232008983	232026434	232026554
2460	"ENSG00000183762.12"	"KREMEN1"	chr22	+	29138623	29138833	29138623	29138782	29140281	29140366
2461	"ENSG00000133835.14"	"HSD17B4"	chr5	+	119477416	119477501	119477416	119477492	119478833	119479021
2462	"ENSG00000152990.13"	"ADGRA3"	chr4	-	22444972	22445133	22445040	22445133	22442649	22442863
2463	"ENSG00000134058.10"	"CDK7"	chr5	+	69254601	69254669	69254601	69254667	69255459	69255528
2464	"ENSG00000177200.15"	"CHD9"	chr16	+	53307680	53307953	53307680	53307905	53308685	53308854
2465	"ENSG00000124333.15"	"VAMP7"	chrX	+	155889457	155889633	155889457	155889612	155895622	155895680
2466	"ENSG00000124333.15"	"VAMP7"	chrX	+	155889457	155889633	155889457	155889608	155895622	155895680
2467	"ENSG00000124333.15"	"VAMP7"	chrX	+	155889457	155889612	155889457	155889608	155895622	155895680
2468	"ENSG00000124333.15"	"VAMP7"	chrX	+	155889457	155889612	155889457	155889547	155898111	155898249
2469	"ENSG00000055950.16"	"MRPL43"	chr10	-	100983947	100984074	100984033	100984074	100983754	100983817
2470	"ENSG00000197177.15"	"ADGRA1"	chr10	+	133127232	133127331	133127232	133127328	133128328	133131675
2471	"ENSG00000071054.16"	"MAP4K4"	chr2	+	101867211	101867318	101867211	101867309	101869621	101869797
2472	"ENSG00000071054.16"	"MAP4K4"	chr2	+	101887087	101887261	101887087	101887237	101887777	101887937
2473	"ENSG00000147642.16"	"SYBU"	chr8	-	109586016	109586162	109586059	109586162	109579798	109580002
2474	"ENSG00000105255.10"	"FSD1"	chr19	+	4322985	4323237	4322985	4323146	4323347	4323436
2475	"ENSG00000136271.10"	"DDX56"	chr7	-	44569983	44570128	44570014	44570128	44569808	44569903
2476	"ENSG00000136271.10"	"DDX56"	chr7	-	44572562	44572744	44572573	44572744	44572346	44572437
2477	"ENSG00000082805.19"	"ERC1"	chr12	+	1112214	1112307	1112214	1112298	1115865	1116033
2478	"ENSG00000178922.16"	"HYI"	chr1	-	43451409	43451544	43451427	43451544	43451002	43451311
2479	"ENSG00000178922.16"	"HYI"	chr1	-	43451797	43451847	43451827	43451847	43451647	43451717
2480	"ENSG00000178922.16"	"HYI"	chr1	-	43453385	43453497	43453412	43453497	43452204	43452319
2481	"ENSG00000050327.14"	"ARHGEF5"	chr7	+	144362657	144365823	144362657	144362853	144366354	144366412
2482	"ENSG00000069493.14"	"CLEC2D"	chr12	+	9687901	9688161	9687901	9688086	9692827	9692931
2483	"ENSG00000120709.10"	"FAM53C"	chr5	+	138341183	138341413	138341183	138341264	138341808	138341866
2484	"ENSG00000124549.14"	"BTN2A3P"	chr6	+	26422932	26423759	26422932	26423277	26426241	26426523
2485	"ENSG00000167104.11"	"BPIFB6"	chr20	+	33031647	33031747	33031647	33031744	33032983	33033083
2486	"ENSG00000180979.9"	"LRRC57"	chr15	-	42548692	42548793	42548699	42548793	42548350	42548456
2487	"ENSG00000204120.14"	"GIGYF2"	chr2	+	232731121	232731258	232731121	232731234	232735154	232735238
2488	"ENSG00000237978.5"	"KCNMB2-AS1"	chr3	-	178749045	178749236	178749109	178749236	178748403	178748485
2489	"ENSG00000171311.12"	"EXOSC1"	chr10	-	97438662	97438703	97438669	97438703	97437699	97437750
2490	"ENSG00000078687.17"	"TNRC6C"	chr17	+	78048844	78051457	78048844	78051448	78064721	78064937
2491	"ENSG00000110344.9"	"UBE4A"	chr11	+	118372506	118372687	118372506	118372666	118373085	118373288
2492	"ENSG00000138303.17"	"ASCC1"	chr10	-	72215781	72216109	72215835	72216109	72213186	72213331
2493	"ENSG00000184937.12"	"WT1"	chr11	-	32391971	32392064	32391980	32392064	32387774	32389179
2494	"ENSG00000184937.12"	"WT1"	chr11	-	32417423	32417654	32417576	32417654	32416489	32416540
2495	"ENSG00000175048.16"	"ZDHHC14"	chr6	+	157628348	157628486	157628348	157628374	157632833	157632882
2496	"ENSG00000126733.20"	"DACH2"	chrX	+	86812855	86813034	86812855	86813004	86813129	86813277
2497	"ENSG00000187012.10"	"LINC00207"	chr22	+	44570499	44570624	44570499	44570588	44571375	44571492
2498	"ENSG00000184470.20"	"TXNRD2"	chr22	-	19877039	19877234	19877108	19877234	19875521	19875807
2499	"ENSG00000169710.8"	"FASN"	chr17	-	82086253	82086558	82086259	82086558	82085481	82085871
2500	"ENSG00000228340.5"	"MIR646HG"	chr20	+	60154406	60154506	60154406	60154501	60180834	60180913
2501	"ENSG00000228340.5"	"MIR646HG"	chr20	+	60098928	60099032	60098928	60098963	60100170	60100219
2502	"ENSG00000172046.18"	"USP19"	chr3	-	49117436	49117570	49117466	49117570	49117058	49117361
2503	"ENSG00000089597.16"	"GANAB"	chr11	-	62639626	62639731	62639630	62639731	62639358	62639467
2504	"ENSG00000132305.20"	"IMMT"	chr2	-	86161951	86162079	86161975	86162079	86159535	86159671
2505	"ENSG00000198931.10"	"APRT"	chr16	-	88811496	88811656	88811549	88811656	88810069	88810148
2506	"ENSG00000091127.13"	"PUS7"	chr7	-	105470687	105470848	105470760	105470848	105468336	105468463
2507	"ENSG00000086504.15"	"MRPL28"	chr16	-	370484	370509	370498	370509	369930	370225
2508	"ENSG00000135124.14"	"P2RX4"	chr12	+	121222946	121223043	121222946	121222962	121228532	121228613
2509	"ENSG00000129071.9"	"MBD4"	chr3	-	129436442	129437308	129436460	129437308	129434061	129434136
2510	"ENSG00000129071.9"	"MBD4"	chr3	-	129437719	129437950	129437807	129437950	129434061	129434136
2511	"ENSG00000143702.15"	"CEP170"	chr1	-	243185778	243186422	243186258	243186422	243172696	243172846
2512	"ENSG00000143702.15"	"CEP170"	chr1	-	243142285	243142463	243142315	243142463	243139936	243140107
2513	"ENSG00000143702.15"	"CEP170"	chr1	-	243142315	243142463	243142366	243142463	243139936	243140107
2514	"ENSG00000143702.15"	"CEP170"	chr1	-	243142285	243142463	243142366	243142463	243139936	243140107
2515	"ENSG00000147168.12"	"IL2RG"	chrX	-	71110155	71110688	71110503	71110688	71109227	71109390
2516	"ENSG00000124067.16"	"SLC12A4"	chr16	-	67962243	67963559	67963464	67963559	67961574	67961706
2517	"ENSG00000124067.16"	"SLC12A4"	chr16	-	67963436	67963559	67963464	67963559	67961574	67961706
2518	"ENSG00000124067.16"	"SLC12A4"	chr16	-	67962243	67963559	67963436	67963559	67961574	67961706
2519	"ENSG00000110851.11"	"PRDM4"	chr12	-	107751414	107752209	107751646	107752209	107746274	107746424
2520	"ENSG00000139620.12"	"KANSL2"	chr12	-	48660365	48660619	48660467	48660619	48654940	48655060
2521	"ENSG00000139620.12"	"KANSL2"	chr12	-	48681381	48681641	48681570	48681641	48679654	48679833
2522	"ENSG00000175215.10"	"CTDSP2"	chr12	-	57827533	57827590	57827551	57827590	57826995	57827097
2523	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198853	120199000	120198894	120199000	120198553	120198739
2524	"ENSG00000089157.15"	"RPLP0"	chr12	-	120200718	120200831	120200729	120200831	120199309	120199485
2525	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198853	120199000	120198894	120199000	120198553	120198770
2526	"ENSG00000228309.6"	"LINC01350"	chr1	-	185563167	185563328	185563238	185563328	185558371	185558675
2527	"ENSG00000083857.13"	"FAT1"	chr4	-	186628144	186628364	186628153	186628364	186617707	186621775
2528	"ENSG00000083857.13"	"FAT1"	chr4	-	186596539	186597171	186597033	186597171	186595688	186595826
2529	"ENSG00000145703.15"	"IQGAP2"	chr5	+	76609094	76609230	76609094	76609179	76611019	76611183
2530	"ENSG00000162493.16"	"PDPN"	chr1	+	13614299	13614411	13614299	13614405	13615904	13617957
2531	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148206494	148206633	148206601	148206633	148205623	148205692
2532	"ENSG00000186522.14"	"SEPT10"	chr2	-	109593046	109593119	109593050	109593119	109567814	109567976
2533	"ENSG00000129187.14"	"DCTD"	chr4	-	182916285	182916539	182916418	182916539	182915880	182915888
2534	"ENSG00000085276.17"	"MECOM"	chr3	-	169145317	169146288	169146225	169146288	169144996	169145058
2535	"ENSG00000085276.17"	"MECOM"	chr3	-	169145317	169146288	169145753	169146288	169144996	169145058
2536	"ENSG00000085276.17"	"MECOM"	chr3	-	169145753	169146288	169146225	169146288	169144996	169145058
2537	"ENSG00000167785.8"	"ZNF558"	chr19	-	8821441	8822091	8822002	8822091	8821179	8821306
2538	"ENSG00000143226.13"	"FCGR2A"	chr1	+	161506336	161506707	161506336	161506591	161509819	161510074
2539	"ENSG00000243478.8"	"AOX2P"	chr2	+	200744223	200744409	200744223	200744408	200745721	200745911
2540	"ENSG00000160593.17"	"JAML"	chr11	-	118205881	118205991	118205914	118205991	118203427	118203665
2541	"ENSG00000160593.17"	"JAML"	chr11	-	118197967	118198091	118197997	118198091	118196734	118196821
2542	"ENSG00000185842.14"	"DNAH14"	chr1	+	225051450	225051795	225051450	225051684	225079206	225079548
2543	"ENSG00000185842.14"	"DNAH14"	chr1	+	224967430	224967583	224967430	224967514	224968758	224968874
2544	"ENSG00000106052.13"	"TAX1BP1"	chr7	+	27816348	27816520	27816348	27816394	27816889	27817038
2545	"ENSG00000167555.13"	"ZNF528"	chr19	+	52397867	52397904	52397867	52397900	52398366	52398619
2546	"ENSG00000142675.17"	"CNKSR1"	chr1	+	26183345	26183435	26183345	26183414	26183728	26183830
2547	"ENSG00000145241.10"	"CENPC"	chr4	-	67492750	67492997	67492868	67492997	67492179	67492275
2548	"ENSG00000103313.12"	"MEFV"	chr16	-	3244135	3244286	3244253	3244286	3243859	3243892
2549	"ENSG00000151623.14"	"NR3C2"	chr4	-	148259965	148260117	148259977	148260117	148194745	148194862
2550	"ENSG00000161970.12"	"RPL26"	chr17	-	8382774	8383193	8383156	8383193	8382142	8382315
2551	"ENSG00000006071.12"	"ABCC8"	chr11	-	17461582	17461825	17461585	17461825	17460487	17460676
2552	"ENSG00000136051.13"	"KIAA1033"	chr12	+	105133769	105133899	105133769	105133896	105137885	105138011
2553	"ENSG00000119782.13"	"FKBP1B"	chr2	+	24053901	24054616	24053901	24053949	24060813	24060926
2554	"ENSG00000169668.11"	"BCRP2"	chr22	+	21115928	21116068	21115928	21116001	21117123	21117258
2555	"ENSG00000215375.6"	"MYL5"	chr4	+	678957	679173	678957	679033	679913	680018
2556	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2823394	2823573	2823394	2823569	2824612	2824730
2557	"ENSG00000215041.9"	"NEURL4"	chr17	-	7324798	7324980	7324910	7324980	7324394	7324480
2558	"ENSG00000215041.9"	"NEURL4"	chr17	-	7322947	7323123	7322953	7323123	7322734	7322866
2559	"ENSG00000115514.11"	"TXNDC9"	chr2	-	99332983	99333242	99333021	99333242	99327534	99327653
2560	"ENSG00000125629.14"	"INSIG2"	chr2	+	118096418	118096800	118096418	118096426	118103196	118103321
2561	"ENSG00000141456.14"	"PELP1"	chr17	-	4676356	4676507	4676500	4676507	4676035	4676162
2562	"ENSG00000135698.9"	"MPHOSPH6"	chr16	-	82164081	82164194	82164114	82164194	82151423	82151514
2563	"ENSG00000127022.14"	"CANX"	chr5	+	179698905	179699102	179698905	179699049	179705678	179705852
2564	"ENSG00000132906.17"	"CASP9"	chr1	-	15518109	15518395	15518249	15518395	15507872	15507907
2565	"ENSG00000177683.13"	"THAP5"	chr7	-	108565829	108566022	108565951	108566022	108564992	108565105
2566	"ENSG00000117448.13"	"AKR1A1"	chr1	+	45568926	45569006	45568926	45568999	45569142	45569229
2567	"ENSG00000230153.5"	"AF003626.1"	chrX	+	150919768	150919940	150919768	150919936	150920785	150920938
2568	"ENSG00000073670.13"	"ADAM11"	chr17	+	44772398	44772466	44772398	44772462	44772856	44772931
2569	"ENSG00000078124.11"	"ACER3"	chr11	+	76868119	76868267	76868119	76868156	76926556	76926667
2570	"ENSG00000141027.20"	"NCOR1"	chr17	-	16061400	16061894	16061757	16061894	16058470	16058599
2571	"ENSG00000141027.20"	"NCOR1"	chr17	-	16046950	16047093	16046989	16047093	16040440	16040494
2572	"ENSG00000166348.18"	"USP54"	chr10	-	73505307	73505426	73505322	73505426	73504849	73504990
2573	"ENSG00000245680.9"	"ZNF585B"	chr19	-	37210440	37210549	37210458	37210549	37207039	37207254
2574	"ENSG00000232119.7"	"MCTS1"	chrX	+	120608224	120608463	120608224	120608358	120611010	120611078
2575	"ENSG00000166971.16"	"AKTIP"	chr16	-	53502699	53503206	53503146	53503206	53500217	53500329
2576	"ENSG00000197157.10"	"SND1"	chr7	+	128089488	128089825	128089488	128089692	128091836	128091881
2577	"ENSG00000131196.17"	"NFATC1"	chr18	+	79486247	79486937	79486247	79486630	79527527	79529323
2578	"ENSG00000131196.17"	"NFATC1"	chr18	+	79450953	79451126	79450953	79451041	79451675	79451816
2579	"ENSG00000106348.16"	"IMPDH1"	chr7	-	128400816	128400891	128400831	128400891	128400332	128400539
2580	"ENSG00000057935.13"	"MTA3"	chr2	+	42708873	42709096	42708873	42709014	42718987	42719074
2581	"ENSG00000126524.9"	"SBDS"	chr7	-	66994211	66994341	66994219	66994341	66993216	66993417
2582	"ENSG00000173598.13"	"NUDT4"	chr12	+	93378577	93378790	93378577	93378693	93394608	93394719
2583	"ENSG00000116044.15"	"NFE2L2"	chr2	-	177263402	177263800	177263528	177263800	177234004	177234271
2584	"ENSG00000125630.15"	"POLR1B"	chr2	+	112564365	112564499	112564365	112564404	112567966	112568137
2585	"ENSG00000105771.13"	"SMG9"	chr19	-	43754541	43754634	43754563	43754634	43750591	43750747
2586	"ENSG00000105771.13"	"SMG9"	chr19	-	43739672	43740218	43740106	43740218	43738121	43738217
2587	"ENSG00000169251.12"	"NMD3"	chr3	+	161224929	161225064	161224929	161225018	161227246	161227343
2588	"ENSG00000164941.13"	"INTS8"	chr8	+	94866311	94866353	94866311	94866351	94867139	94867196
2589	"ENSG00000164941.13"	"INTS8"	chr8	+	94865505	94865700	94865505	94865690	94866157	94866191
2590	"ENSG00000167103.11"	"PIP5KL1"	chr9	-	127925866	127925979	127925957	127925979	127925106	127925260
2591	"ENSG00000170852.10"	"KBTBD2"	chr7	-	32879434	32879942	32879700	32879942	32874991	32875157
2592	"ENSG00000115806.12"	"GORASP2"	chr2	+	170948349	170948430	170948349	170948380	170949538	170949742
2593	"ENSG00000120896.13"	"SORBS3"	chr8	+	22561334	22561536	22561334	22561373	22561864	22561931
2594	"ENSG00000111319.12"	"SCNN1A"	chr12	-	6362050	6362241	6362067	6362241	6355776	6355880
2595	"ENSG00000004975.11"	"DVL2"	chr17	-	7230045	7230155	7230057	7230155	7229807	7229943
2596	"ENSG00000100568.10"	"VTI1B"	chr14	-	67656411	67656589	67656415	67656589	67653436	67653498
2597	"ENSG00000003756.16"	"RBM5"	chr3	+	50088953	50089057	50088953	50089029	50090381	50090451
2598	"ENSG00000003756.16"	"RBM5"	chr3	+	50093719	50093875	50093719	50093783	50099981	50100051
2599	"ENSG00000268043.7"	"NBPF12"	chr1	+	146959970	146960011	146959970	146960006	146960108	146960318
2600	"ENSG00000120899.17"	"PTK2B"	chr8	+	27433434	27433552	27433434	27433513	27434092	27434132
2601	"ENSG00000168538.15"	"TRAPPC11"	chr4	+	183674712	183674870	183674712	183674812	183675163	183675237
2602	"ENSG00000029534.19"	"ANK1"	chr8	-	41661800	41661941	41661875	41661941	41655300	41655753
2603	"ENSG00000168994.13"	"PXDC1"	chr6	-	3738056	3738148	3738061	3738148	3737078	3737196
2604	"ENSG00000164144.15"	"ARFIP1"	chr4	+	152779936	152780226	152779936	152780091	152829624	152829726
2605	"ENSG00000159409.14"	"CELF3"	chr1	-	151707144	151707648	151707506	151707648	151706668	151706734
2606	"ENSG00000159409.14"	"CELF3"	chr1	-	151715618	151715981	151715875	151715981	151714593	151714676
2607	"ENSG00000007038.10"	"PRSS21"	chr16	+	2820954	2821109	2820954	2821067	2821365	2821719
2608	"ENSG00000158488.15"	"CD1E"	chr1	+	158355826	158356105	158355826	158356001	158356497	158356591
2609	"ENSG00000158488.15"	"CD1E"	chr1	+	158355826	158356001	158355826	158355940	158356497	158356591
2610	"ENSG00000158488.15"	"CD1E"	chr1	+	158355826	158356105	158355826	158355940	158356497	158356591
2611	"ENSG00000183426.16"	"NPIPA1"	chr16	+	14948929	14949936	14948929	14949037	14950049	14950110
2612	"ENSG00000183426.16"	"NPIPA1"	chr16	+	14929250	14930031	14929250	14929421	14930165	14930322
2613	"ENSG00000127314.17"	"RAP1B"	chr12	+	68610928	68611056	68610928	68611043	68648698	68648781
2614	"ENSG00000127314.17"	"RAP1B"	chr12	+	68610928	68611056	68610928	68611052	68648698	68648781
2615	"ENSG00000127314.17"	"RAP1B"	chr12	+	68610928	68611052	68610928	68611043	68648698	68648781
2616	"ENSG00000105819.13"	"PMPCB"	chr7	+	103299442	103299533	103299442	103299529	103300177	103300307
2617	"ENSG00000105819.13"	"PMPCB"	chr7	+	103297455	103297953	103297455	103297558	103298567	103298708
2618	"ENSG00000149547.14"	"EI24"	chr11	+	125569457	125569573	125569457	125569514	125572457	125572569
2619	"ENSG00000061273.17"	"HDAC7"	chr12	-	47796206	47796298	47796214	47796298	47795586	47795767
2620	"ENSG00000061273.17"	"HDAC7"	chr12	-	47785710	47785885	47785751	47785885	47785386	47785471
2621	"ENSG00000099250.17"	"NRP1"	chr10	-	33202890	33202995	33202911	33202995	33197649	33197709
2622	"ENSG00000175203.15"	"DCTN2"	chr12	-	57532732	57532810	57532783	57532810	57532571	57532643
2623	"ENSG00000175203.15"	"DCTN2"	chr12	-	57538482	57538524	57538518	57538524	57535748	57535845
2624	"ENSG00000139182.13"	"CLSTN3"	chr12	+	7157488	7157746	7157488	7157691	7157940	7158945
2625	"ENSG00000185347.17"	"C14orf80"	chr14	+	105491621	105491700	105491621	105491683	105492147	105492309
2626	"ENSG00000185347.17"	"C14orf80"	chr14	+	105490980	105491132	105490980	105491126	105491621	105491700
2627	"ENSG00000134940.13"	"ACRV1"	chr11	-	125677796	125678297	125677853	125678297	125676358	125676478
2628	"ENSG00000164180.13"	"TMEM161B"	chr5	-	88205800	88205954	88205813	88205954	88202961	88203075
2629	"ENSG00000164180.13"	"TMEM161B"	chr5	-	88268720	88268848	88268787	88268848	88228444	88228528
2630	"ENSG00000157796.17"	"WDR19"	chr4	+	39232161	39232308	39232161	39232272	39234765	39234875
