ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3287	"ENSG00000238105.7"	"GOLGA2P5"	chr12	-	100157164	100157739	100157164	100157445	100157527	100157739
3288	"ENSG00000099992.15"	"TBC1D10A"	chr22	-	30293650	30294110	30293650	30293805	30293920	30294110
3289	"ENSG00000237435.9"	"RP11-147C23.1"	chr1	+	95992025	95992509	95992025	95992238	95992402	95992509
3290	"ENSG00000237435.9"	"RP11-147C23.1"	chr1	+	95992025	95992509	95992025	95992122	95992402	95992509
3291	"ENSG00000126522.16"	"ASL"	chr7	+	66089090	66089335	66089090	66089175	66089275	66089335
3292	"ENSG00000183549.10"	"ACSM5"	chr16	+	20437051	20437367	20437051	20437179	20437267	20437367
3293	"ENSG00000179636.14"	"TPPP2"	chr14	+	21030512	21031165	21030512	21030754	21031011	21031165
3294	"ENSG00000198818.9"	"SFT2D1"	chr6	-	166322856	166324595	166322856	166322886	166324536	166324595
3295	"ENSG00000217455.8"	"AC091801.1"	chr7	-	3158137	3158571	3158137	3158255	3158490	3158571
3296	"ENSG00000161179.13"	"YDJC"	chr22	-	21629009	21629407	21629009	21629187	21629307	21629407
3297	"ENSG00000161179.13"	"YDJC"	chr22	-	21629307	21629761	21629307	21629407	21629542	21629761
3298	"ENSG00000161179.13"	"YDJC"	chr22	-	21629307	21629761	21629307	21629407	21629601	21629761
3299	"ENSG00000143494.15"	"VASH2"	chr1	+	212951338	212951818	212951338	212951396	212951634	212951818
3300	"ENSG00000143494.15"	"VASH2"	chr1	+	212951338	212951818	212951338	212951392	212951588	212951818
3301	"ENSG00000110011.13"	"DNAJC4"	chr11	+	64233893	64234281	64233893	64233980	64234072	64234281
3302	"ENSG00000234745.9"	"HLA-B"	chr6	-	31356166	31356957	31356166	31356442	31356687	31356957
3303	"ENSG00000104763.18"	"ASAH1"	chr8	-	18056834	18057623	18056834	18057331	18057430	18057623
3304	"ENSG00000104763.18"	"ASAH1"	chr8	-	18064456	18067298	18064456	18064531	18067219	18067298
3305	"ENSG00000104763.18"	"ASAH1"	chr8	-	18064456	18067298	18064456	18064531	18067249	18067298
3306	"ENSG00000104763.18"	"ASAH1"	chr8	-	18064456	18067298	18064456	18064474	18067219	18067298
3307	"ENSG00000104763.18"	"ASAH1"	chr8	-	18064456	18067298	18064456	18064471	18067219	18067298
3308	"ENSG00000104763.18"	"ASAH1"	chr8	-	18064456	18067298	18064456	18064468	18067219	18067298
3309	"ENSG00000124920.13"	"MYRF"	chr11	+	61778828	61779570	61778828	61779423	61779497	61779570
3310	"ENSG00000170364.12"	"SETMAR"	chr3	+	4312897	4313761	4312897	4313229	4313666	4313761
3311	"ENSG00000170364.12"	"SETMAR"	chr3	+	4312897	4313761	4312897	4313229	4313646	4313761
3312	"ENSG00000163781.12"	"TOPBP1"	chr3	-	133598174	133598630	133598174	133598462	133598555	133598630
3313	"ENSG00000143450.15"	"OAZ3"	chr1	+	151767162	151767299	151767162	151767205	151767206	151767299
3314	"ENSG00000143450.15"	"OAZ3"	chr1	+	151767162	151767299	151767162	151767223	151767224	151767299
3315	"ENSG00000261697.5"	"RP11-178L8.5"	chr16	-	87291683	87292438	87291683	87291737	87292367	87292438
3316	"ENSG00000167851.13"	"CD300A"	chr17	+	74481288	74481833	74481288	74481326	74481725	74481833
3317	"ENSG00000182983.14"	"ZNF662"	chr3	+	42908021	42908909	42908021	42908148	42908792	42908909
3318	"ENSG00000182983.14"	"ZNF662"	chr3	+	42908021	42908909	42908021	42908148	42908795	42908909
3319	"ENSG00000153292.15"	"ADGRF1"	chr6	-	47012006	47014844	47012006	47012195	47014680	47014844
3320	"ENSG00000115677.16"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269205	241269295
3321	"ENSG00000115677.16"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269200	241269295
3322	"ENSG00000115677.16"	"HDLBP"	chr2	-	241235120	241235594	241235120	241235275	241235489	241235594
3323	"ENSG00000115677.16"	"HDLBP"	chr2	-	241235120	241235594	241235120	241235255	241235489	241235594
3324	"ENSG00000138002.14"	"IFT172"	chr2	-	27476640	27477320	27476640	27476726	27477216	27477320
3325	"ENSG00000138002.14"	"IFT172"	chr2	-	27457840	27458223	27457840	27457976	27458125	27458223
3326	"ENSG00000165792.17"	"METTL17"	chr14	+	20994793	20995233	20994793	20994901	20995164	20995233
3327	"ENSG00000165792.17"	"METTL17"	chr14	+	20993117	20994063	20993117	20993191	20993968	20994063
3328	"ENSG00000165792.17"	"METTL17"	chr14	+	20995900	20996292	20995900	20995951	20996208	20996292
3329	"ENSG00000165792.17"	"METTL17"	chr14	+	20990229	20990598	20990229	20990383	20990463	20990598
3330	"ENSG00000179577.3"	"KB-1552D7.2"	chr8	-	104419511	104421500	104419511	104420711	104420712	104421500
3331	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34648171	34647088	34647258	34648047	34648171
3332	"ENSG00000213930.11"	"GALT"	chr9	+	34648333	34648894	34648333	34648456	34648761	34648894
3333	"ENSG00000213930.11"	"GALT"	chr9	+	34648761	34649081	34648761	34648894	34648997	34649081
3334	"ENSG00000213930.11"	"GALT"	chr9	+	34647491	34647961	34647491	34647705	34647831	34647961
3335	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34647567	34647088	34647258	34647491	34647567
3336	"ENSG00000213930.11"	"GALT"	chr9	+	34647491	34647705	34647491	34647567	34647656	34647705
3337	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34647567	34647088	34647258	34647474	34647567
3338	"ENSG00000213930.11"	"GALT"	chr9	+	34648761	34649081	34648761	34648907	34648997	34649081
3339	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34648171	34647088	34647961	34648114	34648171
3340	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34647567	34647088	34647258	34647540	34647567
3341	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34647961	34647088	34647258	34647831	34647961
3342	"ENSG00000213930.11"	"GALT"	chr9	+	34647088	34648171	34647088	34647258	34648114	34648171
3343	"ENSG00000165959.11"	"CLMN"	chr14	-	95193848	95194596	95193848	95193919	95194535	95194596
3344	"ENSG00000165959.11"	"CLMN"	chr14	-	95193848	95194596	95193848	95193919	95194214	95194596
3345	"ENSG00000186517.13"	"ARHGAP30"	chr1	-	161052285	161052543	161052285	161052363	161052439	161052543
3346	"ENSG00000186517.13"	"ARHGAP30"	chr1	-	161052625	161053385	161052625	161052797	161053257	161053385
3347	"ENSG00000186517.13"	"ARHGAP30"	chr1	-	161046947	161049334	161046947	161048355	161048988	161049334
3348	"ENSG00000106948.16"	"AKNA"	chr9	-	114343707	114346009	114343707	114343803	114345862	114346009
3349	"ENSG00000147687.17"	"TATDN1"	chr8	-	124493832	124495542	124493832	124493959	124495471	124495542
3350	"ENSG00000114455.13"	"HHLA2"	chr3	+	108376492	108378285	108376492	108376557	108377257	108378285
3351	"ENSG00000141279.15"	"NPEPPS"	chr17	+	47579389	47582849	47579389	47579455	47582741	47582849
3352	"ENSG00000141279.15"	"NPEPPS"	chr17	+	47579389	47582849	47579389	47579511	47582741	47582849
3353	"ENSG00000100121.12"	"GGTLC2"	chr22	+	22646982	22647290	22646982	22647095	22647176	22647290
3354	"ENSG00000100121.12"	"GGTLC2"	chr22	+	22646982	22647290	22646982	22647038	22647140	22647290
3355	"ENSG00000038532.14"	"CLEC16A"	chr16	+	11039753	11042363	11039753	11039876	11042253	11042363
3356	"ENSG00000135253.13"	"KCP"	chr7	-	128878557	128879623	128878557	128878722	128879521	128879623
3357	"ENSG00000135253.13"	"KCP"	chr7	-	128893805	128894055	128893805	128893899	128893975	128894055
3358	"ENSG00000178467.17"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005046	49005776	49005867
3359	"ENSG00000178467.17"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005170	49005717	49005867
3360	"ENSG00000183963.18"	"SMTN"	chr22	+	31099061	31099896	31099061	31099179	31099744	31099896
3361	"ENSG00000183963.18"	"SMTN"	chr22	+	31096997	31097338	31096997	31097060	31097268	31097338
3362	"ENSG00000183963.18"	"SMTN"	chr22	+	31080449	31080754	31080449	31080569	31080675	31080754
3363	"ENSG00000205250.8"	"E2F4"	chr16	+	67192760	67193170	67192760	67192870	67193008	67193170
3364	"ENSG00000205250.8"	"E2F4"	chr16	+	67192760	67193170	67192760	67192824	67193008	67193170
3365	"ENSG00000117410.13"	"ATP6V0B"	chr1	+	43976301	43976659	43976301	43976379	43976589	43976659
3366	"ENSG00000117410.13"	"ATP6V0B"	chr1	+	43977025	43978295	43977025	43977216	43977980	43978295
3367	"ENSG00000132017.10"	"DCAF15"	chr19	+	13960286	13960580	13960286	13960391	13960464	13960580
3368	"ENSG00000140521.12"	"POLG"	chr15	-	89320765	89321260	89320765	89321012	89321124	89321260
3369	"ENSG00000166946.13"	"CCNDBP1"	chr15	+	43194080	43194461	43194080	43194137	43194414	43194461
3370	"ENSG00000166946.13"	"CCNDBP1"	chr15	+	43185819	43186233	43185819	43185879	43186153	43186233
3371	"ENSG00000130158.13"	"DOCK6"	chr19	-	11202393	11202715	11202393	11202483	11202583	11202715
3372	"ENSG00000141503.15"	"MINK1"	chr17	+	4889646	4890735	4889646	4889763	4890516	4890735
3373	"ENSG00000141503.15"	"MINK1"	chr17	+	4889646	4890735	4889646	4889763	4890221	4890735
3374	"ENSG00000184110.14"	"EIF3C"	chr16	+	28734519	28734843	28734519	28734679	28734777	28734843
3375	"ENSG00000138709.17"	"LARP1B"	chr4	+	128107138	128108901	128107138	128107313	128107882	128108901
3376	"ENSG00000204305.13"	"AGER"	chr6	-	32183880	32184246	32183880	32183987	32184170	32184246
3377	"ENSG00000197375.12"	"SLC22A5"	chr5	+	132378377	132384301	132378377	132378481	132384146	132384301
3378	"ENSG00000185684.12"	"EP400NL"	chr12	+	132103996	132105304	132103996	132104170	132104374	132105304
3379	"ENSG00000185684.12"	"EP400NL"	chr12	+	132103996	132105304	132103996	132104170	132104377	132105304
3380	"ENSG00000185684.12"	"EP400NL"	chr12	+	132103996	132105304	132103996	132104170	132104566	132105304
3381	"ENSG00000165802.20"	"NSMF"	chr9	-	137452735	137453820	137452735	137453180	137453730	137453820
3382	"ENSG00000165802.20"	"NSMF"	chr9	-	137452735	137453180	137452735	137452819	137453055	137453180
3383	"ENSG00000165802.20"	"NSMF"	chr9	-	137448224	137449491	137448224	137448286	137449390	137449491
3384	"ENSG00000198270.12"	"TMEM116"	chr12	-	111933885	111936830	111933885	111934030	111936741	111936830
3385	"ENSG00000198270.12"	"TMEM116"	chr12	-	111933885	111936830	111933885	111934030	111936691	111936830
3386	"ENSG00000175727.13"	"MLXIP"	chr12	+	122135488	122137590	122135488	122135666	122137468	122137590
3387	"ENSG00000157445.14"	"CACNA2D3"	chr3	+	55073444	55073859	55073444	55073557	55073776	55073859
3388	"ENSG00000157445.14"	"CACNA2D3"	chr3	+	55073444	55073859	55073444	55073559	55073778	55073859
3389	"ENSG00000140465.13"	"CYP1A1"	chr15	-	74722272	74723123	74722272	74722341	74722534	74723123
3390	"ENSG00000140465.13"	"CYP1A1"	chr15	-	74720719	74721053	74720719	74720774	74720966	74721053
3391	"ENSG00000171680.20"	"PLEKHG5"	chr1	-	6467824	6468586	6467824	6467898	6468098	6468586
3392	"ENSG00000171680.20"	"PLEKHG5"	chr1	-	6474450	6475138	6474450	6474587	6475046	6475138
3393	"ENSG00000169908.11"	"TM4SF1"	chr3	-	149375442	149375769	149375442	149375588	149375679	149375769
3394	"ENSG00000168701.18"	"TMEM208"	chr16	+	67228796	67229278	67228796	67228836	67228975	67229278
3395	"ENSG00000168701.18"	"TMEM208"	chr16	+	67228494	67228881	67228494	67228631	67228796	67228881
3396	"ENSG00000168701.18"	"TMEM208"	chr16	+	67228796	67229278	67228796	67228881	67228975	67229278
3397	"ENSG00000168701.18"	"TMEM208"	chr16	+	67228494	67228881	67228494	67228657	67228796	67228881
3398	"ENSG00000036257.12"	"CUL3"	chr2	-	224503651	224503822	224503651	224503672	224503674	224503822
3399	"ENSG00000140829.11"	"DHX38"	chr16	+	72098926	72099280	72098926	72099045	72099203	72099280
3400	"ENSG00000117632.21"	"STMN1"	chr1	-	25901490	25903813	25901490	25901682	25903640	25903813
3401	"ENSG00000241322.9"	"CDRT1"	chr17	-	15613614	15614033	15613614	15613742	15613832	15614033
3402	"ENSG00000269858.5"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807483	40807551
3403	"ENSG00000269858.5"	"EGLN2"	chr19	+	40807808	40808432	40807808	40807913	40808160	40808432
3404	"ENSG00000115204.14"	"MPV17"	chr2	-	27312213	27312589	27312213	27312246	27312493	27312589
3405	"ENSG00000112769.18"	"LAMA4"	chr6	-	112253955	112254538	112253955	112254291	112254401	112254538
3406	"ENSG00000213780.10"	"GTF2H4"	chr6	+	30911683	30912146	30911683	30911767	30912013	30912146
3407	"ENSG00000213780.10"	"GTF2H4"	chr6	+	30913109	30913387	30913109	30913157	30913308	30913387
3408	"ENSG00000121440.14"	"PDZRN3"	chr3	-	73382432	73384930	73382432	73383805	73384648	73384930
3409	"ENSG00000157625.15"	"TAB3"	chrX	-	30842965	30846644	30842965	30843049	30846550	30846644
3410	"ENSG00000120251.18"	"GRIA2"	chr4	+	157334009	157335877	157334009	157334120	157335670	157335877
3411	"ENSG00000099849.14"	"RASSF7"	chr11	+	563188	563478	563188	563317	563395	563478
3412	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56180976	56181597	56180976	56181101	56181481	56181597
3413	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56178403	56178847	56178403	56178534	56178809	56178847
3414	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56164302	56164731	56164302	56164368	56164647	56164731
3415	"ENSG00000087088.19"	"BAX"	chr19	+	48960809	48961798	48960809	48960914	48961531	48961798
3416	"ENSG00000087088.19"	"BAX"	chr19	+	48955686	48955833	48955686	48955713	48955714	48955833
3417	"ENSG00000087088.19"	"BAX"	chr19	+	48955547	48955833	48955547	48955599	48955686	48955833
3418	"ENSG00000122515.14"	"ZMIZ2"	chr7	+	44761448	44761905	44761448	44761593	44761694	44761905
3419	"ENSG00000197653.15"	"DNAH10"	chr12	+	123929663	123930573	123929663	123929759	123930401	123930573
3420	"ENSG00000179532.12"	"DNHD1"	chr11	+	6570008	6570396	6570008	6570100	6570246	6570396
3421	"ENSG00000179532.12"	"DNHD1"	chr11	+	6556682	6558693	6556682	6558297	6558484	6558693
3422	"ENSG00000179532.12"	"DNHD1"	chr11	+	6497584	6498961	6497584	6497667	6497770	6498961
3423	"ENSG00000179532.12"	"DNHD1"	chr11	+	6497584	6498961	6497584	6497667	6498722	6498961
3424	"ENSG00000179532.12"	"DNHD1"	chr11	+	6547862	6548402	6547862	6548040	6548209	6548402
3425	"ENSG00000179532.12"	"DNHD1"	chr11	+	6570008	6571423	6570008	6570396	6570617	6571423
3426	"ENSG00000179532.12"	"DNHD1"	chr11	+	6570008	6572027	6570008	6571423	6571635	6572027
3427	"ENSG00000248712.7"	"CCDC153"	chr11	-	119193150	119193885	119193150	119193243	119193765	119193885
3428	"ENSG00000126550.8"	"HTN1"	chr4	+	70055497	70058845	70055497	70055602	70058579	70058845
3429	"ENSG00000126550.8"	"HTN1"	chr4	+	70054321	70054450	70054321	70054342	70054420	70054450
3430	"ENSG00000124496.12"	"TRERF1"	chr6	-	42268153	42269848	42268153	42269251	42269498	42269848
3431	"ENSG00000070761.7"	"CFAP20"	chr16	-	58114809	58115457	58114809	58114920	58115268	58115457
3432	"ENSG00000175455.14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115
3433	"ENSG00000175455.14"	"CCDC14"	chr3	-	123956354	123956795	123956354	123956427	123956739	123956795
3434	"ENSG00000095059.15"	"DHPS"	chr19	-	12679456	12679719	12679456	12679543	12679622	12679719
3435	"ENSG00000103507.13"	"BCKDK"	chr16	+	31110400	31111219	31110400	31110499	31111090	31111219
3436	"ENSG00000103507.13"	"BCKDK"	chr16	+	31109672	31110124	31109672	31109783	31110103	31110124
3437	"ENSG00000103507.13"	"BCKDK"	chr16	+	31109672	31110124	31109672	31109783	31110076	31110124
3438	"ENSG00000103507.13"	"BCKDK"	chr16	+	31111868	31112567	31111868	31112027	31112120	31112567
3439	"ENSG00000130508.10"	"PXDN"	chr2	-	1663604	1665074	1663604	1663763	1664957	1665074
3440	"ENSG00000107679.14"	"PLEKHA1"	chr10	+	122417899	122424263	122417899	122417968	122424198	122424263
3441	"ENSG00000072694.20"	"FCGR2B"	chr1	+	161671391	161673229	161671391	161671649	161672974	161673229
3442	"ENSG00000072694.20"	"FCGR2B"	chr1	+	161673959	161677365	161673959	161674073	161677327	161677365
3443	"ENSG00000219926.10"	"RP11-394A14.2"	chr13	-	63839748	63841623	63839748	63839824	63841522	63841623
3444	"ENSG00000148337.20"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179243	128179415
3445	"ENSG00000148337.20"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179072	128179415
3446	"ENSG00000148337.20"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128178988	128179415
3447	"ENSG00000110697.12"	"PITPNM1"	chr11	-	67496177	67497436	67496177	67496348	67497230	67497436
3448	"ENSG00000110697.12"	"PITPNM1"	chr11	-	67496177	67497436	67496177	67496345	67497230	67497436
3449	"ENSG00000110697.12"	"PITPNM1"	chr11	-	67493687	67494070	67493687	67493837	67493921	67494070
3450	"ENSG00000144815.15"	"NXPE3"	chr3	+	101816794	101817001	101816794	101816904	101816905	101817001
3451	"ENSG00000154263.17"	"ABCA10"	chr17	-	69153304	69154009	69153304	69153399	69153830	69154009
3452	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88567857	88568153	88567857	88567916	88568038	88568153
3453	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609678	88609803
3454	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609714	88609803
3455	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609711	88609803
3456	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609726	88609803
3457	"ENSG00000241370.5"	"RPP21"	chr6	+	30345158	30345398	30345158	30345228	30345297	30345398
3458	"ENSG00000241370.5"	"RPP21"	chr6	+	30345297	30345573	30345297	30345398	30345466	30345573
3459	"ENSG00000241370.5"	"RPP21"	chr6	+	30345297	30345573	30345297	30345398	30345490	30345573
3460	"ENSG00000241370.5"	"RPP21"	chr6	+	30345297	30346557	30345297	30345398	30346431	30346557
3461	"ENSG00000241370.5"	"RPP21"	chr6	+	30345297	30346557	30345297	30345573	30346431	30346557
3462	"ENSG00000175766.11"	"EIF4E1B"	chr5	+	176643638	176644439	176643638	176643734	176644375	176644439
3463	"ENSG00000119760.15"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661388	27662178	27662281
3464	"ENSG00000119760.15"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661601	27662178	27662281
3465	"ENSG00000129353.14"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10634973	10635073
3466	"ENSG00000129353.14"	"SLC44A2"	chr19	+	10635162	10635515	10635162	10635255	10635430	10635515
3467	"ENSG00000125458.6"	"NT5C"	chr17	-	75130964	75131281	75130964	75131081	75131180	75131281
3468	"ENSG00000125458.6"	"NT5C"	chr17	-	75131044	75131281	75131044	75131105	75131180	75131281
3469	"ENSG00000132514.13"	"CLEC10A"	chr17	-	7074794	7075885	7074794	7075222	7075730	7075885
3470	"ENSG00000132274.15"	"TRIM22"	chr11	+	5698314	5698545	5698314	5698417	5698479	5698545
3471	"ENSG00000132274.15"	"TRIM22"	chr11	+	5697247	5698545	5697247	5697343	5698314	5698545
3472	"ENSG00000196497.15"	"IPO4"	chr14	-	24188343	24188638	24188343	24188423	24188551	24188638
3473	"ENSG00000196497.15"	"IPO4"	chr14	-	24188343	24188638	24188343	24188391	24188551	24188638
3474	"ENSG00000196497.15"	"IPO4"	chr14	-	24188551	24188797	24188551	24188638	24188718	24188797
3475	"ENSG00000196497.15"	"IPO4"	chr14	-	24188215	24188423	24188215	24188257	24188343	24188423
3476	"ENSG00000196497.15"	"IPO4"	chr14	-	24183455	24183667	24183455	24183513	24183589	24183667
3477	"ENSG00000139372.14"	"TDG"	chr12	+	103982798	103983389	103982798	103982934	103983294	103983389
3478	"ENSG00000163565.18"	"IFI16"	chr1	+	159051678	159053724	159051678	159052098	159053532	159053724
3479	"ENSG00000086015.20"	"MAST2"	chr1	+	46032595	46032718	46032595	46032701	46032704	46032718
3480	"ENSG00000086015.20"	"MAST2"	chr1	+	46032177	46032404	46032177	46032261	46032325	46032404
3481	"ENSG00000115275.11"	"MOGS"	chr2	-	74464895	74465410	74464895	74464987	74465313	74465410
3482	"ENSG00000039068.18"	"CDH1"	chr16	+	68813312	68813562	68813312	68813495	68813499	68813562
3483	"ENSG00000230006.7"	"ANKRD36BP2"	chr2	+	88804379	88804880	88804379	88804450	88804786	88804880
3484	"ENSG00000106330.11"	"MOSPD3"	chr7	+	100612729	100613269	100612729	100612996	100613193	100613269
3485	"ENSG00000177685.16"	"CRACR2B"	chr11	+	828229	828772	828229	828259	828574	828772
3486	"ENSG00000177685.16"	"CRACR2B"	chr11	+	830865	831295	830865	831032	831223	831295
3487	"ENSG00000177685.16"	"CRACR2B"	chr11	+	830620	831295	830620	830713	831223	831295
3488	"ENSG00000177685.16"	"CRACR2B"	chr11	+	830249	830713	830249	830337	830620	830713
3489	"ENSG00000188002.10"	"RP11-43F13.1"	chr5	-	1632643	1632906	1632643	1632751	1632844	1632906
3490	"ENSG00000188002.10"	"RP11-43F13.1"	chr5	-	1598919	1599827	1598919	1599269	1599626	1599827
3491	"ENSG00000145476.15"	"CYP4V2"	chr4	+	186201156	186205302	186201156	186201342	186205199	186205302
3492	"ENSG00000170515.13"	"PA2G4"	chr12	+	56106989	56107256	56106989	56107095	56107186	56107256
3493	"ENSG00000099338.22"	"CATSPERG"	chr19	+	38362375	38362832	38362375	38362574	38362713	38362832
3494	"ENSG00000243064.8"	"ABCC13"	chr21	+	14288403	14291747	14288403	14288546	14291569	14291747
3495	"ENSG00000243064.8"	"ABCC13"	chr21	+	14316200	14317635	14316200	14316368	14317472	14317635
3496	"ENSG00000143207.19"	"RFWD2"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479
3497	"ENSG00000053524.11"	"MCF2L2"	chr3	-	183224097	183228366	183224097	183224190	183228296	183228366
3498	"ENSG00000135974.9"	"C2orf49"	chr2	+	105342847	105343223	105342847	105342974	105343100	105343223
3499	"ENSG00000135749.18"	"PCNX2"	chr1	-	233217898	233218184	233217898	233217931	233218030	233218184
3500	"ENSG00000135749.18"	"PCNX2"	chr1	-	232984135	232986540	232984135	232984477	232986091	232986540
3501	"ENSG00000216490.3"	"IFI30"	chr19	+	18177139	18177764	18177139	18177292	18177710	18177764
3502	"ENSG00000160613.12"	"PCSK7"	chr11	-	117223207	117224216	117223207	117223308	117224077	117224216
3503	"ENSG00000144908.13"	"ALDH1L1"	chr3	-	126103572	126105925	126103572	126103846	126105725	126105925
3504	"ENSG00000103335.20"	"PIEZO1"	chr16	-	88715932	88716119	88715932	88715977	88716096	88716119
3505	"ENSG00000166800.9"	"LDHAL6A"	chr11	+	18476383	18476501	18476383	18476487	18476488	18476501
3506	"ENSG00000243989.8"	"ACY1"	chr3	+	51986604	51987453	51986604	51986661	51986987	51987453
3507	"ENSG00000243989.8"	"ACY1"	chr3	+	51986604	51987453	51986604	51986661	51987308	51987453
3508	"ENSG00000243989.8"	"ACY1"	chr3	+	51985851	51986331	51985851	51985946	51986254	51986331
3509	"ENSG00000214078.12"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632248	35632310	35632385
3510	"ENSG00000214078.12"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385
3511	"ENSG00000214078.12"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626566	35626803
3512	"ENSG00000214078.12"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626562	35626803
3513	"ENSG00000115875.18"	"SRSF7"	chr2	-	38748578	38749705	38748578	38748653	38749528	38749705
3514	"ENSG00000113494.16"	"PRLR"	chr5	-	35065088	35066102	35065088	35065376	35065948	35066102
3515	"ENSG00000111877.17"	"MCM9"	chr6	-	118910596	118913420	118910596	118911769	118913294	118913420
3516	"ENSG00000111877.17"	"MCM9"	chr6	-	118917560	118922086	118917560	118917761	118922004	118922086
3517	"ENSG00000100842.12"	"EFS"	chr14	-	23359316	23360039	23359316	23359694	23359922	23360039
3518	"ENSG00000105369.9"	"CD79A"	chr19	+	41878989	41879653	41878989	41879175	41879534	41879653
3519	"ENSG00000105369.9"	"CD79A"	chr19	+	41878989	41879653	41878989	41879289	41879534	41879653
3520	"ENSG00000172803.17"	"SNX32"	chr11	+	65849919	65850271	65849919	65850030	65850149	65850271
3521	"ENSG00000172803.17"	"SNX32"	chr11	+	65849919	65850554	65849919	65850271	65850430	65850554
3522	"ENSG00000213928.8"	"IRF9"	chr14	+	24164062	24164955	24164062	24164134	24164613	24164955
3523	"ENSG00000060138.12"	"YBX3"	chr12	-	10701959	10704148	10701959	10702134	10704050	10704148
3524	"ENSG00000060138.12"	"YBX3"	chr12	-	10701959	10704148	10701959	10702134	10704059	10704148
3525	"ENSG00000060138.12"	"YBX3"	chr12	-	10709907	10713333	10709907	10710114	10713210	10713333
3526	"ENSG00000160007.17"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675
3527	"ENSG00000156983.15"	"BRPF1"	chr3	+	9745572	9745930	9745572	9745709	9745811	9745930
3528	"ENSG00000163431.12"	"LMOD1"	chr1	-	201899236	201900751	201899236	201899428	201900337	201900751
3529	"ENSG00000091536.16"	"MYO15A"	chr17	+	18159274	18160017	18159274	18159347	18159934	18160017
3530	"ENSG00000177455.12"	"CD19"	chr16	+	28937454	28937680	28937454	28937523	28937623	28937680
3531	"ENSG00000177455.12"	"CD19"	chr16	+	28932345	28933114	28932345	28932612	28932910	28933114
3532	"ENSG00000180747.15"	"SMG1P3"	chr16	-	21455342	21455872	21455342	21455507	21455675	21455872
3533	"ENSG00000178921.13"	"PFAS"	chr17	+	8256266	8256648	8256266	8256407	8256523	8256648
3534	"ENSG00000160014.16"	"CALM3"	chr19	+	46608481	46608981	46608481	46608588	46608845	46608981
3535	"ENSG00000142910.15"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585876	31586709	31586755
3536	"ENSG00000142910.15"	"TINAGL1"	chr1	+	31583148	31583575	31583148	31583241	31583460	31583575
3537	"ENSG00000142910.15"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583575	31584677	31584801
3538	"ENSG00000142910.15"	"TINAGL1"	chr1	+	31584885	31585340	31584885	31585036	31585150	31585340
3539	"ENSG00000142910.15"	"TINAGL1"	chr1	+	31585439	31585876	31585439	31585485	31585752	31585876
3540	"ENSG00000100336.17"	"APOL4"	chr22	-	36201699	36202055	36201699	36201888	36201992	36202055
3541	"ENSG00000100336.17"	"APOL4"	chr22	-	36201699	36202055	36201699	36201841	36201992	36202055
3542	"ENSG00000100336.17"	"APOL4"	chr22	-	36201699	36202055	36201699	36201796	36201992	36202055
3543	"ENSG00000090659.17"	"CD209"	chr19	-	7747305	7747511	7747305	7747365	7747465	7747511
3544	"ENSG00000162413.16"	"KLHL21"	chr1	-	6590723	6595557	6590723	6593658	6595484	6595557
