ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
20045	"ENSG00000143612.18"	"C1orf43"	chr1	-	154213181	154213303	154212456	154212624	154213892	154213946
20046	"ENSG00000143612.18"	"C1orf43"	chr1	-	154213892	154213946	154212457	154212624	154214456	154214516
20047	"ENSG00000174640.12"	"SLCO2A1"	chr3	-	133998647	133998786	133979480	133979618	134029706	134029925
20048	"ENSG00000174640.12"	"SLCO2A1"	chr3	-	133954965	133955193	133953662	133953761	133973662	133973825
20049	"ENSG00000174640.12"	"SLCO2A1"	chr3	-	133947255	133947445	133945094	133945260	133948535	133948700
20050	"ENSG00000145703.15"	"IQGAP2"	chr5	+	76611019	76611183	76609094	76609230	76627409	76627500
20051	"ENSG00000145703.15"	"IQGAP2"	chr5	+	76677217	76677350	76674476	76674709	76683114	76683217
20052	"ENSG00000145703.15"	"IQGAP2"	chr5	+	76640932	76641103	76637033	76637176	76652749	76652833
20053	"ENSG00000145703.15"	"IQGAP2"	chr5	+	76628684	76628752	76627409	76627500	76631858	76632001
20054	"ENSG00000176049.15"	"JAKMIP2"	chr5	-	147601740	147601811	147588426	147591686	147612305	147612371
20055	"ENSG00000176049.15"	"JAKMIP2"	chr5	-	147636221	147636284	147632678	147632778	147636964	147637048
20056	"ENSG00000176049.15"	"JAKMIP2"	chr5	-	147650337	147650547	147648375	147648474	147660947	147661445
20057	"ENSG00000176049.15"	"JAKMIP2"	chr5	-	147671677	147671954	147660947	147661445	147782455	147782542
20058	"ENSG00000176049.15"	"JAKMIP2"	chr5	-	147640703	147640823	147639631	147639760	147641707	147641764
20059	"ENSG00000141258.12"	"SGSM2"	chr17	+	2362837	2362905	2362108	2362270	2362988	2363134
20060	"ENSG00000141258.12"	"SGSM2"	chr17	+	2367270	2367405	2365214	2365341	2371261	2371415
20061	"ENSG00000141258.12"	"SGSM2"	chr17	+	2343544	2343620	2337511	2337745	2361636	2361799
20062	"ENSG00000141258.12"	"SGSM2"	chr17	+	2379431	2379493	2379167	2379203	2380264	2380810
20063	"ENSG00000213373.7"	"LINC00671"	chr17	-	42895376	42895493	42894565	42894634	42898632	42898704
20064	"ENSG00000213373.7"	"LINC00671"	chr17	-	42897686	42897918	42894565	42894634	42898632	42898704
20065	"ENSG00000213373.7"	"LINC00671"	chr17	-	42884594	42884686	42879589	42879818	42894565	42894634
20066	"ENSG00000119820.10"	"YIPF4"	chr2	+	32292176	32292348	32290482	32290636	32298233	32298311
20067	"ENSG00000100221.10"	"JOSD1"	chr22	-	38689295	38689424	38689073	38689129	38699802	38700123
20068	"ENSG00000162493.16"	"PDPN"	chr1	+	13595826	13595984	13584269	13584341	13607172	13607306
20069	"ENSG00000162493.16"	"PDPN"	chr1	+	13595826	13595984	13583831	13584100	13607172	13607306
20070	"ENSG00000162493.16"	"PDPN"	chr1	+	13610386	13610516	13607172	13607306	13613686	13613725
20071	"ENSG00000248307.5"	"LINC00616"	chr4	-	138047940	138047977	138032451	138032516	138048379	138048606
20072	"ENSG00000248307.5"	"LINC00616"	chr4	-	138048379	138048606	138032172	138032516	138090942	138091039
20073	"ENSG00000248307.5"	"LINC00616"	chr4	-	138098452	138098513	138098158	138098272	138123736	138123792
20074	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148208532	148208654	148206494	148206633	148216936	148217078
20075	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148207933	148207963	148206595	148206633	148208532	148208654
20076	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148226493	148226621	148225075	148225289	148227987	148228069
20077	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148226493	148226621	148216936	148217130	148226734	148226798
20078	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148226493	148226621	148216936	148217130	148227987	148228069
20079	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148200530	148200633	148199999	148200094	148205623	148205749
20080	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148201407	148201478	148200530	148200633	148205623	148205692
20081	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148216038	148216305	148208532	148208654	148216936	148217078
20082	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148228535	148228657	148227987	148228069	148246628	148246764
20083	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148225075	148225289	148216946	148217130	148226493	148226621
20084	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148225075	148225289	148216946	148217130	148227987	148228069
20085	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148226734	148226798	148226493	148226621	148227987	148228069
20086	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148226734	148226798	148216936	148217130	148227987	148228069
20087	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148226100	148226253	148225075	148225289	148226493	148226798
20088	"ENSG00000197889.9"	"MEIG1"	chr10	+	14966439	14966606	14959438	14959557	14972512	14972851
20089	"ENSG00000197889.9"	"MEIG1"	chr10	+	14970247	14970546	14959509	14959557	14972512	14972681
20090	"ENSG00000230472.5"	"RP1-28O17.1"	chr6	-	50599464	50599517	50598590	50598920	50636761	50636865
20091	"ENSG00000186522.14"	"SEPT10"	chr2	-	109585125	109585321	109574580	109574767	109613797	109613937
20092	"ENSG00000186522.14"	"SEPT10"	chr2	-	109585720	109585838	109585125	109585321	109613797	109613927
20093	"ENSG00000186522.14"	"SEPT10"	chr2	-	109545459	109545542	109542981	109544324	109546049	109546237
20094	"ENSG00000186522.14"	"SEPT10"	chr2	-	109593050	109593119	109574580	109574767	109613797	109614093
20095	"ENSG00000186522.14"	"SEPT10"	chr2	-	109593050	109593119	109585720	109585838	109613797	109614093
20096	"ENSG00000186522.14"	"SEPT10"	chr2	-	109574580	109574767	109567814	109567976	109593050	109593119
20097	"ENSG00000186522.14"	"SEPT10"	chr2	-	109553086	109553219	109546049	109546237	109564365	109564534
20098	"ENSG00000186522.14"	"SEPT10"	chr2	-	109545384	109545542	109544236	109544324	109546049	109546237
20099	"ENSG00000186522.14"	"SEPT10"	chr2	-	109604834	109604933	109593050	109593119	109613797	109613915
20100	"ENSG00000129187.14"	"DCTD"	chr4	-	182916672	182916857	182916418	182916539	182917310	182917377
20101	"ENSG00000129187.14"	"DCTD"	chr4	-	182916672	182916857	182916418	182916539	182917287	182917345
20102	"ENSG00000129187.14"	"DCTD"	chr4	-	182916722	182916857	182915460	182915575	182917310	182917361
20103	"ENSG00000129187.14"	"DCTD"	chr4	-	182914922	182915058	182894488	182894605	182915460	182915575
20104	"ENSG00000129187.14"	"DCTD"	chr4	-	182915880	182915888	182915460	182915575	182916418	182916539
20105	"ENSG00000129187.14"	"DCTD"	chr4	-	182915880	182915888	182915460	182915575	182916285	182916539
20106	"ENSG00000129187.14"	"DCTD"	chr4	-	182916418	182916539	182915460	182915575	182917287	182917389
20107	"ENSG00000129187.14"	"DCTD"	chr4	-	182916418	182916539	182915460	182915575	182916672	182916857
20108	"ENSG00000129187.14"	"DCTD"	chr4	-	182916418	182916539	182915460	182915575	182917310	182917443
20109	"ENSG00000141013.15"	"GAS8"	chr16	+	90035632	90035687	90032717	90032924	90036380	90037399
20110	"ENSG00000141013.15"	"GAS8"	chr16	+	90020043	90020156	90019636	90019768	90027635	90027722
20111	"ENSG00000141013.15"	"GAS8"	chr16	+	90031175	90031189	90027635	90027722	90031298	90031499
20112	"ENSG00000141013.15"	"GAS8"	chr16	+	90027635	90027722	90019729	90019768	90031189	90031406
20113	"ENSG00000141013.15"	"GAS8"	chr16	+	90027635	90027722	90022682	90022724	90031298	90031496
20114	"ENSG00000275700.4"	"AATF"	chr17	+	37031613	37031685	37020933	37021014	37056600	37056871
20115	"ENSG00000085276.17"	"MECOM"	chr3	-	169086512	169086565	169084829	169085043	169088999	169089183
20116	"ENSG00000085276.17"	"MECOM"	chr3	-	169107925	169107952	169102059	169102226	169112786	169112874
20117	"ENSG00000085276.17"	"MECOM"	chr3	-	169133349	169133474	169131428	169131531	169143697	169143832
20118	"ENSG00000085276.17"	"MECOM"	chr3	-	169565968	169566040	169381258	169381524	169663335	169663390
20119	"ENSG00000085276.17"	"MECOM"	chr3	-	169144996	169145058	169143697	169143832	169146225	169146288
20120	"ENSG00000167785.8"	"ZNF558"	chr19	-	8830769	8830891	8825001	8825108	8831317	8831401
20121	"ENSG00000143226.13"	"FCGR2A"	chr1	+	161510833	161510956	161509819	161510074	161513894	161513932
20122	"ENSG00000143226.13"	"FCGR2A"	chr1	+	161513894	161513932	161510833	161510956	161517974	161518558
20123	"ENSG00000139719.9"	"VPS33A"	chr12	-	122265635	122265725	122264133	122264199	122266306	122266439
20124	"ENSG00000243478.8"	"AOX2P"	chr2	+	200769819	200769949	200768433	200768529	200770561	200770690
20125	"ENSG00000243478.8"	"AOX2P"	chr2	+	200750465	200750580	200749073	200749243	200751515	200751638
20126	"ENSG00000277363.4"	"SRCIN1"	chr17	-	38547758	38547881	38543822	38543969	38548556	38548709
20127	"ENSG00000277363.4"	"SRCIN1"	chr17	-	38568210	38568234	38564117	38564313	38574875	38574974
20128	"ENSG00000196715.5"	"VKORC1L1"	chr7	+	65948670	65948780	65873266	65873565	65954073	65959563
20129	"ENSG00000160593.17"	"JAML"	chr11	-	118214823	118214886	118212406	118212561	118224940	118225011
20130	"ENSG00000204278.12"	"TMEM235"	chr17	+	78234233	78234344	78233894	78233975	78234592	78234730
20131	"ENSG00000204278.12"	"TMEM235"	chr17	+	78234592	78234730	78232023	78232213	78239023	78239273
20132	"ENSG00000204278.12"	"TMEM235"	chr17	+	78233894	78233975	78231902	78232213	78234592	78234730
20133	"ENSG00000185842.14"	"DNAH14"	chr1	+	225271905	225272073	225270734	225270866	225272954	225273125
20134	"ENSG00000185842.14"	"DNAH14"	chr1	+	225331436	225331577	225324736	225324832	225337265	225337496
20135	"ENSG00000185842.14"	"DNAH14"	chr1	+	225353802	225353888	225351646	225351883	225358495	225358652
20136	"ENSG00000185842.14"	"DNAH14"	chr1	+	225272954	225273125	225270734	225270866	225289884	225290082
20137	"ENSG00000185842.14"	"DNAH14"	chr1	+	225250655	225250703	225240592	225240822	225252300	225252417
20138	"ENSG00000185842.14"	"DNAH14"	chr1	+	225333290	225333506	225331436	225331577	225337265	225337496
20139	"ENSG00000185842.14"	"DNAH14"	chr1	+	224960152	224960302	224954958	224955098	224964478	224964609
20140	"ENSG00000185842.14"	"DNAH14"	chr1	+	225140767	225141021	225123526	225123614	225144396	225144628
20141	"ENSG00000106052.13"	"TAX1BP1"	chr7	+	27765833	27766021	27758030	27758133	27769675	27769834
20142	"ENSG00000106052.13"	"TAX1BP1"	chr7	+	27803108	27803180	27799964	27800090	27816348	27816520
20143	"ENSG00000176476.8"	"SGF29"	chr16	+	28588609	28588691	28585647	28585720	28589099	28589164
20144	"ENSG00000166960.16"	"CCDC178"	chr18	-	33223105	33223219	33215549	33215695	33224774	33224936
20145	"ENSG00000166960.16"	"CCDC178"	chr18	-	32983280	32983352	32974546	32974681	33092760	33092910
20146	"ENSG00000166960.16"	"CCDC178"	chr18	-	33092760	33092910	32974546	32974681	33211895	33212055
20147	"ENSG00000160712.12"	"IL6R"	chr1	+	154454487	154454581	154449910	154449980	154465133	154465314
20148	"ENSG00000160712.12"	"IL6R"	chr1	+	154435968	154436110	154434989	154435156	154448124	154448171
20149	"ENSG00000160712.12"	"IL6R"	chr1	+	154445046	154445094	154435968	154436110	154448124	154448171
20150	"ENSG00000127129.9"	"EDN2"	chr1	-	41483749	41483801	41482465	41482588	41484046	41484085
20151	"ENSG00000127129.9"	"EDN2"	chr1	-	41480700	41480875	41479453	41479502	41481094	41481193
20152	"ENSG00000127129.9"	"EDN2"	chr1	-	41482909	41483078	41482465	41482588	41483749	41483801
20153	"ENSG00000127129.9"	"EDN2"	chr1	-	41481094	41481193	41479126	41479502	41482465	41482588
20154	"ENSG00000167555.13"	"ZNF528"	chr19	+	52402428	52402545	52401946	52402028	52405906	52406033
20155	"ENSG00000167555.13"	"ZNF528"	chr19	+	52401684	52401753	52398366	52398619	52401946	52402028
20156	"ENSG00000167555.13"	"ZNF528"	chr19	+	52414938	52415039	52411371	52414368	52415123	52415353
20157	"ENSG00000167555.13"	"ZNF528"	chr19	+	52414938	52415039	52406514	52406643	52415123	52415353
20158	"ENSG00000167555.13"	"ZNF528"	chr19	+	52414203	52414368	52406514	52406643	52415123	52418403
20159	"ENSG00000111361.12"	"EIF2B1"	chr12	-	123624786	123624862	123622635	123622761	123626424	123626493
20160	"ENSG00000101843.18"	"PSMD10"	chrX	-	108088751	108088850	108088095	108088099	108091406	108091542
20161	"ENSG00000101843.18"	"PSMD10"	chrX	-	108087952	108088099	108087685	108087852	108088751	108088850
20162	"ENSG00000088038.17"	"CNOT3"	chr19	+	54153180	54153393	54152866	54152999	54153496	54153840
20163	"ENSG00000185272.13"	"RBM11"	chr21	+	14219552	14219725	14216144	14216282	14221096	14221169
20164	"ENSG00000185272.13"	"RBM11"	chr21	+	14219562	14219725	14216153	14216282	14221096	14221453
20165	"ENSG00000077080.9"	"ACTL6B"	chr7	-	100655802	100655879	100655420	100655586	100656329	100656461
20166	"ENSG00000141665.11"	"FBXO15"	chr18	-	74140723	74140773	74140201	74140312	74147540	74147751
20167	"ENSG00000141665.11"	"FBXO15"	chr18	-	74140723	74140773	74140201	74140312	74147034	74147119
20168	"ENSG00000141665.11"	"FBXO15"	chr18	-	74140201	74140312	74135761	74135866	74147669	74147865
20169	"ENSG00000122884.12"	"P4HA1"	chr10	-	73016845	73016899	73014223	73014289	73030270	73030370
20170	"ENSG00000142675.17"	"CNKSR1"	chr1	+	26184070	26184141	26183728	26183830	26184213	26184287
20171	"ENSG00000145241.10"	"CENPC"	chr4	-	67510672	67511025	67508813	67509105	67512401	67512569
20172	"ENSG00000135316.17"	"SYNCRIP"	chr6	-	85641291	85641451	85640445	85640564	85642796	85643285
20173	"ENSG00000215769.8"	"RP13-104F24.2"	chr17	-	64779980	64780205	64764450	64764548	64780342	64781039
20174	"ENSG00000103313.12"	"MEFV"	chr16	-	3248464	3248562	3247015	3247246	3248908	3249004
20175	"ENSG00000103313.12"	"MEFV"	chr16	-	3247015	3247246	3246524	3246547	3256310	3256587
20176	"ENSG00000103313.12"	"MEFV"	chr16	-	3244472	3244588	3244135	3244286	3246524	3246547
20177	"ENSG00000103313.12"	"MEFV"	chr16	-	3254157	3254790	3251956	3252049	3256310	3256627
20178	"ENSG00000103313.12"	"MEFV"	chr16	-	3254157	3254790	3247015	3247246	3256310	3256627
20179	"ENSG00000103313.12"	"MEFV"	chr16	-	3254157	3254790	3249430	3249780	3256310	3256627
20180	"ENSG00000103313.12"	"MEFV"	chr16	-	3244253	3244286	3243859	3243892	3246524	3246547
20181	"ENSG00000103313.12"	"MEFV"	chr16	-	3251956	3252049	3249430	3249780	3254157	3254790
20182	"ENSG00000103313.12"	"MEFV"	chr16	-	3251956	3252049	3249430	3249780	3256310	3256627
20183	"ENSG00000151623.14"	"NR3C2"	chr4	-	148154550	148154901	148152468	148152613	148194745	148194862
20184	"ENSG00000151623.14"	"NR3C2"	chr4	-	148152468	148152613	148120157	148120288	148194745	148194862
20185	"ENSG00000182827.8"	"ACBD3"	chr1	-	226159183	226159358	226154646	226154833	226161530	226161689
20186	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168775195	168775370	168774820	168774951	168783954	168784047
20187	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168775195	168775315	168774820	168774951	168783954	168784047
20188	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168783954	168784047	168774449	168774951	168786356	168786435
20189	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168777812	168777937	168774820	168774951	168783954	168784047
20190	"ENSG00000168411.13"	"RFWD3"	chr16	-	74665232	74665280	74664689	74664745	74666785	74666839
20191	"ENSG00000168411.13"	"RFWD3"	chr16	-	74664689	74664745	74661081	74661451	74666785	74666874
20192	"ENSG00000168411.13"	"RFWD3"	chr16	-	74664623	74664745	74660931	74661451	74666785	74666870
20193	"ENSG00000168411.13"	"RFWD3"	chr16	-	74660931	74661451	74651919	74652122	74664623	74664745
20194	"ENSG00000162623.15"	"TYW3"	chr1	+	74734117	74734182	74733246	74733418	74736541	74736622
20195	"ENSG00000162623.15"	"TYW3"	chr1	+	74738689	74738788	74736541	74736622	74748750	74748822
20196	"ENSG00000162623.15"	"TYW3"	chr1	+	74761658	74761759	74752291	74752425	74763893	74763989
20197	"ENSG00000088298.12"	"EDEM2"	chr20	-	35146824	35146935	35144978	35145018	35147151	35147364
20198	"ENSG00000161970.12"	"RPL26"	chr17	-	8380586	8380703	8379795	8379936	8382142	8382315
20199	"ENSG00000175161.13"	"CADM2"	chr3	+	85726521	85726548	84958980	84959668	85802046	85802196
20200	"ENSG00000175161.13"	"CADM2"	chr3	+	85979163	85979283	85961468	85961647	86065604	86065730
20201	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151024610	151024795	151008476	151008671	151025514	151025673
20202	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151024610	151024795	151017811	151017904	151025514	151025673
20203	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151025514	151025673	151017811	151017904	151027232	151027327
20204	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151018466	151018669	151017811	151017904	151027232	151027327
20205	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151018466	151018669	151017811	151017904	151024610	151024795
20206	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151018556	151018669	151017811	151017904	151024610	151024795
20207	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151018556	151018669	151017811	151017904	151027232	151027327
20208	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151017811	151017904	151008466	151008671	151025514	151025673
20209	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151017811	151017904	151008466	151008671	151024610	151024795
20210	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151028785	151028944	151027232	151027327	151033805	151033966
20211	"ENSG00000006071.12"	"ABCC8"	chr11	-	17395171	17395470	17394265	17394399	17395609	17395718
20212	"ENSG00000006071.12"	"ABCC8"	chr11	-	17474885	17475027	17470100	17470222	17476628	17476819
20213	"ENSG00000006071.12"	"ABCC8"	chr11	-	17407353	17407453	17406882	17407129	17408391	17408517
20214	"ENSG00000006071.12"	"ABCC8"	chr11	-	17395171	17395275	17394265	17394399	17395609	17395718
20215	"ENSG00000115446.11"	"UNC50"	chr2	+	98616431	98616533	98616205	98616346	98618167	98618515
20216	"ENSG00000149231.11"	"CCDC82"	chr11	-	96385936	96386020	96384657	96384761	96386253	96386301
20217	"ENSG00000136051.13"	"KIAA1033"	chr12	+	105160000	105160148	105157235	105157322	105162748	105162845
20218	"ENSG00000136051.13"	"KIAA1033"	chr12	+	105111124	105111264	105107713	105107861	105114215	105114269
20219	"ENSG00000136051.13"	"KIAA1033"	chr12	+	105155109	105155208	105152345	105152451	105156725	105156792
20220	"ENSG00000168743.12"	"NPNT"	chr4	+	105932613	105932703	105927335	105927428	105937008	105937128
20221	"ENSG00000168743.12"	"NPNT"	chr4	+	105912542	105912651	105912175	105912238	105927335	105927428
20222	"ENSG00000168743.12"	"NPNT"	chr4	+	105967187	105967444	105959027	105959126	105970384	105971670
20223	"ENSG00000168743.12"	"NPNT"	chr4	+	105912187	105912238	105897900	105898001	105927335	105927428
20224	"ENSG00000168743.12"	"NPNT"	chr4	+	105958470	105958557	105942306	105942702	105959027	105959126
20225	"ENSG00000119782.13"	"FKBP1B"	chr2	+	24054103	24054192	24053901	24053949	24054472	24054540
20226	"ENSG00000119782.13"	"FKBP1B"	chr2	+	24054103	24054192	24053901	24053949	24060813	24060926
20227	"ENSG00000119782.13"	"FKBP1B"	chr2	+	24054472	24054540	24054103	24054192	24060813	24060926
20228	"ENSG00000119782.13"	"FKBP1B"	chr2	+	24054472	24054540	24053901	24053949	24060813	24060926
20229	"ENSG00000132635.16"	"PCED1A"	chr20	-	2836038	2836314	2835313	2835709	2838231	2838478
20230	"ENSG00000184743.12"	"ATL3"	chr11	-	63670356	63670512	63659037	63659252	63671289	63671746
20231	"ENSG00000184743.12"	"ATL3"	chr11	-	63671289	63671411	63659037	63659252	63671635	63671921
20232	"ENSG00000183484.11"	"GPR132"	chr14	-	105057166	105057280	105049396	105052102	105065378	105065430
20233	"ENSG00000183484.11"	"GPR132"	chr14	-	105055386	105056166	105049388	105052102	105057166	105057280
20234	"ENSG00000183484.11"	"GPR132"	chr14	-	105057937	105058027	105057166	105057280	105065378	105065430
20235	"ENSG00000183484.11"	"GPR132"	chr14	-	105053932	105054165	105049399	105052102	105055386	105055791
20236	"ENSG00000132000.11"	"PODNL1"	chr19	-	13934253	13934410	13933877	13933993	13935720	13935830
20237	"ENSG00000132000.11"	"PODNL1"	chr19	-	13935720	13935830	13933878	13933993	13936366	13936460
20238	"ENSG00000132000.11"	"PODNL1"	chr19	-	13935720	13935830	13933878	13933993	13935979	13936044
20239	"ENSG00000132000.11"	"PODNL1"	chr19	-	13934253	13934385	13933877	13933993	13935979	13936029
20240	"ENSG00000132000.11"	"PODNL1"	chr19	-	13935979	13936044	13935720	13935830	13936366	13936460
20241	"ENSG00000132000.11"	"PODNL1"	chr19	-	13935979	13936044	13933877	13933993	13936366	13936460
20242	"ENSG00000197386.10"	"HTT"	chr4	+	3233162	3233353	3229886	3230042	3235283	3235398
20243	"ENSG00000079101.16"	"CLUL1"	chr18	+	613158	613281	607079	607099	617987	618106
20244	"ENSG00000079101.16"	"CLUL1"	chr18	+	598499	598582	596987	597129	606977	607099
20245	"ENSG00000079101.16"	"CLUL1"	chr18	+	644909	645097	641326	641541	649897	650291
20246	"ENSG00000079101.16"	"CLUL1"	chr18	+	612764	612911	606977	607099	617987	618087
20247	"ENSG00000079101.16"	"CLUL1"	chr18	+	606977	607099	596997	597129	617987	618106
20248	"ENSG00000079101.16"	"CLUL1"	chr18	+	606977	607099	598499	598582	617987	618106
20249	"ENSG00000164162.12"	"ANAPC10"	chr4	-	144999256	144999294	144995160	144995603	145064571	145064692
20250	"ENSG00000164162.12"	"ANAPC10"	chr4	-	145097494	145097562	145095984	145096111	145097687	145097760
20251	"ENSG00000164162.12"	"ANAPC10"	chr4	-	145064571	145064692	144994574	144995603	145081659	145081750
20252	"ENSG00000164162.12"	"ANAPC10"	chr4	-	145097687	145097760	145095984	145096111	145098119	145098180
20253	"ENSG00000164162.12"	"ANAPC10"	chr4	-	145095984	145096111	145081659	145081750	145098119	145098196
20254	"ENSG00000023171.15"	"GRAMD1B"	chr11	+	123618344	123618356	123614744	123614835	123618692	123618800
20255	"ENSG00000023171.15"	"GRAMD1B"	chr11	+	123578409	123578430	123577366	123577577	123584311	123584332
20256	"ENSG00000074276.10"	"CDHR2"	chr5	+	176566945	176567114	176565671	176565743	176568677	176568767
20257	"ENSG00000169918.9"	"OTUD7A"	chr15	-	31649678	31649829	31570017	31570197	31655095	31655250
20258	"ENSG00000182885.16"	"ADGRG3"	chr16	+	57674588	57674649	57673320	57673468	57676199	57676338
20259	"ENSG00000182885.16"	"ADGRG3"	chr16	+	57683931	57684212	57680504	57680617	57684389	57684483
20260	"ENSG00000182885.16"	"ADGRG3"	chr16	+	57676199	57676338	57673320	57673468	57678169	57678282
20261	"ENSG00000117971.11"	"CHRNB4"	chr15	-	78652577	78652671	78649378	78649439	78655543	78655663
20262	"ENSG00000117971.11"	"CHRNB4"	chr15	-	78628966	78629945	78624118	78625291	78631075	78631185
20263	"ENSG00000117971.11"	"CHRNB4"	chr15	-	78634621	78634739	78631287	78631332	78635438	78635587
20264	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2809778	2809829	2793070	2793138	2820613	2820753
20265	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2814810	2814917	2812289	2812477	2820613	2820753
20266	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2829492	2830147	2827605	2827674	2831570	2831679
20267	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2823394	2823573	2822934	2823037	2824612	2824730
20268	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2831922	2831978	2831570	2831679	2832330	2832412
20269	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2823394	2823569	2822934	2823037	2824612	2824730
20270	"ENSG00000099954.18"	"CECR2"	chr22	+	17550242	17550409	17548998	17549564	17552030	17552142
20271	"ENSG00000060558.3"	"GNA15"	chr19	+	3146402	3146591	3136441	3136595	3148590	3148775
20272	"ENSG00000215041.9"	"NEURL4"	chr17	-	7327164	7327230	7326710	7327009	7327439	7327884
20273	"ENSG00000115514.11"	"TXNDC9"	chr2	-	99322560	99322659	99322062	99322209	99327534	99327653
20274	"ENSG00000115514.11"	"TXNDC9"	chr2	-	99327534	99327653	99321943	99322209	99333021	99333242
20275	"ENSG00000125629.14"	"INSIG2"	chr2	+	118096418	118096800	118088473	118088541	118103196	118103321
20276	"ENSG00000125629.14"	"INSIG2"	chr2	+	118096418	118096426	118088473	118088541	118103196	118103321
20277	"ENSG00000125629.14"	"INSIG2"	chr2	+	118107089	118107189	118106736	118106903	118108280	118108390
20278	"ENSG00000108395.13"	"TRIM37"	chr17	-	59104292	59104394	59091299	59091340	59106440	59106715
20279	"ENSG00000108395.13"	"TRIM37"	chr17	-	59001597	59001714	58998201	58999459	59012327	59012446
20280	"ENSG00000108395.13"	"TRIM37"	chr17	-	59090016	59090092	59087978	59088407	59091299	59091340
20281	"ENSG00000108395.13"	"TRIM37"	chr17	-	59073093	59073141	59070822	59070947	59075646	59075714
20282	"ENSG00000108395.13"	"TRIM37"	chr17	-	59084001	59084089	59081096	59081219	59088290	59088407
20283	"ENSG00000108395.13"	"TRIM37"	chr17	-	59001597	59001741	58999380	58999459	59012327	59012446
20284	"ENSG00000143442.21"	"POGZ"	chr1	-	151440927	151441086	151430671	151430841	151442080	151442205
20285	"ENSG00000143442.21"	"POGZ"	chr1	-	151450909	151451047	151442080	151442205	151459151	151459179
20286	"ENSG00000143442.21"	"POGZ"	chr1	-	151411624	151411771	151408693	151408828	151412295	151412396
20287	"ENSG00000143442.21"	"POGZ"	chr1	-	151411624	151411798	151408693	151408828	151412295	151412396
20288	"ENSG00000143442.21"	"POGZ"	chr1	-	151424954	151425061	151423948	151424286	151427822	151428041
20289	"ENSG00000141456.14"	"PELP1"	chr17	-	4683029	4683111	4682802	4682952	4690887	4690993
20290	"ENSG00000115364.13"	"MRPL19"	chr2	+	75655063	75655302	75654735	75654917	75670578	75670753
20291	"ENSG00000166441.12"	"RPL27A"	chr11	+	8684685	8684892	8684005	8684081	8685677	8685848
20292	"ENSG00000166441.12"	"RPL27A"	chr11	+	8684717	8684892	8684005	8684081	8685677	8689872
20293	"ENSG00000166441.12"	"RPL27A"	chr11	+	8684822	8684892	8684005	8684081	8685677	8685848
20294	"ENSG00000115970.18"	"THADA"	chr2	-	43538428	43538566	43527878	43527988	43541158	43541303
20295	"ENSG00000115970.18"	"THADA"	chr2	-	43428099	43428231	43397970	43398139	43430212	43430302
20296	"ENSG00000115970.18"	"THADA"	chr2	-	43370119	43370197	43344121	43344237	43371964	43372122
20297	"ENSG00000115970.18"	"THADA"	chr2	-	43592843	43592890	43592316	43592416	43595930	43596007
20298	"ENSG00000115970.18"	"THADA"	chr2	-	43430212	43430302	43397970	43398139	43485233	43485325
20299	"ENSG00000115970.18"	"THADA"	chr2	-	43556344	43556555	43552067	43552339	43560233	43560385
20300	"ENSG00000135698.9"	"MPHOSPH6"	chr16	-	82167539	82167597	82164081	82164194	82170124	82170213
20301	"ENSG00000135698.9"	"MPHOSPH6"	chr16	-	82164651	82164741	82164081	82164194	82170124	82170193
