ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1391	"ENSG00000204120.14"	"GIGYF2"	chr2	+	232719037	232719128	232731121	232731234	232703423	232703489	232735154	232735238
1392	"ENSG00000204120.14"	"GIGYF2"	chr2	+	232719037	232719128	232724573	232724691	232703423	232703489	232735154	232735238
1393	"ENSG00000204120.14"	"GIGYF2"	chr2	+	232731121	232731258	232734416	232734486	232703423	232703489	232735154	232735238
1394	"ENSG00000172456.17"	"FGGY"	chr1	+	59339957	59340069	59378748	59378837	59321535	59321750	59456960	59457076
1395	"ENSG00000172456.17"	"FGGY"	chr1	+	59339957	59340069	59346246	59346398	59321535	59321750	59378748	59378837
1396	"ENSG00000144895.11"	"EIF2A"	chr3	+	150558387	150558462	150562541	150562660	150552355	150552425	150563514	150563614
1397	"ENSG00000197099.8"	"RP11-573D15.8"	chr3	-	186721219	186721344	186736538	186736650	186718466	186718569	186743702	186743813
1398	"ENSG00000197099.8"	"RP11-573D15.8"	chr3	-	186651809	186651871	186666967	186667261	186651409	186651494	186718466	186718569
1399	"ENSG00000197099.8"	"RP11-573D15.8"	chr3	-	186721219	186721416	186736538	186736650	186718466	186718569	186743702	186743813
1400	"ENSG00000197099.8"	"RP11-573D15.8"	chr3	-	186714447	186714539	186714739	186714858	186651809	186651871	186718466	186718569
1401	"ENSG00000197099.8"	"RP11-573D15.8"	chr3	-	186666967	186667261	186714447	186714539	186651809	186651871	186718466	186718569
1402	"ENSG00000197099.8"	"RP11-573D15.8"	chr3	-	186666967	186667261	186714739	186714858	186651809	186651871	186718466	186718569
1403	"ENSG00000126733.20"	"DACH2"	chrX	+	86184232	86184350	86376823	86376862	86148620	86149108	86514278	86514391
1404	"ENSG00000180353.10"	"HCLS1"	chr3	-	121637145	121637256	121642926	121642981	121636433	121636489	121644817	121644928
1405	"ENSG00000088727.12"	"KIF9"	chr3	-	47271236	47271461	47273551	47273658	47267179	47267263	47275324	47275490
1406	"ENSG00000214548.14"	"MEG3"	chr14	+	100831015	100831094	100831420	100831534	100829033	100829749	100835735	100835879
1407	"ENSG00000214548.14"	"MEG3"	chr14	+	100831420	100831534	100832511	100832641	100829033	100829749	100836166	100836300
1408	"ENSG00000214548.14"	"MEG3"	chr14	+	100832511	100832641	100835738	100835879	100831420	100831534	100836166	100836300
1409	"ENSG00000214548.14"	"MEG3"	chr14	+	100832511	100832641	100835735	100835879	100831420	100831534	100836166	100836300
1410	"ENSG00000164081.12"	"TEX264"	chr3	+	51674270	51674562	51684412	51684634	51671174	51671288	51699405	51699574
1411	"ENSG00000164081.12"	"TEX264"	chr3	+	51672209	51672301	51672340	51672392	51671174	51671288	51674270	51674562
1412	"ENSG00000196935.8"	"SRGAP1"	chr12	+	64091275	64091378	64091892	64091926	64086998	64087026	64094931	64094992
1413	"ENSG00000089847.12"	"ANKRD24"	chr19	+	4202868	4202926	4207107	4207134	4202025	4202090	4207241	4207312
1414	"ENSG00000133731.9"	"IMPA1"	chr8	-	81676233	81676279	81679125	81679230	81673840	81673949	81680649	81680783
1415	"ENSG00000064787.13"	"BCAS1"	chr20	-	53966905	53967073	53975388	53975430	53957431	53957497	53985286	53985499
1416	"ENSG00000064787.13"	"BCAS1"	chr20	-	53966905	53967073	53975388	53975430	53953431	53953695	53985286	53985499
1417	"ENSG00000139620.12"	"KANSL2"	chr12	-	48660467	48660619	48662559	48662654	48654940	48655060	48667692	48667789
1418	"ENSG00000139620.12"	"KANSL2"	chr12	-	48660365	48660619	48662559	48662654	48654940	48655060	48667692	48667789
1419	"ENSG00000174483.19"	"BBS1"	chr11	+	66511204	66511239	66514405	66514678	66511012	66511089	66515539	66515586
1420	"ENSG00000174483.19"	"BBS1"	chr11	+	66514405	66514678	66515539	66515586	66511204	66511239	66515692	66515731
1421	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198553	120198739	120198853	120199000	120197321	120197462	120199117	120199205
1422	"ENSG00000102312.20"	"PORCN"	chrX	+	48512834	48512852	48514126	48514141	48512588	48512719	48514239	48514365
1423	"ENSG00000213373.7"	"LINC00671"	chr17	-	42895376	42895493	42897686	42897918	42894565	42894634	42898632	42898704
1424	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148225075	148225289	148226493	148226621	148216936	148217130	148227987	148228069
1425	"ENSG00000277363.4"	"SRCIN1"	chr17	-	38568210	38568231	38574875	38574974	38564117	38564313	38578489	38578791
1426	"ENSG00000185842.14"	"DNAH14"	chr1	+	225123526	225123614	225140730	225141021	225119219	225119294	225144396	225144628
1427	"ENSG00000185842.14"	"DNAH14"	chr1	+	225338060	225338182	225338258	225338287	225337265	225337496	225340456	225340701
1428	"ENSG00000122884.12"	"P4HA1"	chr10	-	73043886	73043957	73044980	73045051	73030270	73030370	73046924	73047101
1429	"ENSG00000103313.12"	"MEFV"	chr16	-	3251956	3252049	3254157	3254790	3249430	3249780	3256310	3256627
1430	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168775195	168775370	168777812	168777937	168774820	168774951	168783954	168784047
1431	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168775195	168775315	168777812	168777937	168774820	168774951	168783954	168784047
1432	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151018466	151018669	151025514	151025673	151017811	151017904	151027232	151027327
1433	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151018556	151018669	151025514	151025673	151017811	151017904	151027232	151027327
1434	"ENSG00000143363.15"	"PRUNE1"	chr1	+	151017811	151017904	151024610	151024795	151008476	151008671	151025514	151025673
1435	"ENSG00000119782.13"	"FKBP1B"	chr2	+	24054103	24054192	24054472	24054540	24053901	24053949	24060813	24060926
1436	"ENSG00000115970.18"	"THADA"	chr2	-	43428099	43428231	43485233	43485325	43397970	43398139	43498832	43498955
1437	"ENSG00000033627.15"	"ATP6V0A1"	chr17	+	42468009	42468107	42470089	42470218	42466428	42466507	42477659	42477742
1438	"ENSG00000073584.18"	"SMARCE1"	chr17	-	40645575	40645619	40645795	40645847	40637491	40637572	40647772	40647818
1439	"ENSG00000073584.18"	"SMARCE1"	chr17	-	40642454	40642559	40645575	40645619	40637491	40637572	40645795	40645847
1440	"ENSG00000070526.14"	"ST6GALNAC1"	chr17	-	76626288	76626392	76626650	76626789	76626005	76626095	76627066	76627238
1441	"ENSG00000078124.11"	"ACER3"	chr11	+	76958978	76959031	76959076	76959200	76926556	76926667	76976288	76976341
1442	"ENSG00000272305.5"	"RP11-894J14.5"	chr3	-	53085749	53085852	53092368	53092618	53077687	53077828	53099380	53099453
1443	"ENSG00000272305.5"	"RP11-894J14.5"	chr3	-	53077978	53078211	53092368	53092618	53077687	53077828	53099380	53099453
1444	"ENSG00000272305.5"	"RP11-894J14.5"	chr3	-	53077978	53078211	53085749	53085852	53077687	53077828	53099380	53099453
1445	"ENSG00000245680.9"	"ZNF585B"	chr19	-	37195880	37196019	37198938	37199054	37190023	37190150	37207039	37207254
1446	"ENSG00000156171.14"	"DRAM2"	chr1	-	111122615	111122643	111124741	111124881	111120515	111120693	111126226	111126294
1447	"ENSG00000057935.13"	"MTA3"	chr2	+	42579106	42579200	42609457	42609584	42570436	42570504	42640172	42640236
1448	"ENSG00000057935.13"	"MTA3"	chr2	+	42609457	42609584	42640172	42640236	42579106	42579200	42644126	42644244
1449	"ENSG00000161405.16"	"IKZF3"	chr17	-	39777650	39777767	39792672	39792933	39765283	39766493	39829386	39829488
1450	"ENSG00000161405.16"	"IKZF3"	chr17	-	39777650	39777767	39791415	39791583	39765789	39766493	39792672	39792933
1451	"ENSG00000161405.16"	"IKZF3"	chr17	-	39777650	39777767	39788257	39788374	39765789	39766493	39791415	39791583
1452	"ENSG00000161405.16"	"IKZF3"	chr17	-	39792672	39792933	39829386	39829488	39777650	39777767	39832097	39832151
1453	"ENSG00000161405.16"	"IKZF3"	chr17	-	39792672	39792933	39829386	39829488	39791415	39791583	39832097	39832151
1454	"ENSG00000161405.16"	"IKZF3"	chr17	-	39792672	39792933	39829386	39829488	39788257	39788374	39832097	39832151
1455	"ENSG00000161405.16"	"IKZF3"	chr17	-	39792672	39792933	39829386	39829488	39765283	39766493	39832097	39832151
1456	"ENSG00000161405.16"	"IKZF3"	chr17	-	39788257	39788374	39792672	39792933	39777650	39777767	39829386	39829488
1457	"ENSG00000161405.16"	"IKZF3"	chr17	-	39788257	39788374	39791415	39791583	39777650	39777767	39792672	39792933
1458	"ENSG00000161405.16"	"IKZF3"	chr17	-	39788257	39788374	39791415	39791583	39765789	39766493	39792672	39792933
1459	"ENSG00000161405.16"	"IKZF3"	chr17	-	39791415	39791583	39792672	39792933	39788257	39788374	39829386	39829488
1460	"ENSG00000161405.16"	"IKZF3"	chr17	-	39791415	39791583	39792672	39792933	39777650	39777767	39829386	39829488
1461	"ENSG00000166199.12"	"ALKBH3"	chr11	+	43892040	43892129	43897194	43897354	43889724	43889828	43901515	43901725
1462	"ENSG00000268043.7"	"NBPF12"	chr1	+	146960108	146960318	146966463	146966673	146959970	146960006	146968447	146968550
1463	"ENSG00000268043.7"	"NBPF12"	chr1	+	146970646	146970719	146976928	146977001	146969381	146969596	146977465	146977671
1464	"ENSG00000268043.7"	"NBPF12"	chr1	+	146988840	146988949	146990465	146990517	146987953	146988126	146994331	146994601
1465	"ENSG00000093183.13"	"SEC22C"	chr3	-	42563764	42563880	42566743	42566836	42563522	42563686	42568864	42569073
1466	"ENSG00000093183.13"	"SEC22C"	chr3	-	42563764	42563980	42566743	42566836	42563522	42563686	42568864	42569073
1467	"ENSG00000093183.13"	"SEC22C"	chr3	-	42565775	42565883	42566743	42566836	42563764	42563980	42568864	42569073
1468	"ENSG00000029364.11"	"SLC39A9"	chr14	+	69442068	69442266	69453240	69453309	69424093	69424202	69454811	69454897
1469	"ENSG00000127314.17"	"RAP1B"	chr12	+	68651994	68652051	68654111	68654252	68650399	68650468	68656305	68656449
1470	"ENSG00000127314.17"	"RAP1B"	chr12	+	68654111	68654252	68656305	68656449	68651994	68652051	68657100	68657217
1471	"ENSG00000127314.17"	"RAP1B"	chr12	+	68624670	68624873	68641033	68641153	68610907	68611043	68648698	68648781
1472	"ENSG00000127314.17"	"RAP1B"	chr12	+	68624674	68624873	68641037	68641153	68610907	68611052	68648698	68648781
1473	"ENSG00000158089.14"	"GALNT14"	chr2	-	30992837	30993007	31114742	31114827	30966203	30966302	31125153	31125253
1474	"ENSG00000158089.14"	"GALNT14"	chr2	-	31125153	31125253	31132629	31132712	30992837	30993007	31137957	31138055
1475	"ENSG00000158089.14"	"GALNT14"	chr2	-	31073062	31073175	31114742	31114827	30992837	30993007	31125153	31125253
1476	"ENSG00000175203.15"	"DCTN2"	chr12	-	57538252	57538347	57538518	57538524	57535748	57535845	57541363	57541372
1477	"ENSG00000185347.17"	"C14orf80"	chr14	+	105492578	105492734	105493834	105493933	105492106	105492309	105497356	105497443
1478	"ENSG00000182670.13"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745
1479	"ENSG00000117906.13"	"RCN2"	chr15	+	76938725	76938815	76941636	76941690	76935525	76935722	76943757	76943871
1480	"ENSG00000157796.17"	"WDR19"	chr4	+	39185725	39185817	39186538	39186604	39182528	39182563	39189655	39189781
1481	"ENSG00000123329.17"	"ARHGAP9"	chr12	-	57473602	57473708	57474041	57474176	57472263	57472688	57474422	57474476
1482	"ENSG00000123329.17"	"ARHGAP9"	chr12	-	57474041	57474176	57474422	57474476	57473602	57473708	57474625	57474703
1483	"ENSG00000108852.14"	"MPP2"	chr17	-	43898261	43898380	43904429	43904493	43883202	43883355	43907473	43907536
1484	"ENSG00000244625.5"	"MIATNB"	chr22	+	26717252	26717459	26738061	26738240	26672804	26672987	26774155	26774217
1485	"ENSG00000074803.17"	"SLC12A1"	chr15	+	48226475	48226571	48227078	48227174	48220920	48220996	48229188	48229328
1486	"ENSG00000103274.10"	"NUBP1"	chr16	+	10752609	10752678	10755720	10755753	10747142	10747276	10756689	10756780
1487	"ENSG00000103274.10"	"NUBP1"	chr16	+	10761756	10761859	10767948	10768032	10761363	10761474	10769046	10769351
1488	"ENSG00000049541.10"	"RFC2"	chr7	-	74246661	74246763	74249011	74249220	74243145	74243246	74249738	74249780
1489	"ENSG00000049541.10"	"RFC2"	chr7	-	74246661	74246763	74249011	74249118	74243145	74243246	74249738	74249780
1490	"ENSG00000137948.18"	"BRDT"	chr1	+	91949889	91949958	91957528	91957600	91949637	91949682	91962717	91962946
1491	"ENSG00000137948.18"	"BRDT"	chr1	+	91949889	91950474	91962717	91962946	91949370	91949682	91964626	91964764
1492	"ENSG00000230768.7"	"RP11-251P6.1"	chr1	-	105600630	105600759	105603276	105603558	105589679	105589785	105604162	105604265
1493	"ENSG00000185728.16"	"YTHDF3"	chr8	+	63172652	63172798	63173650	63173681	63169386	63169411	63175330	63175416
1494	"ENSG00000145428.14"	"RNF175"	chr4	-	153728206	153728361	153745668	153745727	153723350	153723458	153748644	153748827
1495	"ENSG00000145428.14"	"RNF175"	chr4	-	153728206	153728361	153748644	153748786	153723350	153723458	153751437	153751475
1496	"ENSG00000147050.14"	"KDM6A"	chrX	+	45060021	45060156	45060608	45060764	45059246	45059466	45061323	45061419
1497	"ENSG00000167863.11"	"ATP5H"	chr17	-	75039871	75040041	75040091	75040163	75039208	75039271	75042180	75042277
1498	"ENSG00000180229.12"	"HERC2P3"	chr15	-	20466194	20466370	20483402	20483517	20462830	20463001	20505390	20505493
1499	"ENSG00000188120.14"	"DAZ1"	chrY	-	23138209	23138281	23139846	23139881	23135174	23135273	23140625	23140697
1500	"ENSG00000278023.4"	"RDM1"	chr17	-	35922576	35922675	35924603	35924772	35920186	35920272	35925514	35925637
1501	"ENSG00000143537.13"	"ADAM15"	chr1	+	155060762	155060832	155061417	155061489	155060204	155060343	155062244	155062369
1502	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061575	155061646	155061903	155061975	155061417	155061489	155062244	155062369
1503	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061417	155061489	155061903	155062117	155060762	155060832	155062244	155062369
1504	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061417	155061489	155061903	155061975	155060762	155060832	155062244	155062369
1505	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061414	155061489	155061903	155062117	155060762	155060832	155062244	155062369
1506	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061414	155061489	155061903	155061975	155060762	155060832	155062244	155062369
1507	"ENSG00000085999.11"	"RAD54L"	chr1	+	46273354	46273465	46273623	46273747	46272671	46272802	46274137	46274216
1508	"ENSG00000170113.15"	"NIPA1"	chr15	+	22813632	22813714	22814082	22814153	22812162	22812253	22820312	22820473
1509	"ENSG00000106692.13"	"FKTN"	chr9	+	105598085	105598183	105600917	105601041	105596597	105596657	105601144	105601348
1510	"ENSG00000174501.14"	"ANKRD36C"	chr2	-	95918013	95918042	95919891	95919920	95917854	95917927	95921606	95921679
1511	"ENSG00000129158.10"	"SERGEF"	chr11	-	17926737	17926846	17959469	17959636	17878207	17878244	17988596	17988755
1512	"ENSG00000196923.13"	"PDLIM7"	chr5	-	177491403	177491420	177491806	177491925	177491009	177491146	177492404	177492435
1513	"ENSG00000196923.13"	"PDLIM7"	chr5	-	177491403	177491420	177491806	177491976	177491009	177491146	177492404	177492435
1514	"ENSG00000135365.15"	"PHF21A"	chr11	-	45945839	45946003	45946075	45946098	45938156	45938312	45948885	45948946
1515	"ENSG00000131374.14"	"TBC1D5"	chr3	-	17518901	17518995	17562018	17562142	17508473	17508605	17623848	17623913
1516	"ENSG00000131374.14"	"TBC1D5"	chr3	-	17518901	17518995	17622647	17622765	17508473	17508605	17623848	17623913
1517	"ENSG00000131374.14"	"TBC1D5"	chr3	-	17562018	17562142	17622647	17622765	17508473	17508605	17623848	17623913
1518	"ENSG00000138069.16"	"RAB1A"	chr2	-	65088938	65089070	65097970	65098066	65087870	65088690	65104733	65104806
1519	"ENSG00000197713.14"	"RPE"	chr2	+	210003437	210003468	210009656	210009736	210002642	210002783	210015972	210016112
1520	"ENSG00000047617.14"	"ANO2"	chr12	-	5836777	5836780	5851956	5851959	5832451	5832603	5854042	5854141
1521	"ENSG00000249959.5"	"RP11-252I13.2"	chr5	-	107705201	107705301	107708886	107708962	107702182	107702307	107710360	107710508
1522	"ENSG00000038382.17"	"TRIO"	chr5	+	14390230	14390300	14390333	14390472	14389288	14389398	14390900	14390990
1523	"ENSG00000102984.14"	"ZNF821"	chr16	-	71864902	71865048	71867911	71868037	71864137	71864242	71879906	71880023
1524	"ENSG00000102984.14"	"ZNF821"	chr16	-	71864902	71865048	71867892	71868037	71864137	71864242	71879906	71880023
1525	"ENSG00000100600.14"	"LGMN"	chr14	-	92741061	92741179	92741704	92741859	92732648	92732815	92748488	92748627
1526	"ENSG00000100600.14"	"LGMN"	chr14	-	92741061	92741179	92741717	92741859	92732648	92732815	92748488	92748627
1527	"ENSG00000100600.14"	"LGMN"	chr14	-	92733681	92733810	92741704	92741859	92732648	92732815	92748488	92748627
1528	"ENSG00000100600.14"	"LGMN"	chr14	-	92733681	92733810	92741717	92741859	92732648	92732815	92748488	92748627
1529	"ENSG00000182578.13"	"CSF1R"	chr5	-	150058154	150058271	150059699	150059862	150057503	150057592	150060861	150060972
1530	"ENSG00000281613.2"	"RP11-506B6.7"	chr6	+	112343397	112343778	112345112	112345159	112236805	112236916	112347291	112347407
1531	"ENSG00000058091.16"	"CDK14"	chr7	+	90608529	90608575	90666339	90666411	90604217	90604249	90726566	90726812
1532	"ENSG00000114861.18"	"FOXP1"	chr3	-	70972010	70972180	70972554	70972676	70970735	70970805	70976940	70977042
1533	"ENSG00000157326.18"	"DHRS4"	chr14	+	23959901	23960003	23965761	23965832	23955034	23955212	23965931	23965983
1534	"ENSG00000106976.20"	"DNM1"	chr9	+	128224250	128224389	128226034	128226173	128222792	128222860	128234020	128234107
1535	"ENSG00000106976.20"	"DNM1"	chr9	+	128224250	128224389	128226034	128226086	128222792	128222860	128234020	128234107
1536	"ENSG00000101084.16"	"C20orf24"	chr20	+	36607889	36608000	36609600	36609758	36607714	36607818	36612009	36612557
1537	"ENSG00000101084.16"	"C20orf24"	chr20	+	36607889	36608000	36609600	36609730	36607714	36607818	36612009	36612557
1538	"ENSG00000124568.10"	"SLC17A1"	chr6	-	25812830	25812992	25813094	25813213	25811637	25811770	25819067	25819154
1539	"ENSG00000090006.17"	"LTBP4"	chr19	+	40616888	40617020	40617099	40617225	40614314	40614446	40619346	40619493
1540	"ENSG00000161955.16"	"TNFSF13"	chr17	+	7559623	7559702	7559850	7559893	7559067	7559297	7560048	7560167
1541	"ENSG00000111729.12"	"CLEC4A"	chr12	+	8125560	8125677	8129263	8129362	8123878	8123960	8135584	8135736
1542	"ENSG00000103034.14"	"NDRG4"	chr16	+	58500987	58501077	58501947	58502147	58500144	58500269	58503797	58503903
1543	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16439326	16439414	16439659	16439703	16439037	16439060	16440184	16440253
1544	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16441073	16441130	16460892	16461245	16440184	16440253	16462832	16462941
1545	"ENSG00000113742.12"	"CPEB4"	chr5	+	173932449	173932500	173943025	173943049	173910522	173910604	173944966	173945140
1546	"ENSG00000206053.12"	"HN1L"	chr16	+	1685438	1685587	1691842	1691985	1678255	1678356	1697811	1697860
1547	"ENSG00000111711.9"	"GOLT1B"	chr12	+	21507116	21507151	21507943	21508109	21506884	21506976	21508382	21508561
1548	"ENSG00000196092.12"	"PAX5"	chr9	-	37014996	37015194	37020635	37020801	37006472	37006537	37033985	37034031
1549	"ENSG00000196092.12"	"PAX5"	chr9	-	36846842	36846929	36882003	36882105	36840550	36840636	36923354	36923484
1550	"ENSG00000196092.12"	"PAX5"	chr9	-	36846842	36846929	36923354	36923484	36840550	36840636	36966548	36966724
1551	"ENSG00000196092.12"	"PAX5"	chr9	-	36882003	36882105	36923354	36923484	36846842	36846929	36966548	36966724
1552	"ENSG00000196092.12"	"PAX5"	chr9	-	36882003	36882105	36923354	36923484	36840550	36840636	36966548	36966724
1553	"ENSG00000196092.12"	"PAX5"	chr9	-	36923354	36923484	36930887	36930944	36882003	36882105	36966548	36966724
1554	"ENSG00000213593.9"	"TMX2"	chr11	+	57737835	57738026	57738353	57738430	57737607	57737668	57738663	57738770
1555	"ENSG00000215788.9"	"TNFRSF25"	chr1	-	6462628	6462663	6464551	6464719	6461993	6462174	6465439	6465560
1556	"ENSG00000132204.13"	"LINC00470"	chr18	-	1278567	1278633	1353406	1353462	1275965	1276077	1358725	1358760
1557	"ENSG00000104413.15"	"ESRP1"	chr8	+	94692676	94692827	94696851	94696961	94678202	94678371	94705924	94707466
1558	"ENSG00000249700.8"	"SRD5A3-AS1"	chr4	-	55377606	55377770	55380795	55380879	55374870	55375033	55382506	55382562
1559	"ENSG00000249700.8"	"SRD5A3-AS1"	chr4	-	55377606	55377836	55380795	55380879	55374870	55375033	55382506	55382562
1560	"ENSG00000249700.8"	"SRD5A3-AS1"	chr4	-	55380795	55380879	55382506	55382562	55377606	55377770	55383291	55383433
1561	"ENSG00000204138.12"	"PHACTR4"	chr1	+	28432930	28433046	28457831	28457859	28407409	28407463	28459084	28459258
1562	"ENSG00000204138.12"	"PHACTR4"	chr1	+	28432930	28433046	28457831	28457855	28407409	28407463	28459084	28459258
1563	"ENSG00000111652.9"	"COPS7A"	chr12	+	6725864	6725959	6727670	6727800	6724613	6724818	6727925	6728001
1564	"ENSG00000166266.13"	"CUL5"	chr11	+	108046269	108046369	108049889	108050066	108033801	108033911	108052659	108052801
1565	"ENSG00000128989.10"	"ARPP19"	chr15	-	52564189	52564246	52568847	52568900	52557099	52557222	52569115	52569167
1566	"ENSG00000125746.15"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332
1567	"ENSG00000204655.11"	"MOG"	chr6	+	29659318	29659666	29666151	29666265	29657209	29657297	29667642	29667663
1568	"ENSG00000204655.11"	"MOG"	chr6	+	29670173	29670221	29670280	29670397	29667903	29667924	29670700	29670721
1569	"ENSG00000104814.12"	"MAP4K1"	chr19	-	38589177	38589275	38592449	38592497	38587640	38587817	38593281	38593337
1570	"ENSG00000229425.2"	"AJ006998.2"	chr21	-	15393970	15394043	15394999	15395129	15390577	15390618	15395462	15395497
1571	"ENSG00000125459.14"	"MSTO1"	chr1	+	155611215	155611241	155611548	155611603	155611038	155611108	155611688	155611827
1572	"ENSG00000157353.16"	"FUK"	chr16	+	70457912	70457975	70462172	70462292	70454594	70454630	70463168	70463272
1573	"ENSG00000071553.16"	"ATP6AP1"	chrX	+	154432265	154432376	154433659	154433720	154431829	154431904	154434207	154434446
1574	"ENSG00000174238.14"	"PITPNA"	chr17	-	1541641	1541649	1543019	1543027	1541565	1541640	1548295	1548387
1575	"ENSG00000163618.17"	"CADPS"	chr3	-	62493644	62493665	62498145	62498154	62492289	62492446	62499161	62499268
1576	"ENSG00000163618.17"	"CADPS"	chr3	-	62512750	62512768	62513637	62513706	62499161	62499268	62516058	62516182
1577	"ENSG00000265241.6"	"RBM8A"	chr1	-	145919186	145919306	145923508	145923573	145917780	145917816	145925862	145925927
1578	"ENSG00000030419.16"	"IKZF2"	chr2	-	213056832	213057099	213097876	213097960	213049712	213049880	213147707	213147812
1579	"ENSG00000030419.16"	"IKZF2"	chr2	-	213013790	213013934	213021992	213022130	212999690	213008084	213049712	213049880
1580	"ENSG00000030419.16"	"IKZF2"	chr2	-	213056910	213057099	213097876	213097960	213049712	213049880	213147707	213147812
1581	"ENSG00000035115.21"	"SH3YL1"	chr2	-	242797	242871	243502	243562	234159	234272	247537	247602
1582	"ENSG00000035115.21"	"SH3YL1"	chr2	-	243502	243562	244626	244738	242797	242871	247537	247602
1583	"ENSG00000142192.20"	"APP"	chr21	-	25997359	25997416	26000014	26000182	25982343	25982477	26021839	26022042
1584	"ENSG00000175582.19"	"RAB6A"	chr11	-	73718612	73718718	73718784	73718890	73716250	73716362	73720845	73720899
1585	"ENSG00000147996.16"	"CBWD5"	chr9	+	65704330	65704414	65707012	65707152	65702969	65703014	65708901	65708958
1586	"ENSG00000147996.16"	"CBWD5"	chr9	+	65690555	65690601	65690966	65691026	65682765	65682857	65692570	65692608
1587	"ENSG00000147996.16"	"CBWD5"	chr9	+	65693385	65693473	65694904	65695049	65692570	65692608	65698514	65698561
1588	"ENSG00000147996.16"	"CBWD5"	chr9	+	65704330	65704547	65707012	65707152	65702969	65703014	65708901	65708958
1589	"ENSG00000120992.17"	"LYPLA1"	chr8	-	54063327	54063375	54065747	54065813	54062253	54062324	54100907	54100939
1590	"ENSG00000120992.17"	"LYPLA1"	chr8	-	54062253	54062324	54063327	54063375	54055059	54055133	54065747	54065813
1591	"ENSG00000104763.18"	"ASAH1"	chr8	-	18069791	18069878	18071299	18071390	18067219	18067298	18075540	18075587
1592	"ENSG00000104763.18"	"ASAH1"	chr8	-	18069791	18069872	18071299	18071390	18067219	18067298	18075540	18075587
1593	"ENSG00000164953.15"	"TMEM67"	chr8	+	93759859	93759993	93761984	93762023	93758486	93758576	93763841	93763941
1594	"ENSG00000111879.18"	"FAM184A"	chr6	-	118961760	118961963	118964666	118964771	118960768	118960863	118966834	118966952
1595	"ENSG00000111879.18"	"FAM184A"	chr6	-	118960768	118960863	118961760	118961963	118959829	118960184	118964666	118964771
1596	"ENSG00000197548.12"	"ATG7"	chr3	+	11282192	11282438	11288648	11288740	11280993	11281102	11298685	11298855
1597	"ENSG00000166006.12"	"KCNC2"	chr12	-	75042279	75042374	75048152	75048317	75040076	75041206	75050389	75051317
1598	"ENSG00000189067.12"	"LITAF"	chr16	-	11556510	11556735	11575405	11575586	11553532	11553689	11586885	11586919
1599	"ENSG00000135253.13"	"KCP"	chr7	-	128904283	128904380	128906278	128906363	128904055	128904138	128907100	128907177
1600	"ENSG00000152457.17"	"DCLRE1C"	chr10	-	14945434	14945565	14947524	14947609	14945104	14945189	14949035	14949087
1601	"ENSG00000148950.9"	"IMMP1L"	chr11	-	31463171	31463305	31477500	31477759	31433459	31433570	31509518	31509592
1602	"ENSG00000235790.7"	"RP11-73M7.6"	chr1	+	31655951	31656185	31656896	31657061	31651848	31651988	31659697	31659904
1603	"ENSG00000164418.19"	"GRIK2"	chr6	+	102063961	102064048	102065796	102065928	102055329	102055580	102068346	102070083
1604	"ENSG00000080845.17"	"DLGAP4"	chr20	+	36499241	36499321	36499587	36499676	36496704	36497066	36500198	36500611
1605	"ENSG00000168314.17"	"MOBP"	chr3	+	39480039	39480123	39499466	39499532	39467679	39467740	39502065	39502275
1606	"ENSG00000130158.13"	"DOCK6"	chr19	-	11229297	11229390	11232184	11232289	11228939	11229035	11233202	11233366
1607	"ENSG00000204305.13"	"AGER"	chr6	-	32181350	32181477	32181523	32181632	32180967	32181239	32182246	32182388
1608	"ENSG00000231738.10"	"TSPAN19"	chr12	-	85024651	85024772	85027898	85028023	85023325	85023400	85029718	85029791
1609	"ENSG00000165802.20"	"NSMF"	chr9	-	137455238	137455307	137455628	137455634	137454390	137454443	137456410	137456486
1610	"ENSG00000198270.12"	"TMEM116"	chr12	-	111965594	111965759	111978735	111978787	111943264	111943369	111991757	111991889
1611	"ENSG00000228486.10"	"LINC01125"	chr2	+	97674455	97674557	97675630	97675721	97671193	97671306	97675844	97675928
1612	"ENSG00000228486.10"	"LINC01125"	chr2	+	97688894	97688993	97690255	97690327	97675844	97675928	97699025	97699136
1613	"ENSG00000228486.10"	"LINC01125"	chr2	+	97671193	97671306	97671330	97671499	97669792	97669834	97675844	97675928
