ENSG_ver	ENSG_no_ver	GeneSymbol	chr
16708	ENSG00000066136.20	ENSG00000066136	NFYC	chr1
16709	ENSG00000151657.11	ENSG00000151657	KIN	chr10
16710	ENSG00000254916.1	ENSG00000254916	AP004607.4	chr11
16711	ENSG00000236646.1	ENSG00000236646	LAMTOR5P1	chr1
16712	ENSG00000232306.2	ENSG00000232306	AC012485.2	chr2
16713	ENSG00000276975.2	ENSG00000276975	HYDIN2	chr1
16714	ENSG00000118785.13	ENSG00000118785	SPP1	chr4
16715	ENSG00000280073.1	ENSG00000280073	AL157996.1	chr14
16716	ENSG00000123165.8	ENSG00000123165	ACTRT1	chrX
16717	ENSG00000278522.4	ENSG00000278522	POTEB3	chr15
16718	ENSG00000260563.3	ENSG00000260563	AC132872.1	chr17
16719	ENSG00000269892.1	ENSG00000269892	AC125494.2	chr12
16720	ENSG00000223823.1	ENSG00000223823	LINC01342	chr1
16721	ENSG00000255669.2	ENSG00000255669	AC092471.1	chr12
16722	ENSG00000242094.1	ENSG00000242094	FOXP1-IT1	chr3
16723	ENSG00000274245.1	ENSG00000274245	NA	NA
16724	ENSG00000237388.2	ENSG00000237388	OR4A47	chr11
16725	ENSG00000078967.12	ENSG00000078967	UBE2D4	chr7
16726	ENSG00000228567.3	ENSG00000228567	VN1R4	chr19
16727	ENSG00000278200.1	ENSG00000278200	LINC01971	chr17
16728	ENSG00000232311.1	ENSG00000232311	AL512303.1	chr6
16729	ENSG00000274164.1	ENSG00000274164	RNA5SP439	chr17
16730	ENSG00000231755.1	ENSG00000231755	CHODL-AS1	chr21
16731	ENSG00000275322.1	ENSG00000275322	AC103746.1	chr15
16732	ENSG00000113749.7	ENSG00000113749	HRH2	chr5
16733	ENSG00000253526.1	ENSG00000253526	AC090802.1	chr8
16734	ENSG00000271474.1	ENSG00000271474	AC106881.1	chr4
16735	ENSG00000162496.8	ENSG00000162496	DHRS3	chr1
16736	ENSG00000250493.2	ENSG00000250493	AP004147.1	chr11
16737	ENSG00000179855.5	ENSG00000179855	GIPC3	chr19
16738	ENSG00000257604.1	ENSG00000257604	AC027288.2	chr12
16739	ENSG00000280234.1	ENSG00000280234	AC124303.1	chr15
16740	ENSG00000122861.15	ENSG00000122861	PLAU	chr10
16741	ENSG00000174946.6	ENSG00000174946	GPR171	chr3
16742	ENSG00000229656.6	ENSG00000229656	ITGB1-DT	chr10
16743	ENSG00000279042.1	ENSG00000279042	AP005242.4	chr18
16744	ENSG00000119878.5	ENSG00000119878	CRIPT	chr2
16745	ENSG00000170144.20	ENSG00000170144	HNRNPA3	chr2
16746	ENSG00000229344.1	ENSG00000229344	MTCO2P12	chr1
16747	ENSG00000235447.2	ENSG00000235447	TRAPPC13P1	chrX
16748	ENSG00000198707.14	ENSG00000198707	CEP290	chr12
16749	ENSG00000236024.1	ENSG00000236024	PRRX2-AS1	chr9
16750	ENSG00000272296.1	ENSG00000272296	SNORD96A	chr5
16751	ENSG00000214114.8	ENSG00000214114	MYCBP	chr1
16752	ENSG00000168255.19	ENSG00000168255	POLR2J3	chr7
16753	ENSG00000230659.3	ENSG00000230659	AL451074.4	chr1
16754	ENSG00000225602.5	ENSG00000225602	MTOR-AS1	chr1
16755	ENSG00000267776.1	ENSG00000267776	AC006116.10	chr19
16756	ENSG00000164325.7	ENSG00000164325	TMEM174	chr5
16757	ENSG00000198792.12	ENSG00000198792	TMEM184B	chr22
16758	ENSG00000151631.8	ENSG00000151631	AKR1C6P	chr10
16759	ENSG00000265093.2	ENSG00000265093	RN7SL246P	chr12
16760	ENSG00000220522.2	ENSG00000220522	AL590002.1	chr6
16761	ENSG00000186329.9	ENSG00000186329	TMEM212	chr3
16762	ENSG00000135535.15	ENSG00000135535	CD164	chr6
16763	ENSG00000144063.3	ENSG00000144063	MALL	chr2
16764	ENSG00000241439.1	ENSG00000241439	AC092903.1	chr3
16765	ENSG00000240036.4	ENSG00000240036	AC104563.1	chr11
16766	ENSG00000258483.2	ENSG00000258483	LINC02251	chr15
16767	ENSG00000248564.1	ENSG00000248564	AC079140.1	chr4
16768	ENSG00000222385.1	ENSG00000222385	RN7SKP158	chr11
16769	ENSG00000254458.1	ENSG00000254458	AP001107.3	chr11
16770	ENSG00000241112.1	ENSG00000241112	RPL29P14	chr5
16771	ENSG00000205791.3	ENSG00000205791	LOH12CR2	chr12
16772	ENSG00000261524.1	ENSG00000261524	ABCB10P3	chr15
16773	ENSG00000184672.11	ENSG00000184672	RALYL	chr8
16774	ENSG00000124374.8	ENSG00000124374	PAIP2B	chr2
16775	ENSG00000224545.1	ENSG00000224545	AC008264.1	chr7
16776	ENSG00000276984.1	ENSG00000276984	AL023881.1	chr16
16777	ENSG00000239810.3	ENSG00000239810	PRAMEF11	chr1
16778	ENSG00000233190.1	ENSG00000233190	RPS24P13	chr10
16779	ENSG00000185104.19	ENSG00000185104	FAF1	chr1
16780	ENSG00000228137.1	ENSG00000228137	AP001469.2	chr21
16781	ENSG00000122678.16	ENSG00000122678	POLM	chr7
16782	ENSG00000152795.17	ENSG00000152795	HNRNPDL	chr4
16783	ENSG00000113946.3	ENSG00000113946	CLDN16	chr3
16784	ENSG00000102362.15	ENSG00000102362	SYTL4	chrX
16785	ENSG00000230480.1	ENSG00000230480	AC093142.1	chr3
16786	ENSG00000227215.1	ENSG00000227215	AL355613.1	chr6
16787	ENSG00000170523.3	ENSG00000170523	KRT83	chr12
16788	ENSG00000248401.2	ENSG00000248401	AC114781.1	chr4
16789	ENSG00000080493.15	ENSG00000080493	SLC4A4	chr4
16790	ENSG00000187372.11	ENSG00000187372	PCDHB13	chr5
16791	ENSG00000256211.1	ENSG00000256211	AC023512.1	chr12
16792	ENSG00000237260.1	ENSG00000237260	PPIAP67	chr2
16793	ENSG00000172361.5	ENSG00000172361	CFAP53	chr18
16794	ENSG00000243498.2	ENSG00000243498	UBA52P5	chr8
16795	ENSG00000278642.1	ENSG00000278642	AC015813.4	chr17
16796	ENSG00000271662.1	ENSG00000271662	AC233280.2	chr3
16797	ENSG00000157502.13	ENSG00000157502	PWWP3B	chrX
16798	ENSG00000145388.14	ENSG00000145388	METTL14	chr4
16799	ENSG00000197617.7	ENSG00000197617	VN1R5	chr1
16800	ENSG00000225605.2	ENSG00000225605	AC092813.1	chr1
16801	ENSG00000225580.2	ENSG00000225580	AL358942.1	chr6
16802	ENSG00000170837.2	ENSG00000170837	GPR27	chr3
16803	ENSG00000254285.3	ENSG00000254285	KRT8P3	chr8
16804	ENSG00000282375.1	ENSG00000282375	AC100797.5	chr8
16805	ENSG00000142208.15	ENSG00000142208	AKT1	chr14
16806	ENSG00000261402.1	ENSG00000261402	AL591222.1	chr9
16807	ENSG00000140455.16	ENSG00000140455	AC007950.1	chr15
16808	ENSG00000275479.1	ENSG00000275479	AC087741.2	chr17
16809	ENSG00000177519.3	ENSG00000177519	RPRM	chr2
16810	ENSG00000273982.1	ENSG00000273982	AC005746.3	chr17
16811	ENSG00000255298.2	ENSG00000255298	OR8G5	chr11
16812	ENSG00000260594.1	ENSG00000260594	AC099313.1	chr16
16813	ENSG00000186288.5	ENSG00000186288	PABPC1L2A	chrX
16814	ENSG00000160349.9	ENSG00000160349	LCN1	chr9
16815	ENSG00000217495.2	ENSG00000217495	AL136116.2	chr6
16816	ENSG00000260328.1	ENSG00000260328	AC104024.2	chr17
16817	ENSG00000197177.15	ENSG00000197177	ADGRA1	chr10
16818	ENSG00000229118.1	ENSG00000229118	AC068491.2	chr2
16819	ENSG00000227243.3	ENSG00000227243	SLAMF6P1	chr1
16820	ENSG00000125744.11	ENSG00000125744	RTN2	chr19
16821	ENSG00000258553.5	ENSG00000258553	AL157911.1	chr14
16822	ENSG00000213462.4	ENSG00000213462	ERV3-1	chr7
16823	ENSG00000100296.13	ENSG00000100296	THOC5	chr22
16824	ENSG00000117222.13	ENSG00000117222	RBBP5	chr1
16825	ENSG00000271614.1	ENSG00000271614	ATP2B1-AS1	chr12
16826	ENSG00000130772.13	ENSG00000130772	MED18	chr1
16827	ENSG00000100288.19	ENSG00000100288	CHKB	chr22
16828	ENSG00000179002.5	ENSG00000179002	TAS1R2	chr1
16829	ENSG00000250330.1	ENSG00000250330	AC016559.2	chr5
16830	ENSG00000250185.2	ENSG00000250185	RCC2P8	chr4
16831	ENSG00000213471.9	ENSG00000213471	TTLL13P	chr15
16832	ENSG00000138769.10	ENSG00000138769	CDKL2	chr4
16833	ENSG00000228791.7	ENSG00000228791	THRB-AS1	chr3
16834	ENSG00000264920.1	ENSG00000264920	AC018521.5	chr17
16835	ENSG00000169427.6	ENSG00000169427	KCNK9	chr8
16836	ENSG00000155087.3	ENSG00000155087	ODF1	chr8
16837	ENSG00000200095.1	ENSG00000200095	RNU6-181P	chr15
16838	ENSG00000233538.1	ENSG00000233538	AC017104.3	chr2
16839	ENSG00000251350.1	ENSG00000251350	LINC02475	chr4
16840	ENSG00000225292.2	ENSG00000225292	AL158212.1	chr10
16841	ENSG00000132932.16	ENSG00000132932	ATP8A2	chr13
16842	ENSG00000273703.1	ENSG00000273703	HIST1H2BM	chr6
16843	ENSG00000223861.1	ENSG00000223861	AL365436.1	chr1
16844	ENSG00000270028.1	ENSG00000270028	NA	NA
16845	ENSG00000252677.1	ENSG00000252677	RF01241	chr18
16846	ENSG00000253726.1	ENSG00000253726	AC013562.1	chr8
16847	ENSG00000188100.8	ENSG00000188100	FAM25A	chr10
16848	ENSG00000143847.15	ENSG00000143847	PPFIA4	chr1
16849	ENSG00000196236.12	ENSG00000196236	XPNPEP3	chr22
16850	ENSG00000111859.16	ENSG00000111859	NEDD9	chr6
16851	ENSG00000103145.10	ENSG00000103145	HCFC1R1	chr16
16852	ENSG00000272989.1	ENSG00000272989	LINC02012	chr3
16853	ENSG00000263627.1	ENSG00000263627	PPP4R1-AS1	chr18
16854	ENSG00000169403.11	ENSG00000169403	PTAFR	chr1
16855	ENSG00000227307.1	ENSG00000227307	AC010998.1	chr10
16856	ENSG00000164796.17	ENSG00000164796	CSMD3	chr8
16857	ENSG00000227012.2	ENSG00000227012	LINC02527	chr6
16858	ENSG00000214872.8	ENSG00000214872	SMTNL1	chr11
16859	ENSG00000163435.15	ENSG00000163435	ELF3	chr1
16860	ENSG00000280916.1	ENSG00000280916	FOXCUT	chr6
16861	ENSG00000153253.16	ENSG00000153253	SCN3A	chr2
16862	ENSG00000144635.8	ENSG00000144635	DYNC1LI1	chr3
16863	ENSG00000139697.13	ENSG00000139697	SBNO1	chr12
16864	ENSG00000171302.16	ENSG00000171302	CANT1	chr17
16865	ENSG00000276600.4	ENSG00000276600	RAB7B	chr1
16866	ENSG00000267777.1	ENSG00000267777	LINC01791	chr19
16867	ENSG00000186960.10	ENSG00000186960	LINC01551	chr14
16868	ENSG00000117543.20	ENSG00000117543	DPH5	chr1
16869	ENSG00000248571.1	ENSG00000248571	AC106882.1	chr4
16870	ENSG00000280850.1	ENSG00000280850	AL121956.4	chr6
16871	ENSG00000279154.1	ENSG00000279154	AL353726.2	chr9
16872	ENSG00000227634.2	ENSG00000227634	LINC01714	chr1
16873	ENSG00000062650.17	ENSG00000062650	WAPL	chr10
16874	ENSG00000106536.19	ENSG00000106536	POU6F2	chr7
16875	ENSG00000125633.10	ENSG00000125633	CCDC93	chr2
16876	ENSG00000249856.1	ENSG00000249856	AC116337.3	chr5
16877	ENSG00000172680.1	ENSG00000172680	MOS	chr8
16878	ENSG00000172469.15	ENSG00000172469	MANEA	chr6
16879	ENSG00000225948.2	ENSG00000225948	LINC02648	chr10
16880	ENSG00000090539.15	ENSG00000090539	CHRD	chr3
16881	ENSG00000163444.11	ENSG00000163444	TMEM183A	chr1
16882	ENSG00000254164.1	ENSG00000254164	AC008663.3	chr5
16883	ENSG00000254887.1	ENSG00000254887	AC010247.1	chr19
16884	ENSG00000081148.11	ENSG00000081148	IMPG2	chr3
16885	ENSG00000233110.1	ENSG00000233110	AC093797.1	chr4
16886	ENSG00000236027.2	ENSG00000236027	PATE3	chr11
16887	ENSG00000124227.5	ENSG00000124227	ANKRD60	chr20
16888	ENSG00000131652.13	ENSG00000131652	THOC6	chr16
16889	ENSG00000118508.4	ENSG00000118508	RAB32	chr6
16890	ENSG00000204394.12	ENSG00000204394	VARS	chr6
16891	ENSG00000179136.6	ENSG00000179136	LINC00670	chr17
16892	ENSG00000132026.13	ENSG00000132026	RTBDN	chr19
16893	ENSG00000279392.1	ENSG00000279392	AL158801.5	chr14
16894	ENSG00000136542.8	ENSG00000136542	GALNT5	chr2
16895	ENSG00000162852.13	ENSG00000162852	CNST	chr1
16896	ENSG00000053108.16	ENSG00000053108	FSTL4	chr5
16897	ENSG00000116726.4	ENSG00000116726	PRAMEF12	chr1
16898	ENSG00000137806.8	ENSG00000137806	NDUFAF1	chr15
16899	ENSG00000145861.7	ENSG00000145861	C1QTNF2	chr5
16900	ENSG00000281091.2	ENSG00000281091	AL606763.1	chrX
16901	ENSG00000132781.17	ENSG00000132781	MUTYH	chr1
16902	ENSG00000260910.1	ENSG00000260910	LINC00565	chr13
16903	ENSG00000225479.1	ENSG00000225479	PLCB1-IT1	chr20
16904	ENSG00000144834.13	ENSG00000144834	TAGLN3	chr3
16905	ENSG00000240457.3	ENSG00000240457	RN7SL472P	chr14
16906	ENSG00000228665.2	ENSG00000228665	BX679664.1	chr1
16907	ENSG00000254248.1	ENSG00000254248	AC068189.1	chr8
16908	ENSG00000255020.1	ENSG00000255020	AF131216.3	chr8
16909	ENSG00000163218.14	ENSG00000163218	PGLYRP4	chr1
16910	ENSG00000258437.1	ENSG00000258437	AL139193.1	chr14
16911	ENSG00000116996.9	ENSG00000116996	ZP4	chr1
16912	ENSG00000156282.4	ENSG00000156282	CLDN17	chr21
16913	ENSG00000203942.4	ENSG00000203942	C10orf62	chr10
16914	ENSG00000261716.1	ENSG00000261716	AC239868.1	chr1
16915	ENSG00000188388.10	ENSG00000188388	GOLGA6L3	chr15
16916	ENSG00000213609.3	ENSG00000213609	RPL7AP50	chr10
16917	ENSG00000259788.1	ENSG00000259788	AL596325.1	chr1
16918	ENSG00000198478.7	ENSG00000198478	SH3BGRL2	chr6
16919	ENSG00000185485.14	ENSG00000185485	SDHAP1	chr3
16920	ENSG00000144029.11	ENSG00000144029	MRPS5	chr2
16921	ENSG00000234500.1	ENSG00000234500	AC008267.3	chr7
16922	ENSG00000257762.5	ENSG00000257762	LINC02401	chr12
16923	ENSG00000108406.9	ENSG00000108406	DHX40	chr17
16924	ENSG00000056291.17	ENSG00000056291	NPFFR2	chr4
16925	ENSG00000267472.1	ENSG00000267472	ARHGAP27P2	chr17
16926	ENSG00000133640.18	ENSG00000133640	LRRIQ1	chr12
16927	ENSG00000251148.1	ENSG00000251148	AL158068.2	chr4
16928	ENSG00000275212.1	ENSG00000275212	AC005186.1	chr12
16929	ENSG00000198937.8	ENSG00000198937	CCDC167	chr6
16930	ENSG00000232022.7	ENSG00000232022	FAAHP1	chr1
16931	ENSG00000250514.1	ENSG00000250514	LINC02125	chr16
16932	ENSG00000278916.1	ENSG00000278916	CEP83-DT	chr12
16933	ENSG00000251571.1	ENSG00000251571	DDX3P3	chr4
16934	ENSG00000214691.7	ENSG00000214691	LINC01913	chr2
16935	ENSG00000237740.1	ENSG00000237740	NPAP1P3	chr10
16936	ENSG00000232748.3	ENSG00000232748	AC135050.1	chr16
16937	ENSG00000259380.5	ENSG00000259380	AC087473.1	chr15
16938	ENSG00000282968.1	ENSG00000282968	AGGF1P10	chr20
16939	ENSG00000116903.7	ENSG00000116903	EXOC8	chr1
16940	ENSG00000180974.3	ENSG00000180974	OR52E4	chr11
16941	ENSG00000238741.1	ENSG00000238741	SCARNA7	chr3
16942	ENSG00000183580.9	ENSG00000183580	FBXL7	chr5
16943	ENSG00000239906.1	ENSG00000239906	AL627309.2	chr1
16944	ENSG00000223941.5	ENSG00000223941	LINC01014	chr3
16945	ENSG00000263745.6	ENSG00000263745	AP005230.1	chr18
16946	ENSG00000188755.9	ENSG00000188755	TBC1D3P2	chr17
16947	ENSG00000277979.1	ENSG00000277979	NA	NA
16948	ENSG00000164010.13	ENSG00000164010	ERMAP	chr1
16949	ENSG00000226499.1	ENSG00000226499	AL136380.1	chr1
16950	ENSG00000158480.10	ENSG00000158480	SPATA2	chr20
16951	ENSG00000237267.1	ENSG00000237267	LINC01519	chr10
16952	ENSG00000134371.10	ENSG00000134371	CDC73	chr1
16953	ENSG00000267249.1	ENSG00000267249	AP005482.3	chr18
16954	ENSG00000257303.1	ENSG00000257303	AC073896.2	chr12
16955	ENSG00000204296.11	ENSG00000204296	TSBP1	chr6
16956	ENSG00000138801.8	ENSG00000138801	PAPSS1	chr4
16957	ENSG00000178562.17	ENSG00000178562	CD28	chr2
16958	ENSG00000135443.8	ENSG00000135443	KRT85	chr12
16959	ENSG00000228988.1	ENSG00000228988	AL353771.1	chr1
16960	ENSG00000184612.8	ENSG00000184612	RPL7P26	chr6
16961	ENSG00000233363.1	ENSG00000233363	AC006019.2	chr7
16962	ENSG00000233129.1	ENSG00000233129	AL117351.1	chr1
16963	ENSG00000260386.6	ENSG00000260386	LINC01225	chr1
16964	ENSG00000211721.2	ENSG00000211721	TRBV6-5	chr7
16965	ENSG00000198824.5	ENSG00000198824	CHAMP1	chr13
16966	ENSG00000275993.2	ENSG00000275993	SIK1B	chr21
16967	ENSG00000234634.1	ENSG00000234634	LINC02093	chr17
16968	ENSG00000034533.11	ENSG00000034533	ASTE1	chr3
16969	ENSG00000228587.1	ENSG00000228587	AL049748.1	chr22
16970	ENSG00000276868.1	ENSG00000276868	AL353626.2	chr9
16971	ENSG00000257151.1	ENSG00000257151	NA	NA
16972	ENSG00000259218.5	ENSG00000259218	LINC00928	chr15
16973	ENSG00000243181.2	ENSG00000243181	AC087343.1	chr8
16974	ENSG00000106829.18	ENSG00000106829	TLE4	chr9
16975	ENSG00000160194.17	ENSG00000160194	NDUFV3	chr21
16976	ENSG00000264072.1	ENSG00000264072	AP001180.2	chr18
16977	ENSG00000196188.10	ENSG00000196188	CTSE	chr1
16978	ENSG00000255608.1	ENSG00000255608	AC006063.1	chr12
16979	ENSG00000244260.1	ENSG00000244260	AC082651.4	chr2
16980	ENSG00000255224.1	ENSG00000255224	AC109322.1	chr8
16981	ENSG00000228748.2	ENSG00000228748	AL450306.1	chr10
16982	ENSG00000250846.6	ENSG00000250846	EPHA5-AS1	chr4
16983	ENSG00000279757.1	ENSG00000279757	AC132068.1	chr16
16984	ENSG00000266509.1	ENSG00000266509	MIR3934	chr6
16985	ENSG00000276903.1	ENSG00000276903	HIST1H2AL	chr6
16986	ENSG00000260161.1	ENSG00000260161	MTCYBP28	chr16
16987	ENSG00000261542.1	ENSG00000261542	AC011978.2	chr8
16988	ENSG00000118990.5	ENSG00000118990	GLRXP3	chr5
16989	ENSG00000128536.15	ENSG00000128536	CDHR3	chr7
16990	ENSG00000228663.1	ENSG00000228663	PSMD10P1	chr20
16991	ENSG00000124449.6	ENSG00000124449	IRGC	chr19
16992	ENSG00000266922.1	ENSG00000266922	AC008543.3	chr19
16993	ENSG00000147996.16	ENSG00000147996	CBWD5	chr9
16994	ENSG00000279620.1	ENSG00000279620	AC099494.3	chr16
16995	ENSG00000279681.1	ENSG00000279681	AC092135.2	chr16
16996	ENSG00000124827.6	ENSG00000124827	GCM2	chr6
16997	ENSG00000273077.1	ENSG00000273077	AC110609.1	chr4
16998	ENSG00000230665.3	ENSG00000230665	THAP12P1	chrX
16999	ENSG00000159788.18	ENSG00000159788	RGS12	chr4
17000	ENSG00000256004.1	ENSG00000256004	AC092490.3	chr12
17001	ENSG00000140749.8	ENSG00000140749	IGSF6	chr16
17002	ENSG00000267717.1	ENSG00000267717	SRSF10P1	chr18
17003	ENSG00000278818.1	ENSG00000278818	RF00017	chr14
17004	ENSG00000257138.1	ENSG00000257138	TAS2R38	chr7
17005	ENSG00000264663.1	ENSG00000264663	KRT8P34	chr17
17006	ENSG00000237263.1	ENSG00000237263	MAPK6P3	chr13
17007	ENSG00000270460.1	ENSG00000270460	AC106900.1	chr2
17008	ENSG00000136381.12	ENSG00000136381	IREB2	chr15
17009	ENSG00000162913.9	ENSG00000162913	OBSCN-AS1	chr1
17010	ENSG00000183154.1	ENSG00000183154	AC138356.1	chr8
17011	ENSG00000151665.12	ENSG00000151665	PIGF	chr2
17012	ENSG00000260314.2	ENSG00000260314	MRC1	chr10
17013	ENSG00000166589.12	ENSG00000166589	CDH16	chr16
17014	ENSG00000229739.2	ENSG00000229739	AL596220.1	chr1
17015	ENSG00000133574.9	ENSG00000133574	GIMAP4	chr7
17016	ENSG00000257747.1	ENSG00000257747	LINC02426	chr12
17017	ENSG00000052723.11	ENSG00000052723	SIKE1	chr1
17018	ENSG00000219186.2	ENSG00000219186	FTH1P19	chrX
17019	ENSG00000125740.13	ENSG00000125740	FOSB	chr19
17020	ENSG00000265413.1	ENSG00000265413	AP001094.2	chr18
17021	ENSG00000172020.12	ENSG00000172020	GAP43	chr3
17022	ENSG00000146457.14	ENSG00000146457	WTAP	chr6
17023	ENSG00000236426.5	ENSG00000236426	AL583824.1	chr10
17024	ENSG00000105835.11	ENSG00000105835	NAMPT	chr7
17025	ENSG00000207336.1	ENSG00000207336	RNU6-658P	chr5
17026	ENSG00000182771.18	ENSG00000182771	GRID1	chr10
17027	ENSG00000116731.22	ENSG00000116731	PRDM2	chr1
17028	ENSG00000231918.1	ENSG00000231918	AC007402.1	chr2
17029	ENSG00000187595.15	ENSG00000187595	ZNF385C	chr17
17030	ENSG00000185909.14	ENSG00000185909	KLHDC8B	chr3
17031	ENSG00000163564.14	ENSG00000163564	PYHIN1	chr1
17032	ENSG00000108389.9	ENSG00000108389	MTMR4	chr17
17033	ENSG00000255160.5	ENSG00000255160	AC009652.1	chr11
17034	ENSG00000153094.22	ENSG00000153094	BCL2L11	chr2
17035	ENSG00000263766.5	ENSG00000263766	AC025682.1	chr17
17036	ENSG00000236449.1	ENSG00000236449	AC010894.3	chr2
17037	ENSG00000268295.1	ENSG00000268295	POLR3GP1	chr14
17038	ENSG00000119986.6	ENSG00000119986	AVPI1	chr10
17039	ENSG00000256577.2	ENSG00000256577	AC007406.4	chr12
17040	ENSG00000111404.6	ENSG00000111404	RERGL	chr12
17041	ENSG00000257976.1	ENSG00000257976	AL079352.1	chr14
17042	ENSG00000166796.11	ENSG00000166796	LDHC	chr11
17043	ENSG00000224061.1	ENSG00000224061	AC092106.1	chr2
17044	ENSG00000008118.9	ENSG00000008118	CAMK1G	chr1
17045	ENSG00000225078.2	ENSG00000225078	AL365338.1	chr9
17046	ENSG00000284196.1	ENSG00000284196	AL158064.1	chr13
17047	ENSG00000144671.10	ENSG00000144671	SLC22A14	chr3
17048	ENSG00000225681.2	ENSG00000225681	AC005730.1	chr17
17049	ENSG00000203416.3	ENSG00000203416	FAM32BP	chr22
17050	ENSG00000139687.13	ENSG00000139687	RB1	chr13
17051	ENSG00000236980.9	ENSG00000236980	C3orf84	chr3
17052	ENSG00000282199.1	ENSG00000282199	AC007993.3	chr17
17053	ENSG00000171786.5	ENSG00000171786	NHLH1	chr1
17054	ENSG00000170325.14	ENSG00000170325	PRDM10	chr11
17055	ENSG00000259341.1	ENSG00000259341	AC015660.1	chr15
17056	ENSG00000283005.1	ENSG00000283005	CDC27P3	chr20
17057	ENSG00000271398.1	ENSG00000271398	AL353622.2	chr1
17058	ENSG00000135624.15	ENSG00000135624	CCT7	chr2
17059	ENSG00000199377.1	ENSG00000199377	RNU5F-1	chr1
17060	ENSG00000243429.1	ENSG00000243429	OR7E29P	chr3
17061	ENSG00000181585.3	ENSG00000181585	TMIE	chr3
17062	ENSG00000253338.1	ENSG00000253338	IGLV3-29	chr22
17063	ENSG00000169967.16	ENSG00000169967	MAP3K2	chr2
17064	ENSG00000160213.6	ENSG00000160213	CSTB	chr21
17065	ENSG00000187243.16	ENSG00000187243	MAGED4B	chrX
17066	ENSG00000108684.14	ENSG00000108684	ASIC2	chr17
17067	ENSG00000256739.1	ENSG00000256739	AP002892.2	chr11
17068	ENSG00000246695.7	ENSG00000246695	RASSF8-AS1	chr12
17069	ENSG00000270421.1	ENSG00000270421	AC022022.2	chr10
17070	ENSG00000227913.1	ENSG00000227913	KRT8P44	chr6
17071	ENSG00000162365.11	ENSG00000162365	CYP4A22	chr1
17072	ENSG00000274286.1	ENSG00000274286	ADRA2B	chr2
17073	ENSG00000273254.1	ENSG00000273254	AF129075.2	chr21
17074	ENSG00000255226.1	ENSG00000255226	AC044839.3	chr11
17075	ENSG00000105219.8	ENSG00000105219	CNTD2	chr19
17076	ENSG00000169118.17	ENSG00000169118	CSNK1G1	chr15
17077	ENSG00000188730.4	ENSG00000188730	VWC2	chr7
17078	ENSG00000250220.1	ENSG00000250220	AC053527.1	chr4
17079	ENSG00000198924.7	ENSG00000198924	DCLRE1A	chr10
17080	ENSG00000101680.14	ENSG00000101680	LAMA1	chr18
17081	ENSG00000134697.12	ENSG00000134697	GNL2	chr1
17082	ENSG00000258870.1	ENSG00000258870	EIF4EBP1P1	chr14
17083	ENSG00000260509.2	ENSG00000260509	AL590787.1	chr13
17084	ENSG00000005175.9	ENSG00000005175	RPAP3	chr12
17085	ENSG00000279499.1	ENSG00000279499	AL157770.1	chr13
17086	ENSG00000204982.3	ENSG00000204982	PRSS3P4	chr9
17087	ENSG00000249746.1	ENSG00000249746	AC099509.1	chr5
17088	ENSG00000236028.1	ENSG00000236028	AL354766.2	chr20
17089	ENSG00000197081.12	ENSG00000197081	IGF2R	chr6
17090	ENSG00000275613.1	ENSG00000275613	AC243830.1	chr17
17091	ENSG00000185728.16	ENSG00000185728	YTHDF3	chr8
17092	ENSG00000276047.1	ENSG00000276047	RN7SL711P	chr5
17093	ENSG00000237268.2	ENSG00000237268	AC092447.7	chr7
17094	ENSG00000203650.8	ENSG00000203650	LINC01285	chrX
17095	ENSG00000178498.15	ENSG00000178498	DTX3	chr12
17096	ENSG00000259644.1	ENSG00000259644	AC022613.3	chr15
17097	ENSG00000254588.1	ENSG00000254588	ETS1-AS1	chr11
17098	ENSG00000242705.1	ENSG00000242705	ICE2P2	chr3
17099	ENSG00000282651.2	ENSG00000282651	IGHV5-10-1	chr14
17100	ENSG00000213083.3	ENSG00000213083	AC010731.1	chr2
17101	ENSG00000085224.21	ENSG00000085224	ATRX	chrX
17102	ENSG00000153214.9	ENSG00000153214	TMEM87B	chr2
17103	ENSG00000279139.1	ENSG00000279139	AC098679.3	chr4
17104	ENSG00000197785.13	ENSG00000197785	ATAD3A	chr1
17105	ENSG00000173540.12	ENSG00000173540	GMPPB	chr3
17106	ENSG00000110497.14	ENSG00000110497	AMBRA1	chr11
17107	ENSG00000164616.15	ENSG00000164616	FBXL21P	chr5
17108	ENSG00000232344.2	ENSG00000232344	AC087163.2	chr17
17109	ENSG00000141556.20	ENSG00000141556	TBCD	chr17
17110	ENSG00000160339.15	ENSG00000160339	FCN2	chr9
17111	ENSG00000264790.1	ENSG00000264790	AC021382.1	chr18
17112	ENSG00000254649.1	ENSG00000254649	AP003086.3	chr11
17113	ENSG00000231439.4	ENSG00000231439	WASIR2	chr16
17114	ENSG00000080511.3	ENSG00000080511	RDH8	chr19
17115	ENSG00000255021.1	ENSG00000255021	AC093496.1	chr3
17116	ENSG00000198868.3	ENSG00000198868	MTND4LP30	chr5
17117	ENSG00000265975.1	ENSG00000265975	AC002091.1	chr17
17118	ENSG00000231863.1	ENSG00000231863	AL139393.1	chr6
17119	ENSG00000232490.6	ENSG00000232490	OSBPL10-AS1	chr3
17120	ENSG00000050555.17	ENSG00000050555	LAMC3	chr9
17121	ENSG00000165125.19	ENSG00000165125	TRPV6	chr7
17122	ENSG00000261666.1	ENSG00000261666	LINC00560	chr13
