ENSG_ver	ENSG_no_ver	GeneSymbol	chr
5147	ENSG00000188060.7	ENSG00000188060	RAB42	chr1
98598	ENSG00000188064.9	ENSG00000188064	WNT7B	chr22
8942	ENSG00000188070.9	ENSG00000188070	C11orf95	chr11
263558	ENSG00000188086.13	ENSG00000188086	PRSS45	chr3
368496	ENSG00000188089.13	ENSG00000188089	PLA2G4E	chr15
11672	ENSG00000188092.14	ENSG00000188092	GPR89B	chr1
150192	ENSG00000188095.4	ENSG00000188095	MESP2	chr15
362975	ENSG00000188100.8	ENSG00000188100	FAM25A	chr10
10456	ENSG00000188107.14	ENSG00000188107	EYS	chr6
13561	ENSG00000188112.8	ENSG00000188112	C6orf132	chr6
10468	ENSG00000188130.13	ENSG00000188130	MAPK12	chr22
473238	ENSG00000188133.5	ENSG00000188133	TMEM215	chr9
60	ENSG00000188153.12	ENSG00000188153	COL4A5	chrX
3596	ENSG00000188157.14	ENSG00000188157	AGRN	chr1
5694	ENSG00000188158.14	ENSG00000188158	NHS	chrX
512454	ENSG00000188162.10	ENSG00000188162	OTOG	chr11
425612	ENSG00000188163.7	ENSG00000188163	FAM166A	chr9
1718	ENSG00000188167.8	ENSG00000188167	TMPPE	chr3
9555	ENSG00000188171.15	ENSG00000188171	ZNF626	chr19
267504	ENSG00000188175.9	ENSG00000188175	HEPACAM2	chr7
209	ENSG00000188176.11	ENSG00000188176	SMTNL2	chr17
12667	ENSG00000188177.13	ENSG00000188177	ZC3H6	chr2
8113	ENSG00000188185.11	ENSG00000188185	LINC00265	chr7
13088	ENSG00000188186.10	ENSG00000188186	LAMTOR4	chr7
153	ENSG00000188191.14	ENSG00000188191	PRKAR1B	chr7
508841	ENSG00000188199.10	ENSG00000188199	NUTM2B	chr10
4835	ENSG00000188211.8	ENSG00000188211	NCR3LG1	chr11
2184	ENSG00000188215.9	ENSG00000188215	DCUN1D3	chr16
5570	ENSG00000188227.12	ENSG00000188227	ZNF793	chr19
3316	ENSG00000188229.5	ENSG00000188229	TUBB4B	chr9
12974	ENSG00000188234.13	ENSG00000188234	AGAP4	chr10
2526	ENSG00000188242.4	ENSG00000188242	AC010442.1	chr5
6424	ENSG00000188243.12	ENSG00000188243	COMMD6	chr13
1788	ENSG00000188257.10	ENSG00000188257	PLA2G2A	chr1
553716	ENSG00000188263.10	ENSG00000188263	IL17REL	chr22
8805	ENSG00000188266.13	ENSG00000188266	HYKK	chr15
246986	ENSG00000188269.8	ENSG00000188269	OR7A5	chr19
7322	ENSG00000188277.9	ENSG00000188277	C15orf62	chr15
185520	ENSG00000188282.12	ENSG00000188282	RUFY4	chr2
14121	ENSG00000188283.11	ENSG00000188283	ZNF383	chr19
4926	ENSG00000188290.10	ENSG00000188290	HES4	chr1
362571	ENSG00000188293.5	ENSG00000188293	IGFL1	chr19
10541	ENSG00000188295.14	ENSG00000188295	ZNF669	chr1
17760	ENSG00000188305.5	ENSG00000188305	PEAK3	chr19
10314	ENSG00000188312.13	ENSG00000188312	CENPP	chr9
14467	ENSG00000188313.12	ENSG00000188313	PLSCR1	chr3
2963	ENSG00000188315.7	ENSG00000188315	C3orf62	chr3
103043	ENSG00000188316.13	ENSG00000188316	ENO4	chr10
3289	ENSG00000188321.13	ENSG00000188321	ZNF559	chr19
43135	ENSG00000188322.4	ENSG00000188322	SBK1	chr16
48569	ENSG00000188338.14	ENSG00000188338	SLC38A3	chr3
5996	ENSG00000188342.11	ENSG00000188342	GTF2F2	chr13
2168	ENSG00000188343.12	ENSG00000188343	FAM92A	chr8
15400	ENSG00000188352.12	ENSG00000188352	FOCAD	chr9
38785	ENSG00000188368.9	ENSG00000188368	PRR19	chr19
8372	ENSG00000188372.14	ENSG00000188372	ZP3	chr7
297961	ENSG00000188373.4	ENSG00000188373	C10orf99	chr10
297946	ENSG00000188379.6	ENSG00000188379	IFNA2	chr9
8612	ENSG00000188385.11	ENSG00000188385	JAKMIP3	chr10
5036	ENSG00000188389.10	ENSG00000188389	PDCD1	chr2
525579	ENSG00000188393.8	ENSG00000188393	CLEC2A	chr12
37156	ENSG00000188396.3	ENSG00000188396	TCTEX1D4	chr1
6821	ENSG00000188404.8	ENSG00000188404	SELL	chr1
5355	ENSG00000188419.13	ENSG00000188419	CHM	chrX
5242	ENSG00000188428.19	ENSG00000188428	BLOC1S5	chr6
10852	ENSG00000188452.13	ENSG00000188452	CERKL	chr2
3830	ENSG00000188483.7	ENSG00000188483	IER5L	chr9
12401	ENSG00000188486.3	ENSG00000188486	H2AFX	chr11
48606	ENSG00000188487.11	ENSG00000188487	INSC	chr11
13205	ENSG00000188488.13	ENSG00000188488	SERPINA5	chr14
1921	ENSG00000188493.14	ENSG00000188493	C19orf54	chr19
97483	ENSG00000188501.11	ENSG00000188501	LCTL	chr15
263632	ENSG00000188505.4	ENSG00000188505	NCCRP1	chr19
369259	ENSG00000188508.10	ENSG00000188508	KRTDAP	chr19
10400	ENSG00000188511.12	ENSG00000188511	C22orf34	chr22
12081	ENSG00000188517.14	ENSG00000188517	COL25A1	chr4
11635	ENSG00000188522.14	ENSG00000188522	FAM83G	chr17
101644	ENSG00000188523.8	ENSG00000188523	CFAP77	chr9
18920	ENSG00000188525.3	ENSG00000188525	AC010969.1	chr2
6185	ENSG00000188529.14	ENSG00000188529	SRSF10	chr1
13976	ENSG00000188536.12	ENSG00000188536	HBA2	chr16
8498	ENSG00000188542.9	ENSG00000188542	DUSP28	chr2
627	ENSG00000188549.12	ENSG00000188549	CCDC9B	chr15
6064	ENSG00000188554.13	ENSG00000188554	NBR1	chr17
15837	ENSG00000188559.13	ENSG00000188559	RALGAPA2	chr20
7791	ENSG00000188566.13	ENSG00000188566	NDOR1	chr9
39647	ENSG00000188573.7	ENSG00000188573	FBLL1	chr5
70785	ENSG00000188580.14	ENSG00000188580	NKAIN2	chr6
102138	ENSG00000188582.8	ENSG00000188582	PAQR9	chr3
23529	ENSG00000188596.10	ENSG00000188596	CFAP54	chr12
14075	ENSG00000188599.17	ENSG00000188599	NPIPP1	chr16
1962	ENSG00000188603.18	ENSG00000188603	CLN3	chr16
119974	ENSG00000188610.12	ENSG00000188610	FAM72B	chr1
39089	ENSG00000188611.14	ENSG00000188611	ASAH2	chr10
1716	ENSG00000188612.11	ENSG00000188612	SUMO2	chr17
1936	ENSG00000188613.6	ENSG00000188613	NANOS1	chr10
204027	ENSG00000188620.9	ENSG00000188620	HMX3	chr10
519702	ENSG00000188624.2	ENSG00000188624	IGFL3	chr19
8341	ENSG00000188626.6	ENSG00000188626	GOLGA8M	chr15
120780	ENSG00000188629.11	ENSG00000188629	ZNF177	chr19
13688	ENSG00000188636.3	ENSG00000188636	RTL6	chr22
10470	ENSG00000188641.12	ENSG00000188641	DPYD	chr1
14620	ENSG00000188643.10	ENSG00000188643	S100A16	chr1
5874	ENSG00000188647.12	ENSG00000188647	PTAR1	chr9
1415	ENSG00000188649.12	ENSG00000188649	CC2D2B	chr10
39066	ENSG00000188659.9	ENSG00000188659	SAXO2	chr15
49344	ENSG00000188662.6	ENSG00000188662	HILS1	chr17
97749	ENSG00000188672.17	ENSG00000188672	RHCE	chr1
98638	ENSG00000188674.10	ENSG00000188674	C2orf80	chr2
421368	ENSG00000188676.13	ENSG00000188676	IDO2	chr8
4255	ENSG00000188677.14	ENSG00000188677	PARVB	chr22
12326	ENSG00000188681.11	ENSG00000188681	TEKT4P2	chr21
2626	ENSG00000188687.17	ENSG00000188687	SLC4A5	chr2
12479	ENSG00000188690.12	ENSG00000188690	UROS	chr10
118422	ENSG00000188693.7	ENSG00000188693	CYP51A1-AS1	chr7
5551	ENSG00000188706.12	ENSG00000188706	ZDHHC9	chrX
2407	ENSG00000188707.5	ENSG00000188707	ZBED6CL	chr7
22263	ENSG00000188710.2	ENSG00000188710	QRFP	chr9
453864	ENSG00000188716.5	ENSG00000188716	DUPD1	chr10
14126	ENSG00000188725.7	ENSG00000188725	SMIM15	chr5
147519	ENSG00000188729.6	ENSG00000188729	OSTN	chr3
97990	ENSG00000188730.4	ENSG00000188730	VWC2	chr7
5136	ENSG00000188732.10	ENSG00000188732	FAM221A	chr7
240	ENSG00000188735.12	ENSG00000188735	TMEM120B	chr12
7452	ENSG00000188738.14	ENSG00000188738	FSIP2	chr2
101958	ENSG00000188739.14	ENSG00000188739	RBM34	chr1
9052	ENSG00000188747.8	ENSG00000188747	NOXA1	chr9
12021	ENSG00000188760.10	ENSG00000188760	TMEM198	chr2
119266	ENSG00000188761.11	ENSG00000188761	BCL2L15	chr1
7105	ENSG00000188763.4	ENSG00000188763	FZD9	chr7
11245	ENSG00000188766.12	ENSG00000188766	SPRED3	chr19
16188	ENSG00000188778.5	ENSG00000188778	ADRB3	chr8
9077	ENSG00000188779.10	ENSG00000188779	SKOR1	chr15
3788	ENSG00000188783.5	ENSG00000188783	PRELP	chr1
10560	ENSG00000188785.11	ENSG00000188785	ZNF548	chr19
10599	ENSG00000188786.9	ENSG00000188786	MTF1	chr1
2850	ENSG00000188803.14	ENSG00000188803	SHISA6	chr17
3872	ENSG00000188807.12	ENSG00000188807	TMEM201	chr1
13429	ENSG00000188811.13	ENSG00000188811	NHLRC3	chr13
204577	ENSG00000188816.3	ENSG00000188816	HMX2	chr10
438198	ENSG00000188817.7	ENSG00000188817	SNTN	chr3
12300	ENSG00000188818.12	ENSG00000188818	ZDHHC11	chr5
6509	ENSG00000188820.12	ENSG00000188820	CALHM6	chr6
302159	ENSG00000188822.7	ENSG00000188822	CNR2	chr1
10930	ENSG00000188825.13	ENSG00000188825	LINC00910	chr17
13992	ENSG00000188827.10	ENSG00000188827	SLX4	chr16
120072	ENSG00000188828.11	ENSG00000188828	GLRA4	chrX
263837	ENSG00000188833.9	ENSG00000188833	ENTPD8	chr9
8060	ENSG00000188846.13	ENSG00000188846	RPL14	chr3
103392	ENSG00000188848.15	ENSG00000188848	BEND4	chr4
3761	ENSG00000188859.6	ENSG00000188859	FAM78B	chr1
4654	ENSG00000188868.13	ENSG00000188868	ZNF563	chr19
312718	ENSG00000188869.12	ENSG00000188869	TMC3	chr15
4166	ENSG00000188878.19	ENSG00000188878	FBF1	chr17
266278	ENSG00000188883.4	ENSG00000188883	KLRG2	chr7
299270	ENSG00000188886.3	ENSG00000188886	ASTL	chr2
13148	ENSG00000188895.11	ENSG00000188895	MSL1	chr17
2965	ENSG00000188897.8	ENSG00000188897	AC099489.1	chr16
5930	ENSG00000188906.14	ENSG00000188906	LRRK2	chr12
115497	ENSG00000188910.7	ENSG00000188910	GJB3	chr1
102290	ENSG00000188916.8	ENSG00000188916	INSYN2	chr10
4593	ENSG00000188917.14	ENSG00000188917	TRMT2B	chrX
5991	ENSG00000188921.13	ENSG00000188921	HACD4	chr9
9620	ENSG00000188933.14	ENSG00000188933	USP32P1	chr17
10307	ENSG00000188938.15	ENSG00000188938	FAM120AOS	chr9
557385	ENSG00000188958.9	ENSG00000188958	UTS2B	chr3
265648	ENSG00000188959.9	ENSG00000188959	C9orf152	chr9
9617	ENSG00000188976.10	ENSG00000188976	NOC2L	chr1
52895	ENSG00000188981.10	ENSG00000188981	MSANTD1	chr4
519848	ENSG00000188984.11	ENSG00000188984	AADACL3	chr1
15643	ENSG00000188986.6	ENSG00000188986	NELFB	chr9
309653	ENSG00000188992.11	ENSG00000188992	LIPI	chr21
8354	ENSG00000188993.3	ENSG00000188993	LRRC66	chr4
8808	ENSG00000188994.12	ENSG00000188994	ZNF292	chr6
12607	ENSG00000188997.7	ENSG00000188997	KCTD21	chr11
10536	ENSG00000189001.10	ENSG00000189001	SBSN	chr19
13776	ENSG00000189007.15	ENSG00000189007	ADAT2	chr6
436696	ENSG00000189013.14	ENSG00000189013	KIR2DL4	chr19
87137	ENSG00000189014.7	ENSG00000189014	SHLD2P3	chr10
13134	ENSG00000189042.13	ENSG00000189042	ZNF567	chr19
14514	ENSG00000189043.9	ENSG00000189043	NDUFA4	chr7
35665	ENSG00000189045.13	ENSG00000189045	ANKDD1B	chr5
10047	ENSG00000189046.10	ENSG00000189046	ALKBH2	chr12
304	ENSG00000189050.15	ENSG00000189050	RNFT1	chr17
372392	ENSG00000189051.5	ENSG00000189051	RNF222	chr17
704	ENSG00000189056.13	ENSG00000189056	RELN	chr7
289030	ENSG00000189057.10	ENSG00000189057	FAM111B	chr11
287	ENSG00000189058.8	ENSG00000189058	APOD	chr3
5423	ENSG00000189060.5	ENSG00000189060	H1F0	chr22
15639	ENSG00000189067.12	ENSG00000189067	LITAF	chr16
437461	ENSG00000189068.9	ENSG00000189068	VSTM1	chr19
3418	ENSG00000189077.10	ENSG00000189077	TMEM120A	chr7
15799	ENSG00000189079.15	ENSG00000189079	ARID2	chr12
15030	ENSG00000189091.12	ENSG00000189091	SF3B3	chr16
13275	ENSG00000189114.6	ENSG00000189114	BLOC1S3	chr19
10707	ENSG00000189120.4	ENSG00000189120	SP6	chr17
100665	ENSG00000189127.7	ENSG00000189127	ANKRD34B	chr5
6309	ENSG00000189129.13	ENSG00000189129	PLAC9	chr10
10734	ENSG00000189134.3	ENSG00000189134	NKAPL	chr6
13851	ENSG00000189136.8	ENSG00000189136	UBE2Q2P1	chr15
11783	ENSG00000189143.9	ENSG00000189143	CLDN4	chr7
8241	ENSG00000189144.13	ENSG00000189144	ZNF573	chr19
13361	ENSG00000189157.13	ENSG00000189157	FAM47E	chr4
8761	ENSG00000189159.15	ENSG00000189159	JPT1	chr17
5825	ENSG00000189164.14	ENSG00000189164	ZNF527	chr19
15115	ENSG00000189171.14	ENSG00000189171	S100A13	chr1
15354	ENSG00000189180.15	ENSG00000189180	ZNF33A	chr10
147854	ENSG00000189181.4	ENSG00000189181	OR14I1	chr1
523884	ENSG00000189182.9	ENSG00000189182	KRT77	chr12
6737	ENSG00000189184.11	ENSG00000189184	PCDH18	chr4
11983	ENSG00000189190.9	ENSG00000189190	ZNF600	chr19
107303	ENSG00000189212.12	ENSG00000189212	DPY19L2P1	chr7
7305	ENSG00000189221.9	ENSG00000189221	MAOA	chrX
856	ENSG00000189223.14	ENSG00000189223	PAX8-AS1	chr2
5498	ENSG00000189227.5	ENSG00000189227	C15orf61	chr15
23925	ENSG00000189233.11	ENSG00000189233	NUGGC	chr8
147284	ENSG00000189238.5	ENSG00000189238	LINC00943	chr12
15722	ENSG00000189241.6	ENSG00000189241	TSPYL1	chr6
4508	ENSG00000189266.11	ENSG00000189266	PNRC2	chr1
34079	ENSG00000189269.12	ENSG00000189269	DRICH1	chr22
158852	ENSG00000189275.3	ENSG00000189275	LINC01164	chr10
154505	ENSG00000189280.3	ENSG00000189280	GJB5	chr1
12522	ENSG00000189283.9	ENSG00000189283	FHIT	chr3
206	ENSG00000189292.15	ENSG00000189292	ALKAL2	chr2
13539	ENSG00000189298.13	ENSG00000189298	ZKSCAN3	chr6
12596	ENSG00000189306.10	ENSG00000189306	RRP7A	chr22
11435	ENSG00000189308.10	ENSG00000189308	LIN54	chr4
117920	ENSG00000189316.3	ENSG00000189316	AC073349.1	chr7
15600	ENSG00000189319.13	ENSG00000189319	FAM53B	chr10
12264	ENSG00000189320.8	ENSG00000189320	FAM180A	chr7
327841	ENSG00000189325.6	ENSG00000189325	C6orf222	chr6
100913	ENSG00000189334.8	ENSG00000189334	S100A14	chr1
1074	ENSG00000189337.16	ENSG00000189337	KAZN	chr1
4917	ENSG00000189339.11	ENSG00000189339	SLC35E2B	chr1
1363	ENSG00000189343.7	ENSG00000189343	RPS2P46	chr17
4705	ENSG00000189350.12	ENSG00000189350	TOGARAM2	chr2
12465	ENSG00000189362.11	ENSG00000189362	NEMP2	chr2
204166	ENSG00000189366.9	ENSG00000189366	ALG1L	chr3
11551	ENSG00000189367.14	ENSG00000189367	KIAA0408	chr6
13107	ENSG00000189369.8	ENSG00000189369	GSPT2	chrX
489118	ENSG00000189372.4	ENSG00000189372	AL034369.1	chrX
271	ENSG00000189376.11	ENSG00000189376	C8orf76	chr8
263171	ENSG00000189377.8	ENSG00000189377	CXCL17	chr19
1486	ENSG00000189398.5	ENSG00000189398	OR7E12P	chr11
14731	ENSG00000189403.14	ENSG00000189403	HMGB1	chr13
25615	ENSG00000189409.13	ENSG00000189409	MMP23B	chr1
101164	ENSG00000189410.11	ENSG00000189410	SH2D5	chr1
8953	ENSG00000189419.6	ENSG00000189419	SPATA41	chr15
720	ENSG00000189420.8	ENSG00000189420	ZFP92	chrX
10237	ENSG00000189423.11	ENSG00000189423	USP32P3	chr17
440889	ENSG00000189430.12	ENSG00000189430	NCR1	chr19
97872	ENSG00000189431.7	ENSG00000189431	RASSF10	chr11
360517	ENSG00000189433.5	ENSG00000189433	GJB4	chr1
105098	ENSG00000196071.4	ENSG00000196071	OR2L13	chr1
4503	ENSG00000196072.11	ENSG00000196072	BLOC1S2	chr10
6638	ENSG00000196074.12	ENSG00000196074	SYCP2	chr20
282528	ENSG00000196081.9	ENSG00000196081	ZNF724	chr19
8736	ENSG00000196083.9	ENSG00000196083	IL1RAP	chr3
416	ENSG00000196090.12	ENSG00000196090	PTPRT	chr20
4025	ENSG00000196091.13	ENSG00000196091	MYBPC1	chr12
306987	ENSG00000196092.12	ENSG00000196092	PAX5	chr9
509639	ENSG00000196096.3	ENSG00000196096	AC079610.1	chr2
32668	ENSG00000196104.10	ENSG00000196104	SPOCK3	chr4
22541	ENSG00000196109.6	ENSG00000196109	ZNF676	chr19
12249	ENSG00000196110.7	ENSG00000196110	ZNF699	chr19
3883	ENSG00000196116.7	ENSG00000196116	TDRD7	chr9
40508	ENSG00000196118.11	ENSG00000196118	CCDC189	chr16
13171	ENSG00000196123.12	ENSG00000196123	KIAA0895L	chr16
12368	ENSG00000196126.11	ENSG00000196126	HLA-DRB1	chr6
34449	ENSG00000196132.11	ENSG00000196132	MYT1	chr20
7151	ENSG00000196136.17	ENSG00000196136	SERPINA3	chr14
905	ENSG00000196139.13	ENSG00000196139	AKR1C3	chr10
14653	ENSG00000196141.13	ENSG00000196141	SPATS2L	chr2
3009	ENSG00000196150.13	ENSG00000196150	ZNF250	chr8
12294	ENSG00000196151.10	ENSG00000196151	WDSUB1	chr2
5084	ENSG00000196152.10	ENSG00000196152	ZNF79	chr9
3987	ENSG00000196154.11	ENSG00000196154	S100A4	chr1
13590	ENSG00000196155.12	ENSG00000196155	PLEKHG4	chr16
2089	ENSG00000196159.11	ENSG00000196159	FAT4	chr4
2799	ENSG00000196167.9	ENSG00000196167	COLCA1	chr11
2243	ENSG00000196169.14	ENSG00000196169	KIF19	chr17
9819	ENSG00000196172.9	ENSG00000196172	ZNF681	chr19
7148	ENSG00000196177.12	ENSG00000196177	ACADSB	chr10
4459	ENSG00000196182.10	ENSG00000196182	STK40	chr1
4147	ENSG00000196187.11	ENSG00000196187	TMEM63A	chr1
326137	ENSG00000196188.10	ENSG00000196188	CTSE	chr1
7735	ENSG00000196189.12	ENSG00000196189	SEMA4A	chr1
6022	ENSG00000196196.2	ENSG00000196196	HRCT1	chr9
15907	ENSG00000196199.13	ENSG00000196199	MPHOSPH8	chr13
8773	ENSG00000196204.11	ENSG00000196204	RNF216P1	chr7
15335	ENSG00000196205.8	ENSG00000196205	EEF1A1P5	chr9
3520	ENSG00000196208.13	ENSG00000196208	GREB1	chr2
1410	ENSG00000196209.12	ENSG00000196209	SIRPB2	chr20
7140	ENSG00000196214.10	ENSG00000196214	ZNF766	chr19
8246	ENSG00000196218.12	ENSG00000196218	RYR1	chr19
6507	ENSG00000196220.15	ENSG00000196220	SRGAP3	chr3
11951	ENSG00000196227.10	ENSG00000196227	FAM217B	chr20
553861	ENSG00000196228.3	ENSG00000196228	SULT1C3	chr2
13680	ENSG00000196230.12	ENSG00000196230	TUBB	chr6
4821	ENSG00000196233.12	ENSG00000196233	LCOR	chr10
14188	ENSG00000196235.13	ENSG00000196235	SUPT5H	chr19
4365	ENSG00000196236.12	ENSG00000196236	XPNPEP3	chr22
11741	ENSG00000196247.11	ENSG00000196247	ZNF107	chr7
364731	ENSG00000196260.4	ENSG00000196260	SFTA2	chr6
13991	ENSG00000196262.13	ENSG00000196262	PPIA	chr7
12392	ENSG00000196263.7	ENSG00000196263	ZNF471	chr19
5302	ENSG00000196267.12	ENSG00000196267	ZNF836	chr19
11694	ENSG00000196268.11	ENSG00000196268	ZNF493	chr19
34274	ENSG00000196273.7	ENSG00000196273	LINC00523	chr14
4569	ENSG00000196275.13	ENSG00000196275	GTF2IRD2	chr7
52432	ENSG00000196277.15	ENSG00000196277	GRM7	chr3
7448	ENSG00000196284.15	ENSG00000196284	SUPT3H	chr6
12105	ENSG00000196290.14	ENSG00000196290	NIF3L1	chr2
15113	ENSG00000196295.11	ENSG00000196295	GARS-DT	chr7
12034	ENSG00000196296.13	ENSG00000196296	ATP2A1	chr16
15755	ENSG00000196305.17	ENSG00000196305	IARS	chr9
4250	ENSG00000196312.12	ENSG00000196312	MFSD14C	chr9
6846	ENSG00000196313.11	ENSG00000196313	POM121	chr7
13724	ENSG00000196323.12	ENSG00000196323	ZBTB44	chr11
4316	ENSG00000196329.11	ENSG00000196329	GIMAP5	chr7
100066	ENSG00000196335.12	ENSG00000196335	STK31	chr7
363532	ENSG00000196337.11	ENSG00000196337	CGB7	chr19
2889	ENSG00000196338.12	ENSG00000196338	NLGN3	chrX
361740	ENSG00000196344.11	ENSG00000196344	ADH7	chr4
8214	ENSG00000196345.12	ENSG00000196345	ZKSCAN7	chr3
11261	ENSG00000196352.14	ENSG00000196352	CD55	chr1
35053	ENSG00000196353.11	ENSG00000196353	CPNE4	chr3
9214	ENSG00000196357.11	ENSG00000196357	ZNF565	chr19
5972	ENSG00000196358.10	ENSG00000196358	NTNG2	chr9
35582	ENSG00000196361.9	ENSG00000196361	ELAVL3	chr19
8379	ENSG00000196363.9	ENSG00000196363	WDR5	chr9
1348	ENSG00000196365.11	ENSG00000196365	LONP1	chr19
100418	ENSG00000196366.3	ENSG00000196366	C9orf163	chr9
9134	ENSG00000196367.12	ENSG00000196367	TRRAP	chr7
3737	ENSG00000196368.4	ENSG00000196368	NUDT11	chrX
8390	ENSG00000196369.10	ENSG00000196369	SRGAP2B	chr1
4729	ENSG00000196371.3	ENSG00000196371	FUT4	chr11
7975	ENSG00000196372.12	ENSG00000196372	ASB13	chr10
8283	ENSG00000196376.10	ENSG00000196376	SLC35F1	chr6
3552	ENSG00000196378.11	ENSG00000196378	ZNF34	chr8
11172	ENSG00000196381.10	ENSG00000196381	ZNF781	chr19
7764	ENSG00000196387.9	ENSG00000196387	ZNF140	chr12
10214	ENSG00000196388.8	ENSG00000196388	INCA1	chr17
1392	ENSG00000196391.10	ENSG00000196391	ZNF774	chr15
7062	ENSG00000196396.9	ENSG00000196396	PTPN1	chr20
13216	ENSG00000196405.12	ENSG00000196405	EVL	chr14
153894	ENSG00000196407.11	ENSG00000196407	THEM5	chr1
12214	ENSG00000196411.9	ENSG00000196411	EPHB4	chr7
99315	ENSG00000196415.9	ENSG00000196415	PRTN3	chr19
10014	ENSG00000196417.12	ENSG00000196417	ZNF765	chr19
3875	ENSG00000196418.12	ENSG00000196418	ZNF124	chr1
7522	ENSG00000196419.12	ENSG00000196419	XRCC6	chr22
607430	ENSG00000196420.7	ENSG00000196420	S100A5	chr1
122390	ENSG00000196421.8	ENSG00000196421	C20orf204	chr20
15026	ENSG00000196422.10	ENSG00000196422	PPP1R26	chr9
553050	ENSG00000196427.13	ENSG00000196427	NBPF4	chr1
14915	ENSG00000196428.12	ENSG00000196428	TSC22D2	chr3
502110	ENSG00000196433.12	ENSG00000196433	ASMT	chrX
10221	ENSG00000196436.8	ENSG00000196436	NPIPB15	chr16
10604	ENSG00000196437.10	ENSG00000196437	ZNF569	chr19
3540	ENSG00000196440.11	ENSG00000196440	ARMCX4	chrX
12433	ENSG00000196449.3	ENSG00000196449	YRDC	chr1
4943	ENSG00000196453.7	ENSG00000196453	ZNF777	chr7
14667	ENSG00000196455.7	ENSG00000196455	PIK3R4	chr3
2373	ENSG00000196456.11	ENSG00000196456	ZNF775	chr7
14661	ENSG00000196458.10	ENSG00000196458	ZNF605	chr12
14280	ENSG00000196459.13	ENSG00000196459	TRAPPC2	chrX
8753	ENSG00000196460.12	ENSG00000196460	RFX8	chr2
956	ENSG00000196465.10	ENSG00000196465	MYL6B	chr12
7675	ENSG00000196466.10	ENSG00000196466	ZNF799	chr19
10833	ENSG00000196470.11	ENSG00000196470	SIAH1	chr16
8828	ENSG00000196476.11	ENSG00000196476	C20orf96	chr20
40411	ENSG00000196482.16	ENSG00000196482	ESRRG	chr1
15618	ENSG00000196497.16	ENSG00000196497	IPO4	chr14
12663	ENSG00000196498.13	ENSG00000196498	NCOR2	chr12
14191	ENSG00000196502.11	ENSG00000196502	SULT1A1	chr16
104314	ENSG00000196503.3	ENSG00000196503	ARL9	chr4
14461	ENSG00000196504.15	ENSG00000196504	PRPF40A	chr2
3963	ENSG00000196505.10	ENSG00000196505	GDAP2	chr1
468	ENSG00000196507.10	ENSG00000196507	TCEAL3	chrX
14817	ENSG00000196510.12	ENSG00000196510	ANAPC7	chr12
13722	ENSG00000196511.14	ENSG00000196511	TPK1	chr7
1108	ENSG00000196517.11	ENSG00000196517	SLC6A9	chr1
3855	ENSG00000196526.10	ENSG00000196526	AFAP1	chr4
4467	ENSG00000196531.10	ENSG00000196531	NACA	chr12
5334	ENSG00000196535.15	ENSG00000196535	MYO18A	chr17
106009	ENSG00000196542.8	ENSG00000196542	SPTSSB	chr3
7055	ENSG00000196544.7	ENSG00000196544	BORCS6	chr17
6301	ENSG00000196547.14	ENSG00000196547	MAN2A2	chr15
806	ENSG00000196549.10	ENSG00000196549	MME	chr3
120115	ENSG00000196550.10	ENSG00000196550	FAM72A	chr1
427350	ENSG00000196553.14	ENSG00000196553	CCDC196	chr14
1608	ENSG00000196557.12	ENSG00000196557	CACNA1H	chr16
1719	ENSG00000196562.14	ENSG00000196562	SULF2	chr20
442133	ENSG00000196565.13	ENSG00000196565	HBG2	chr11
5010	ENSG00000196569.11	ENSG00000196569	LAMA2	chr6
14782	ENSG00000196576.14	ENSG00000196576	PLXNB2	chr22
2257	ENSG00000196581.10	ENSG00000196581	AJAP1	chr1
4767	ENSG00000196584.2	ENSG00000196584	XRCC2	chr7
5050	ENSG00000196586.13	ENSG00000196586	MYO6	chr6
2424	ENSG00000196588.14	ENSG00000196588	MRTFA	chr22
12293	ENSG00000196591.11	ENSG00000196591	HDAC2	chr6
154317	ENSG00000196593.9	ENSG00000196593	ANKRD20A19P	chr13
3662	ENSG00000196597.11	ENSG00000196597	ZNF782	chr9
432628	ENSG00000196600.12	ENSG00000196600	SLC22A25	chr11
2164	ENSG00000196605.7	ENSG00000196605	ZNF846	chr19
289572	ENSG00000196611.4	ENSG00000196611	MMP1	chr11
6279	ENSG00000196616.13	ENSG00000196616	ADH1B	chr4
295930	ENSG00000196620.9	ENSG00000196620	UGT2B15	chr4
15101	ENSG00000196628.15	ENSG00000196628	TCF4	chr18
11889	ENSG00000196632.10	ENSG00000196632	WNK3	chrX
13207	ENSG00000196636.7	ENSG00000196636	SDHAF3	chr7
2875	ENSG00000196639.6	ENSG00000196639	HRH1	chr3
5223	ENSG00000196642.18	ENSG00000196642	RABL6	chr9
2987	ENSG00000196646.11	ENSG00000196646	ZNF136	chr19
6490	ENSG00000196652.11	ENSG00000196652	ZKSCAN5	chr7
6448	ENSG00000196653.11	ENSG00000196653	ZNF502	chr3
13609	ENSG00000196655.11	ENSG00000196655	TRAPPC4	chr11
11747	ENSG00000196659.9	ENSG00000196659	TTC30B	chr2
98032	ENSG00000196660.10	ENSG00000196660	SLC30A10	chr1
10331	ENSG00000196663.15	ENSG00000196663	TECPR2	chr14
11218	ENSG00000196664.4	ENSG00000196664	TLR7	chrX
